country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0,0.026
Albania,2,0,0,0
Algeria,2,0,0,0.046
Andorra,2,0,0,0
Angola,2,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,2,0.001,0.022,0.089
Armenia,2,0,0,0
Australia,2,0,0.039,0.51
Austria,3,0.022,0,2.776
Azerbaijan,2,0,0,0
Bahamas,2,0,0,0
Bahrain,2,0,0,0
Bangladesh,2,0,0,0.018
Barbados,2,0,0,0
Belarus,2,0,0,0
Belgium,3,0.042,0,2.675
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,2,0,0,0
Bosnia and Herzegovina,2,0,0,0
Botswana,2,0,0,0
Brazil,2,0,0,0.033
Brunei,2,0,0,0
Bulgaria,2,0,0,0.576
Burkina Faso,2,0,0,0
Burundi,2,0,0,0
Cambodia,2,0,0,0.06
Cameroon,2,0,0,0.038
Canada,2,0,0,0.265
Cape Verde,2,0,0,0
Central African Republic,2,0,0,0
Chad,2,0,0,0
Chile,2,0,0,0.366
China,2,0,0.019,0.037
Colombia,2,0,0,0
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,2,0,0,0.785
Cote d'Ivoire,2,0,0,0
Croatia,2,0.002,0,0
Cuba,2,0,0,0
Cyprus,2,0,0,0
Czechia,2,0.013,0,1.121
Democratic Republic of Congo,2,0,0,0
Denmark,3,0.04,0,2.244
Djibouti,2,0,0,0
Dominica,2,0,0,0
Dominican Republic,2,0,0,0.277
Ecuador,2,0,0,0.057
Egypt,2,0,0.01,0.332
El Salvador,2,0,0,0
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,0.015,0,0
Eswatini,2,0,0,0
Ethiopia,2,0,0,0
Fiji,2,0,0,0
Finland,2,0.003,0,1.444
France,3,0,0.123,2.712
Gabon,2,0,0,0
Gambia,2,0,0,0
Georgia,3,0,0,2.256
Germany,3,0,0,2.876
Ghana,2,0,0,0
Greece,3,0,0,2.59
Grenada,2,0,0,0
Guatemala,2,0,0,0
Guinea,2,0,0,0
Guinea-Bissau,2,0,0,0
Guyana,2,0,0,0
Haiti,2,0,0,0
Honduras,2,0,0,0
Hungary,2,0.004,0,0.311
Iceland,2,0.108,0,0
India,2,0,0,0.004
Indonesia,2,0,0,0.007
International,2,0,0,0
Iran,1,0,0.583,8.846
Iraq,2,0,0.05,0.149
Ireland,2,0,0,0.203
Israel,2,0.049,0,1.04
Italy,1,0.13,2.2,24.677
Jamaica,2,0,0,0
Japan,2,0.001,0.008,0.261
Jordan,2,0,0,0
Kazakhstan,2,0,0,0
Kenya,2,0,0,0
Kosovo,2,0,0,0
Kuwait,2,0,0,0.702
Kyrgyzstan,2,0,0,0
Laos,2,0,0,0
Latvia,2,0.012,0,0.53
Lebanon,2,0,0,1.465
Lesotho,2,0,0,0
Liberia,2,0,0,0
Libya,2,0,0,0
Liechtenstein,2,0,0,0
Lithuania,2,0,0,0
Luxembourg,3,0,0,1.598
Madagascar,2,0,0,0
Malawi,2,0,0,0
Malaysia,2,0,0,0.185
Maldives,1,0,0,7.4
Mali,2,0,0,0
Malta,2,0.267,0,0
Marshall Islands,2,0,0,0
Mauritania,2,0,0,0
Mauritius,2,0,0,0
Mexico,2,0.001,0,0.008
Moldova,2,0,0,0.248
Monaco,2,0,0,0
Mongolia,2,0,0,0
Montenegro,2,0,0,0
Morocco,2,0,0,0
Mozambique,2,0,0,0
Myanmar,2,0,0,0
Namibia,2,0,0,0
Nepal,2,0,0,0
Netherlands,3,0,0.117,4.494
New Zealand,2,0.006,0,0
Nicaragua,2,0,0,0
Niger,2,0,0,0
Nigeria,2,0,0,0
North Macedonia,2,0,0,0
Norway,3,0.075,0,5.349
Oman,2,0,0,0
Pakistan,2,0,0,0
Palestine,2,0,0,0
Panama,2,0,0,0
Papua New Guinea,2,0,0,0
