country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,3,0,0.822,4.084
Albania,1,0,1.042,19.112
Algeria,1,0,0.114,13.523
Andorra,6,0,0,38.827
Angola,4,0,0.03,0.943
Antigua and Barbuda,1,0,0,20.423
Argentina,2,0.275,1.46,99.965
Armenia,7,0,4.387,149.161
Australia,3,2.46,0.078,8.157
Austria,1,0.896,0,18.764
Azerbaijan,0,0,0.69,46.453
Bahamas,1,0,0,12.715
Bahrain,7,5.561,1.763,228.611
Bangladesh,1,0.082,0.31,18.423
Barbados,4,0,0,0
Belarus,1,0,0.635,16.827
Belgium,6,1.207,0.431,22.52
Belize,4,0,0,0
Benin,1,0,0.247,11.466
Bhutan,4,0,0,1.296
Bolivia,7,0.263,5.568,166.709
Bosnia and Herzegovina,0,0,1.524,69.19
Botswana,4,0,0,0
Brazil,7,0,5.471,160.788
Brunei,4,0,0,0
Bulgaria,6,0.939,0.576,42.887
Burkina Faso,4,0,0,0.335
Burundi,4,0,0,0.589
Cambodia,4,0,0,0
Cameroon,4,0,0,0
Canada,1,1.332,0.238,10.996
Cape Verde,2,1.257,0,80.937
Central African Republic,3,0,0,3.313
Chad,4,0,0,0.061
Chile,7,0.978,55.293,143.386
China,4,0,0.001,0.052
Colombia,7,0.512,5.09,175.58
Comoros,4,0,0,0
Congo,0,0,0.181,49.836
Costa Rica,2,0.308,0.982,83.037
Cote d'Ivoire,3,0.028,0,5.383
Croatia,6,0.35,0,23.872
Cuba,4,0.261,0,0.353
Cyprus,4,1.517,0,2.283
Czechia,1,0.441,0.28,12.139
Democratic Republic of Congo,4,0.009,0,0.558
Denmark,3,2.464,0.173,8.46
Djibouti,1,0,0,10.121
Dominica,4,0,0,0
Dominican Republic,2,0.352,0.092,126.292
Ecuador,0,0.134,2.437,61.157
Egypt,3,0,0.664,6.87
El Salvador,6,0.372,1.696,38.543
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,3,0.266,0,3.015
Eswatini,0,0,0,57.75
Ethiopia,4,0.064,0.017,2.853
Fiji,4,0.042,0,0
Finland,4,0.922,0,1.444
France,1,1.444,0.214,12.884
Gabon,2,0,0,87.162
Gambia,4,0,0,0
Georgia,4,0,0,1.003
Germany,3,0,0.012,7.102
Ghana,1,0.089,0.161,14.386
Greece,4,0.415,0.096,2.399
Grenada,4,0,0,0
Guatemala,0,0.194,2.177,48.561
Guinea,3,0,0,5.406
Guinea-Bissau,1,0,0,12.703
Guyana,3,0,0,6.357
Haiti,4,0,0.088,2.368
Honduras,2,0,2.221,88.646
Hungary,4,0.219,0,1.449
Iceland,4,0.554,0,0
India,6,0.241,0.486,25.545
Indonesia,3,0.051,0.307,5.345
International,4,0,0,0
Iran,6,0.3,2.179,28.324
Iraq,0,0,2.337,50.295
Ireland,3,1.926,0.608,6.481
Israel,7,2.973,1.386,185.43
Italy,3,0.84,0.182,3.821
Jamaica,4,0.07,0,1.013
Japan,3,0.103,0,4.697
Jordan,4,0,0,0.294
Kazakhstan,2,0,0,96.29
Kenya,3,0.066,0.093,7.234
Kosovo,0,0,3.104,53.291
Kuwait,2,0.807,0.468,129.491
Kyrgyzstan,2,0,0.92,92.425
Laos,4,0,0,0
Latvia,3,1.161,0,3.181
Lebanon,1,0,0,14.798
Lesotho,6,0,1.4,25.674
Liberia,3,0,0.198,2.966
Libya,3,0.172,0.146,7.568
Liechtenstein,6,0,0,26.221
Lithuania,4,1.133,0,2.204
Luxembourg,7,22.929,0,198.091
Madagascar,1,0,0.036,13.651
Malawi,3,0,0.209,4.861
Malaysia,4,0.242,0,0.556
Maldives,6,1.153,0,25.9
Mali,4,0,0,1.333
Malta,4,1.921,0,0
Marshall Islands,4,0,0,0
Mauritania,1,0,0.215,10.969
Mauritius,4,0,0,0
Mexico,0,0.125,5.708,56.285
Moldova,0,0,2.231,57.016
Monaco,4,0,0,0
Mongolia,3,0,0,7.626
Montenegro,5,0,3.184,1079.511
Morocco,3,0.533,0.027,4.904
Mozambique,4,0.017,0,0.608
Myanmar,4,0.03,0,0
Namibia,1,0.18,0,18.104
Nepal,3,0.161,0.034,3.466
Netherlands,3,0,0.058,6.42
New Zealand,4,0.534,0,0.207
Nicaragua,4,0,0,0
Niger,4,0,0,0
Nigeria,4,0.021,0.015,2.911
North Macedonia,0,0.774,2.4,78.238
Norway,4,0.763,0.184,1.845
Oman,7,0.924,1.567,317.039
Pakistan,1,0.108,0.435,18.122
Palestine,0,0,0.392,69
Panama,7,0.682,8.807,239.874
Papua New Guinea,4,0,0,0.447
Paraguay,1,0.312,0.14,16.123
Peru,2,0.18,5.581,119.83
Philippines,1,0.246,0.155,15.833
Poland,3,0.543,0.185,9.327
Portugal,6,1.576,0.294,30.598
Qatar,7,1.709,0.347,146.127
Romania,6,0.987,0.884,41.533
Russia,6,2.14,1.275,43.78
Rwanda,4,0.265,0,0.926
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,3,0,0,4.563
Saudi Arabia,0,1.882,1.063,75.056
Senegal,3,0.064,0.239,3.763
Serbia,0,1.456,1.47,57.608
Seychelles,4,0,0,0
Sierra Leone,4,0,0.125,1.254
Singapore,0,0,0,55.894
Slovakia,4,0.396,0,2.564
Slovenia,3,0.494,0,9.139
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,7,0.812,2.276,225.481
South Korea,4,0.194,0.02,0.761
South Sudan,4,0,0.179,1.787
Spain,6,0,0.086,29.943
Sri Lanka,4,0.127,0,0.467
Sudan,4,0,0,0
Suriname,0,0,1.705,66.481
Sweden,6,0.982,1.089,29.606
Switzerland,1,0.776,0,10.63
Syria,4,0,0.171,1.086
Taiwan,4,0.006,0,0
Tajikistan,3,0,0,4.718
Tanzania,4,0,0,0
Thailand,4,0.086,0,0.043
Timor,4,0,0,0
Togo,4,0.036,0,2.053
Trinidad and Tobago,4,0.059,0,2.144
Tunisia,4,0.036,0,0.762
Turkey,1,0.489,0.213,10.979
Uganda,4,0,0,0.109
Ukraine,1,0.314,0.252,18.887
United Arab Emirates,6,4.91,0.202,29.625
United Kingdom,1,2.316,0.383,10.12
United States,7,3.126,2.819,216.53
Uruguay,3,0,0,3.167
Uzbekistan,1,0,0.12,16.164
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,1,0,0.106,11.851
Vietnam,4,0,0,0.01
Yemen,4,0,0.067,0.805
Zambia,0,0.046,3.644,49.772
Zimbabwe,3,0.066,0.067,3.902
