country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.026,1.49
Albania,4,0,1.737,63.243
Algeria,0,0,0.205,1.688
Andorra,0,0,0,0
Angola,6,0,0.091,5.842
Antigua and Barbuda,0,0,0,0
Argentina,5,0.602,8.541,294.386
Armenia,5,0,2.025,251.415
Australia,0,1.076,0.196,1.059
Austria,3,2.41,0.666,114.141
Azerbaijan,2,0,0.296,27.32
Bahamas,0,0,0,0
Bahrain,5,5.658,2.938,190.411
Bangladesh,1,0.084,0.134,9.333
Barbados,1,0,0,6.96
Belarus,4,0,0.529,55.665
Belgium,7,5.137,2.847,635.051
Belize,4,0,5.03,40.239
Benin,0,0,0,0
Bhutan,6,0,0,5.184
Bolivia,2,0.107,2.142,19.447
Bosnia and Herzegovina,3,0,3.353,102.414
Botswana,0,0,0,0
Brazil,4,0,1.454,48.081
Brunei,0,0,0,0
Bulgaria,3,0.622,1.151,112.975
Burkina Faso,0,0,0,0.526
Burundi,0,0,0,0.336
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,3,2.243,0.715,108.923
Cape Verde,5,1.009,3.597,178.061
Central African Republic,0,0,0,0
Chad,0,0,0,0.791
Chile,4,1.339,1.046,75.747
China,0,0,0,0.019
Colombia,3,0.406,3.066,98.54
Comoros,0,0,0,1.15
Congo,0,0,0,0
Costa Rica,5,0.377,3.141,199.25
Cote d'Ivoire,0,0.036,0,1.061
Croatia,3,1.281,0.731,90.615
Cuba,0,0.597,0,1.501
Cyprus,3,4.161,0,94.76
Czechia,7,2.954,5.136,777.478
Democratic Republic of Congo,0,0.003,0,0.045
Denmark,4,6.259,0.518,50.067
Djibouti,0,0,0,2.024
Dominica,0,0,0,0
Dominican Republic,1,0.493,0.369,15.21
Ecuador,4,0.158,0.964,48.518
Egypt,0,0,0.088,1.358
El Salvador,4,0.371,0.771,43.785
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,2,2.002,0,18.846
Eswatini,1,0,0.862,11.205
Ethiopia,6,0.055,0.035,5.062
Fiji,0,0.095,0,0
Finland,4,3.131,0,51.798
France,7,4.135,4.274,339.495
Gabon,0,0,0,0
