country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.231,2.209
Albania,5,0,1.737,53.513
Algeria,4,0,0.182,11.129
Andorra,5,0,0,51.77
Angola,0,0,0,1.613
Antigua and Barbuda,0,0,0,0
Argentina,3,0.421,3.297,165.9
Armenia,7,0,1.012,77.28
Australia,6,2.684,0.549,15.059
Austria,6,0.943,0.111,17.21
Azerbaijan,4,0,0.296,8.975
Bahamas,3,0,0,134.775
Bahrain,1,0,0.588,271.512
Bangladesh,6,0.08,0.267,15.891
Barbados,0,0,0,0
Belarus,4,0,0.423,10.689
Belgium,5,1.886,1.381,46.939
Belize,1,0,0,216.286
Benin,0,0,0,0
Bhutan,6,0,0,19.44
Bolivia,3,0.212,4.883,118.907
Bosnia and Herzegovina,7,0,1.524,67.971
Botswana,7,0,0.425,62.935
Brazil,1,0,5.937,282.702
Brunei,0,0,0,0
Bulgaria,0,0.735,0,0
Burkina Faso,0,0,0,0.718
Burundi,0,0,0,0.084
Cambodia,0,0,0,0.06
Cameroon,0,0,0,1.695
Canada,4,1.431,0.291,12.638
Cape Verde,3,0.613,0,131.298
Central African Republic,0,0,0,0
Chad,0,0,0,0
Chile,7,1.236,4.917,97.613
China,0,0,0.002,0.069
Colombia,1,0.788,6.053,221.803
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,1,0.392,1.767,210.439
Cote d'Ivoire,0,0.02,0.076,1.592
Croatia,5,0.293,0.244,43.846
Cuba,0,0.436,0.088,4.061
Cyprus,6,3.867,0,15.984
Czechia,2,0.692,0,30.442
Democratic Republic of Congo,0,0.004,0.1,0.569
Denmark,2,5.831,0,28.832
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,7,0.471,2.028,83.887
Ecuador,7,0.186,1.474,69.886
Egypt,0,0,0.215,1.417
El Salvador,5,0.378,1.079,53.807
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,1.272,0,0
Eswatini,7,0,1.724,63.784
Ethiopia,4,0.128,0.139,9.446
Fiji,0,0.038,0,1.116
Finland,4,2.185,0,7.4
France,0,1.857,0.26,0.123
Gabon,0,0,0,0
Gambia,2,0,4.138,32.69
Georgia,0,0,0,1.253
Germany,6,0,0.048,16.972
Ghana,4,0.042,0,4.924
Greece,6,0.725,0.48,19.572
Grenada,0,0,0,0
Guatemala,7,0.238,1.619,66.702
Guinea,4,0,0,6.244
Guinea-Bissau,0,0,0,0
Guyana,4,0,0,10.171
Haiti,0,0,0.438,3.333
Honduras,2,0,0.909,38.871
Hungary,0,0.33,0.207,4.658
Iceland,4,0.961,0,11.722
India,5,0.602,0.73,46.777
Indonesia,4,0.054,0.238,7.67
International,0,0,0,0
Iran,2,0,2.072,31.253
Iraq,7,0.523,1.318,95.494
Ireland,6,1.432,0,18.429
Israel,1,3.338,1.849,189.821
Italy,4,0.847,0.099,8.634
Jamaica,0,0.12,0,2.026
Japan,4,0.167,0.055,9.354
Jordan,0,0,0,1.666
Kazakhstan,7,1.044,0,79.3
Kenya,4,0.126,0.074,12.088
Kosovo,7,0,4.139,99.856
Kuwait,3,0.971,0,164.147
Kyrgyzstan,5,0,0.46,47.515
Laos,0,0,0,0
Latvia,0,1.098,0,2.121
Lebanon,5,0,0.44,43.66
Lesotho,5,0,0.467,40.145
Liberia,0,0,0,0
Libya,7,0.34,0.437,63.889
Liechtenstein,0,0,0,0
Lithuania,4,1.555,0,7.714
Luxembourg,3,7.401,0,108.63
Madagascar,0,0.019,0.217,4.514
Malawi,4,0.104,0.052,8.364
Malaysia,0,0.34,0,0.463
Maldives,1,2.211,0,236.799
Mali,0,0,0,0.741
Malta,3,4.962,0,124.564
Marshall Islands,0,0,0,0
Mauritania,4,0.071,0,6.667
Mauritius,0,0,0,0
Mexico,5,0.111,4.863,57.169
Moldova,7,0,3.718,96.679
Monaco,7,0,0,76.445
Mongolia,0,0,0,0
Montenegro,7,0,0,70.057
Morocco,2,0.599,0.759,33.622
Mozambique,0,0.033,0,2.528
Myanmar,0,0.032,0,0.147
Namibia,5,0.415,1.968,54.311
Nepal,6,0.338,0.137,18.018
Netherlands,5,0,0.292,40.152
New Zealand,0,3.246,0,2.696
Nicaragua,0,0,0,0
Niger,0,0,0,0
Nigeria,0,0.016,0.049,1.809
North Macedonia,7,0.887,0.96,67.198
Norway,4,2.446,0.184,12.543
Oman,5,0,2.35,45.431
Pakistan,0,0.087,0.045,3.409
Palestine,5,0,0.196,60.179
Panama,1,0.726,4.403,247.754
Papua New Guinea,0,0,0,-1.788
Paraguay,5,0.248,0.561,52.015
Peru,1,0.207,6.43,269.169
Philippines,2,0.316,0.201,34.468
Poland,6,0.665,0.37,21.429
Portugal,2,1.45,0.588,31.873
Qatar,3,1.599,0,119.053
Romania,7,1.177,2.755,75.581
Russia,2,2.088,0.836,34.378
Rwanda,0,0.367,0,0.849
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,4.563
Saudi Arabia,5,1.996,0.977,42.569
Senegal,4,0.103,0.119,9.138
Serbia,2,1.337,0.441,36.299
Seychelles,0,0,0,0
Sierra Leone,0,0,0,0.376
Singapore,6,0,0,17.435
Slovakia,4,0.501,0,8.975
Slovenia,6,0.451,0,13.949
Solomon Islands,0,0,0,0
Somalia,0,0,0,0
South Africa,7,0.338,4.384,66.533
South Korea,0,0.153,0,2.009
South Sudan,0,0,0,0.089
Spain,3,0,0.556,161.481
Sri Lanka,0,0.128,0,0.047
Sudan,0,0,0.137,1.87
Suriname,3,0,1.705,184.101
Sweden,2,0.801,0,35.844
Switzerland,2,0.849,0,27.038
Syria,4,0,0.114,6
Taiwan,0,0.01,0,0
Tajikistan,0,0,0,3.984
Tanzania,0,0,0,0
Thailand,0,0.058,0,0.043
Timor,0,0,0,0
Togo,0,0.08,0,1.449
