country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,4,0,0.308,3.596
Albania,2,0,4.517,256.098
Algeria,5,0,0.433,23.238
Andorra,6,0,0,841.261
Angola,4,0,0.061,4.442
Antigua and Barbuda,4,0,0,0
Argentina,3,0.366,2.478,157.979
Armenia,2,0,10.462,402.601
Australia,4,0,0,0.588
Austria,6,3.421,11.547,734.034
Azerbaijan,2,0,2.762,269.746
Bahamas,7,0,0,71.202
Bahrain,7,5.575,0,72.873
Bangladesh,4,0.077,0.17,11.215
Barbados,4,0,0,6.96
Belarus,3,0,0.847,168.054
Belgium,2,1.856,14.668,278.18
Belize,3,0,12.575,135.808
Benin,4,0,0,0
Bhutan,4,0,0,1.296
Bolivia,4,0.067,0.343,5.825
Bosnia and Herzegovina,2,0,11.278,400.815
Botswana,4,0,0,0
Brazil,3,0,1.769,153.472
Brunei,4,0,0,0
Bulgaria,2,1.408,6.045,327.987
Burkina Faso,4,0,0,0.813
Burundi,4,0,0,0.589
Cambodia,4,0,0,0.06
Cameroon,4,0,0,0
Canada,1,2.018,1.855,131.339
Cape Verde,3,0.421,0,147.485
Central African Republic,4,0,0,0
Chad,4,0,0,0.426
Chile,1,2.071,1.412,81.502
China,4,0,0,0.042
Colombia,3,0.521,3.439,138.534
Comoros,4,0,0,4.6
Congo,4,0,0,0
Costa Rica,4,0,0,0
Cote d'Ivoire,4,0.033,0,1.024
Croatia,6,2.406,11.449,870.345
Cuba,4,0.893,0.088,3.09
Cyprus,2,8.26,0,279.713
Czechia,2,1.362,6.91,297.601
Democratic Republic of Congo,4,0.005,0.033,0.569
Denmark,3,9.952,0.518,219.951
Djibouti,4,0,0,1.012
Dominica,7,0,0,55.563
Dominican Republic,1,0,0.184,90.893
Ecuador,7,0.283,2.494,58.72
Egypt,4,0,0.137,3.498
El Salvador,4,0,0.925,0
Equatorial Guinea,4,0,0,6.415
Eritrea,4,0,0,6.767
Estonia,3,3.713,0,225.399
Eswatini,5,0,0,17.239
Ethiopia,4,0.049,0.139,4.114
Fiji,4,0.006,0,0
Finland,1,2.355,0,84.646
France,2,1.606,3.861,270.86
Gabon,4,0,0,0
Gambia,4,0,0.414,8.276
Georgia,6,0,8.272,958.594
Germany,3,0,1.707,165.569
Ghana,4,0.076,0,2.768
Greece,3,2.187,10.362,221.528
Grenada,4,0,0,0
Guatemala,5,0.078,0.391,36.839
Guinea,4,0,0,4.188
Guinea-Bissau,4,0,0,0
Guyana,1,0,0,111.88
Haiti,4,0,0,0.263
Honduras,1,0,0.404,89.251
Hungary,2,2.568,12.525,455.159
Iceland,7,0.979,0,52.747
India,5,0.772,0.363,32.76
Indonesia,5,0.112,0.351,18.273
International,4,0,0,0
Iran,3,0,5.131,153.953
Iraq,7,0.494,1.044,44.403
Ireland,7,2.115,0.81,69.059
Israel,7,1.836,1.386,48.755
Italy,6,3.924,11.445,574.974
Jamaica,5,0.208,0.675,30.056
Japan,5,0.197,0.016,20.446
Jordan,2,1.815,5.489,374.983
Kazakhstan,7,2.144,0.053,48.464
Kenya,5,0,0.316,22.521
Kosovo,2,0,9.83,367.865
Kuwait,1,1.327,0.468,99.753
Kyrgyzstan,7,0,0.613,68.514
Laos,4,0,0,0
Latvia,2,3.819,3.711,340.367
Lebanon,3,0,1.465,238.519
Lesotho,4,0,0,8.869
Liberia,4,0,0,0
Libya,4,1.12,0,0
Liechtenstein,2,0,0,393.319
Lithuania,6,4.257,6.245,728.431
Luxembourg,0,19.197,0,0
Madagascar,4,0,0,0
Malawi,4,0.013,0,0
Malaysia,5,0.541,0.093,32.163
Maldives,7,2.888,0,59.2
Mali,4,0,0,1.827
Malta,2,7.295,6.794,319.338
Marshall Islands,4,0,0,0
Mauritania,4,0,0,4.516
Mauritius,4,0,0,0
Mexico,7,0,4.266,52.112
Moldova,2,0,4.71,323.751
Monaco,1,0,0,101.926
Mongolia,4,0,0,9.151
Montenegro,6,0,7.961,913.923
Morocco,1,0.622,2.005,127.389
Mozambique,4,0.049,0.064,3.327
Myanmar,5,0,0.496,26.356
Namibia,5,0.53,0.787,38.962
Nepal,7,0.28,0.24,57.453
Netherlands,2,0,2.801,360.143
New Zealand,4,1.455,0,1.866
Nicaragua,4,0,0,0
Niger,4,0,0,0.454
Nigeria,4,0.054,0.005,1.193
North Macedonia,6,1.225,12,567.347
Norway,7,1.533,0,62.347
Oman,4,0,0,0
Pakistan,4,0.195,0.267,12.065
Palestine,2,0.995,2.744,291.292
Panama,2,2.57,3.245,298.51
Papua New Guinea,4,0,0,0
Paraguay,1,0.385,0.701,112.022
Peru,1,0.108,3.124,126.29
Philippines,5,0.302,0.502,16.289
Poland,6,1.121,15.166,639.767
Portugal,6,3.419,6.08,634.715
Qatar,7,0,0,60.394
Romania,2,1.727,8.317,503.439
Russia,3,4.048,3.166,168.144
Rwanda,4,0,0,2.625
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,5.446
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,5,0,0,22.814
Saudi Arabia,4,1.05,0.46,6.348
Senegal,4,0.058,0,1.015
Serbia,6,2.489,4.115,848.544
Seychelles,4,0,0,0
Sierra Leone,4,0,0,0.752
Singapore,4,0,0,0.855
Slovakia,2,1.042,5.495,340.865
Slovenia,6,1.651,14.912,819.652
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,7,0.439,1.45,44.614
South Korea,4,0.392,0.039,6.437
South Sudan,4,0,0.089,2.769
Spain,4,0,0,0
Sri Lanka,5,0.565,0.42,22.93
Sudan,4,0,0.182,7.047
Suriname,4,0,0,10.228
Sweden,4,3.789,0,0
Switzerland,4,1.899,4.506,0
Syria,4,0,0.229,4.286
Taiwan,4,0.009,0,0
Tajikistan,4,0,0,4.089
Tanzania,4,0,0,0
Thailand,4,0.035,0,0.158
Timor,4,0,0,0
Togo,4,0.161,0,3.986
Trinidad and Tobago,7,0.146,1.429,45.016
Tunisia,1,0,5.754,102.042
Turkey,7,1.805,1.601,65.592
Uganda,4,0.037,0,5.159
Ukraine,2,1.041,5.03,339.875
United Arab Emirates,1,13.448,0.101,127.598
United Kingdom,2,4.864,5.008,293.448
United States,6,5.141,4.32,538.053
Uruguay,5,0,0,25.045
Uzbekistan,4,0,0,6.663
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,5,0,0.106,14.7
Vietnam,4,0,0,0.01
Yemen,4,0,0,0.101
Zambia,4,0.234,0,1.142
Zimbabwe,4,0.041,0,3.499
