country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,4,0,0,0.745
Albania,1,0,1.39,6.95
Algeria,3,0,0.205,3.01
Andorra,5,0,51.77,77.655
Angola,0,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,1,0.013,0.089,5.177
Armenia,6,0,0,16.873
Australia,1,0,0.039,7.765
Austria,5,0.321,2.221,62.4
Azerbaijan,3,0,0.099,2.466
Bahamas,0,0,0,0
Bahrain,2,0,0,30.56
Bangladesh,0,0.001,0,0.012
Barbados,3,0,0,3.48
Belarus,0,0.106,0.106,0
Belgium,5,0.555,16.567,75.585
Belize,0,0,0,0
Benin,0,0,0,0.247
Bhutan,0,0,0,0
Bolivia,4,0.007,0.171,0.857
Bosnia and Herzegovina,6,0,0.914,15.85
Botswana,4,0,0.425,0.425
Brazil,1,0,0.198,5.354
Brunei,1,0,0,4.572
Bulgaria,1,0,0,5.757
Burkina Faso,4,0,0.096,0.718
Burundi,0,0,0,0.168
Cambodia,0,0,0,0.12
Cameroon,3,0,0,2.034
Canada,2,0.409,0.556,29.913
Cape Verde,0,0,0,0
Central African Republic,0,0,0,0
Chad,0,0,0,0.122
Chile,6,0.159,0.209,15.118
China,0,0,0.001,0.056
Colombia,3,0.08,0.079,2.123
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,3,0.03,0,3.337
Cote d'Ivoire,4,0,0,0.417
Croatia,6,0.149,0,18.756
Cuba,4,0.039,0.177,1.413
Cyprus,2,0.628,1.142,36.534
Czechia,2,0.622,0.747,28.668
Democratic Republic of Congo,0,0,0,0.19
Denmark,2,0.554,2.244,49.031
Djibouti,6,0,0,12.146
Dominica,6,0,0,13.891
Dominican Republic,6,0.041,0.83,19.174
Ecuador,6,0.035,0.85,15.757
Egypt,4,0,0.049,0.528
El Salvador,0,0,0.154,0.308
Equatorial Guinea,0,0,0,0
Eritrea,4,0,0,0.846
Estonia,6,1.526,0.754,22.615
Eswatini,0,0,0,0
Ethiopia,0,0.001,0,0.026
Fiji,0,0.012,0,0
Finland,6,0.204,0.722,11.912
France,5,0,7.691,117.306
Gabon,3,0,0,4.044
Gambia,0,0,0,0
Georgia,3,0,0,1.755
Germany,5,0,1.552,58.758
Ghana,0,0,0,0.29
Greece,1,0.074,0.576,9.786
Grenada,0,0,0,0
Guatemala,0,0.002,0,0.112
Guinea,0,0,0,0
Guinea-Bissau,0,0,0,0
Guyana,1,0,1.271,5.085
Haiti,0,0,0,0
Honduras,0,0,0,0.202
Hong Kong,0,0,0,0
Hungary,1,0.087,0.104,4.658
Iceland,7,4.724,0,143.59
India,0,0,0.002,0.106
Indonesia,4,0,0.051,0.417
International,0,0,0,0
Iran,2,0,1.679,37.027
Iraq,4,0,0.099,1.591
Ireland,5,0.39,3.443,65.819
Israel,5,0.923,0.462,85.263
Italy,5,0.49,13.843,67.034
Jamaica,0,0,0,0
Japan,3,0.015,0.016,2.008
Jordan,4,0,0,0.588
Kazakhstan,3,0.527,0.053,2.184
Kenya,0,0.004,0,0.167
Kosovo,1,0,0,6.209
Kuwait,1,0,0,5.386
Kyrgyzstan,3,0,0,1.993
Laos,0,0,0,0.137
Latvia,6,0.265,0,11.664
Lebanon,3,0,0.147,3.516
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,0,0,0,0.291
Liechtenstein,7,0,0,157.328
Lithuania,6,0.542,0.367,16.898
Luxembourg,7,1.495,1.598,303.526
Madagascar,4,0,0,0.506
Malawi,0,0,0,0
Malaysia,3,0.033,0.185,4.326
Maldives,3,0,0,1.85
Mali,0,0,0,0.148
Malta,2,1.416,0,29.442
Marshall Islands,0,0,0,0
Mauritania,0,0,0,0.215
Mauritius,6,0,1.573,11.795
Mexico,4,0.012,0.008,0.938
Moldova,6,0,0.496,13.634
Monaco,5,0,0,76.445
Mongolia,0,0,0,0
Montenegro,2,0,1.592,28.66
Morocco,3,0.004,0.081,1.653
Mozambique,0,0.001,0,0
Myanmar,0,0,0.018,0.018
Namibia,0,0,0,0
Nepal,0,0.002,0,0
Netherlands,2,0,10.213,49.606
New Zealand,6,0.422,0,12.028
Nicaragua,0,0,0,0.151
Niger,0,0,0,0
Nigeria,0,0,0,0.019
North Macedonia,6,0.188,0.96,21.12
Norway,2,0.636,1.291,36.154
Oman,3,0,0.196,2.546
Pakistan,4,0.001,0.005,0.815
Palestine,4,0,0,0.588
Panama,2,0.084,1.391,44.498
Papua New Guinea,0,0,0,0
Paraguay,0,0.013,0,0.14
Peru,3,0.039,0.182,3.488
Philippines,1,0,0.091,4.91
Poland,1,0,0.053,6.764
Portugal,5,0.779,1.961,101.503
Qatar,2,0.795,0.347,30.544
Romania,1,0.081,0.884,7.069
Russia,3,0,0.055,3.433
Rwanda,0,0,0,0.386
Saint Kitts and Nevis,6,0,0,18.8
Saint Lucia,6,0,0,21.783
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,7,0,29.465,176.793
Sao Tome and Principe,0,0,0,0
Saudi Arabia,3,0.211,0.057,3.16
Senegal,4,0.006,0,0.776
Serbia,6,0.07,0,16.9
Seychelles,6,0,0,20.338
Sierra Leone,0,0,0,0.125
Singapore,1,0,0,8.034
Slovakia,1,0.161,0,4.945
Slovenia,6,0.62,1.924,22.127
Solomon Islands,0,0,0,0
Somalia,0,0,0,0.126
South Africa,4,0.045,0.034,0.455
South Korea,3,0.234,0.078,2.438
South Sudan,0,0,0,0
Spain,7,0,15.998,170.4
Sri Lanka,4,0.01,0,0.981
Sudan,0,0,0,0.023
Suriname,3,0,0,1.705
Sweden,2,0,5.248,47.033
Switzerland,5,0.823,8.55,78.917
Syria,0,0,0,0
Taiwan,4,0.039,0,0.672
Tajikistan,0,0,0,0
Tanzania,0,0,0.017,0
Thailand,3,0.036,0.014,1.819
Timor,0,0,0,0
Togo,4,0.011,0,0.483
Trinidad and Tobago,3,0,0,3.573
Tunisia,1,0.047,0.169,6.938
Turkey,2,0.183,0.545,32.061
Uganda,0,0,0,0.24
Ukraine,3,0,0.091,2.218
United Arab Emirates,1,1.361,0.101,5.359
United Kingdom,5,0.175,5.951,66.788
United States,5,0.42,3.299,79.504
Uruguay,1,0.113,0,5.182
Uzbekistan,4,0,0,0.687
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0,0,0
Vietnam,0,0,0,0.092
Yemen,0,0,0,0
Zambia,0,0.002,0,0
Zimbabwe,0,0,0,0.067
