country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,5,0,0.18,6.242
Albania,3,0,3.127,247.064
Algeria,7,0,0.456,23.671
Andorra,6,0,0,867.146
Angola,5,0,0.122,3.164
Antigua and Barbuda,1,0,0,51.058
Argentina,3,0.557,5.332,228.605
Armenia,0,0,9.449,536.238
Australia,5,2.223,0,0.314
Austria,6,3.678,12.103,787.329
Azerbaijan,3,0,2.466,220.827
Bahamas,7,0,0,27.972
Bahrain,2,5.687,0,102.258
Bangladesh,5,0.1,0.128,12.818
Barbados,5,0,0,6.96
Belarus,2,0,0.741,138.528
Belgium,0,3.16,16.049,447.124
Belize,1,0,10.06,95.568
Benin,5,0,0,2.64
Bhutan,5,0,0,0
Bolivia,5,0.087,0.771,8.224
Bosnia and Herzegovina,0,0,14.326,497.742
Botswana,5,0,0,0
Brazil,2,0,3.557,160.383
Brunei,5,0,0,0
Bulgaria,0,1.671,16.838,566.746
Burkina Faso,5,0,0,0.861
Burundi,5,0,0,0.841
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,2,1.435,2.703,119.707
Cape Verde,1,0.577,1.799,71.944
Central African Republic,5,0,0,0
Chad,5,0,0,0.487
Chile,1,1.058,0.732,49.591
China,5,0,0,0.015
Colombia,2,0.535,3.577,135.114
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,3,0,1.963,279.146
Cote d'Ivoire,5,0.033,0,1.554
Croatia,6,2.223,9.256,791.909
Cuba,5,0.767,0,3.267
Cyprus,3,8.048,1.142,226.053
Czechia,0,2.291,16.995,514.988
Democratic Republic of Congo,5,0.004,0.011,0.581
Denmark,3,13.764,0.345,217.016
Djibouti,5,0,0,2.024
Dominica,5,0,0,0
Dominican Republic,7,0,0.277,42.405
Ecuador,1,0.276,1.53,64.955
Egypt,5,0,0.137,3.215
El Salvador,1,0.378,0.617,45.635
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,3,5.368,0.754,204.291
Eswatini,7,0,0,17.239
Ethiopia,5,0.042,0.113,4.636
Fiji,5,0.48,0,0
Finland,1,3.085,0.541,51.979
France,0,3.28,6.526,437.145
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,6,0,9.275,863.086
Germany,3,0,3.008,283.193
Ghana,5,0.072,0,2.607
Greece,3,2.472,5.756,307.875
Grenada,7,0,0,26.662
Guatemala,7,0.293,3.405,36.337
Guinea,5,0,0,4.493
Guinea-Bissau,5,0,0,1.016
Guyana,7,0,2.543,30.513
Haiti,5,0,0,0
Honduras,5,0,0,0
Hungary,0,2.228,10.248,444.083
Iceland,7,2.256,0,32.234
India,7,0.679,0.424,33.026
Indonesia,7,0.272,0.402,15.593
International,5,0,0,0
Iran,2,0.482,5.715,159.787
Iraq,1,0.445,1.069,58.4
Ireland,1,2.544,2.228,75.337
Israel,1,5.393,0.809,91.849
Italy,0,3.884,12.454,566.969
Jamaica,7,0.222,0.675,20.262
Japan,7,0.274,0.103,17.632
Jordan,6,3.018,5.881,777.506
Kazakhstan,1,1.801,2.45,54.855
Kenya,7,0,0.205,17.798
Kosovo,6,0,13.97,729.521
Kuwait,2,1.421,2.107,105.841
Kyrgyzstan,1,0,0.766,65.142
Laos,5,0,0,0
Latvia,3,4.166,2.651,234.333
Lebanon,3,0,1.905,305.328
Lesotho,5,0,0,2.801
