country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,3,0,0.026,0.103
Albania,2,0,0.347,9.73
Algeria,4,0,0.091,1.482
Andorra,0,0,25.885,465.929
Angola,3,0,0,0.03
Antigua and Barbuda,7,0,0,40.846
Argentina,4,0.011,0.022,2.544
Armenia,2,0,0.337,8.437
Australia,5,0,0.196,17.49
Austria,0,0.398,2.11,146.673
Azerbaijan,1,0,0.099,2.86
Bahamas,2,0,0,10.172
Bahrain,7,0,0,22.92
Bangladesh,3,0.001,0,0.03
Barbados,3,0,0,0
Belarus,3,0,0,0
Belgium,6,0.376,3.624,111.997
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,3,0,0,0
Bolivia,4,0,0,0.942
Bosnia and Herzegovina,1,0,0,4.572
Botswana,3,0,0,0
Brazil,4,0,0.085,2.028
Brunei,5,0,0,11.429
Bulgaria,1,0,0,3.166
Burkina Faso,3,0,0.144,0.287
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,5,0.366,0.212,20.958
Cape Verde,3,0,0,0
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,2,0.256,0.052,8.579
China,3,0,0.004,0.084
Colombia,3,0.008,0.039,0.413
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,1,0.133,0,5.889
Cote d'Ivoire,3,0,0,0.607
Croatia,5,0.144,0.487,12.91
Cuba,4,0.013,0.088,0.883
Cyprus,5,0,0,15.984
Czechia,7,0.433,0.28,25.306
Democratic Republic of Congo,3,0,0.011,0.033
Denmark,7,0.278,1.209,27.796
Djibouti,3,0,0,0
Dominica,6,0,0,55.563
Dominican Republic,2,0.026,0,8.85
Ecuador,5,0.03,0.34,13.036
Egypt,3,0,0.029,0.381
El Salvador,3,0,0,0.617
Equatorial Guinea,4,0,0,2.138
Eritrea,3,0,0,0.564
Estonia,6,0.887,0,101.015
Eswatini,4,0,0,1.724
Ethiopia,3,0,0,0
Fiji,3,0.044,0,0
Finland,5,0.332,0.361,14.078
France,6,0,5.592,60.53
Gabon,3,0,0,0.449
Gambia,3,0,0,0
Georgia,4,0,0,1.003
Germany,6,0,0.728,78.953
Ghana,4,0,0,1.255
Greece,2,0,0.384,6.812
Grenada,6,0,0,53.324
Guatemala,3,0,0,0.056
Guinea,3,0,0,0
Guinea-Bissau,3,0,0,0
