country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0.617,19.472
Albania,1,0,0,6.95
Algeria,7,0,0.137,2.44
Andorra,5,0,0,90.597
Angola,0,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,2,0.119,0.31,20.998
Armenia,6,0,4.05,173.797
Australia,0,0.875,0,0.431
Austria,7,0.731,0.111,1.332
Azerbaijan,2,0,0.493,32.054
Bahamas,0,0,0,0
Bahrain,6,4.137,0.588,296.195
Bangladesh,2,0.076,0.225,16.364
Barbados,0,0,0,0
Belarus,5,0,0.529,91.118
Belgium,3,1.277,1.467,6.04
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,5,0.111,2.056,55.427
Bosnia and Herzegovina,3,0,0,4.877
Botswana,0,0,0,0
Brazil,6,0,6.346,134.706
Brunei,0,0,0,0
Bulgaria,3,0.194,0.288,3.166
Burkina Faso,0,0,0,0.144
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,2,0.839,2.676,18.043
Cape Verde,2,0.219,0,19.785
Central African Republic,2,0,0,21.533
Chad,7,0,0,1.035
Chile,6,0.813,4.551,258.524
China,0,0,0,-0.001
Colombia,2,0.24,0.708,29.892
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,1,0.081,0,10.208
Cote d'Ivoire,3,0.015,0.076,3.26
Croatia,0,0.126,0,0
Cuba,7,0.185,0,1.324
Cyprus,1,3.343,0,6.85
Czechia,1,0.496,0.187,6.91
Democratic Republic of Congo,7,0.007,0.033,1.887
Denmark,1,2.324,0,6.388
Djibouti,6,0,1.012,157.894
Dominica,0,0,0,0
Dominican Republic,2,0.163,0.092,26.549
Ecuador,2,0.111,2.721,31.287
Egypt,1,0,0.352,10.544
El Salvador,1,0.39,0.308,8.017
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,1,0.954,0.754,7.538
Eswatini,7,0,0,0.862
Ethiopia,7,0.036,0.026,1.235
Fiji,0,0.098,0,0
Finland,3,0.516,0.18,4.332
France,3,0.689,1.241,5.393
Gabon,5,0,0,44.48
Gambia,0,0,0,0.414
Georgia,7,0,0,1.003
Germany,3,0,0.465,2.888
Ghana,1,0.118,0,8.078
Greece,0,0,0,0
Grenada,0,0,0,0
Guatemala,1,0.038,1.116,9.712
Guinea,3,0,0,3.579
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,0
Haiti,2,0,0.263,24.644
Honduras,2,0,0.909,16.457
Hungary,7,0.166,0.207,1.035
Iceland,0,0.952,0,0
India,1,0.099,0.188,6.98
Indonesia,7,0.031,0.128,2.501
International,0,0,0,0
Iran,2,0.251,0.833,37.313
Iraq,2,0.213,0.522,19.417
Ireland,1,0.503,0.203,9.113
Israel,1,1.526,0.116,11.207
Italy,3,0.617,1.174,5.309
Jamaica,0,0,0.338,0.338
Japan,0,0.031,0.024,0.237
Jordan,0,0,0,0.196
Kazakhstan,2,1.26,0.213,26.416
Kenya,7,0.039,0.056,2.287
Kosovo,1,0,0,6.726
Kuwait,6,0.687,0.937,166.254
Kyrgyzstan,3,0,0.46,3.985
Laos,0,0,0,0
Latvia,3,0.828,0,4.241
Lebanon,7,0,0,2.051
Lesotho,7,0,0,0.934
Liberia,7,0,0,0.989
Libya,7,0.089,0,2.037
Liechtenstein,0,0,0,0
Lithuania,7,2.053,0,0.735
Luxembourg,1,2.786,0,6.39
Madagascar,7,0,0,2.275
Malawi,0,0.008,0,0.575
Malaysia,3,0.254,0,2.873
Maldives,2,1.206,0,16.65
Mali,7,0,0.049,1.728
Malta,3,2.05,0,4.53
Marshall Islands,0,0,0,0
Mauritania,2,0,0.645,16.56
Mauritius,0,0,0,0
Mexico,2,0.08,8.47,30.341
Moldova,5,0,0.744,61.23
Monaco,0,0,0,0
Mongolia,0,0,0,0
Montenegro,0,0,0,0
Morocco,7,0.357,0,1.517
Mozambique,0,0.011,0,0.288
Myanmar,0,0.033,0,0.018
Namibia,0,0,0,0
Nepal,1,0.169,0.034,6.898
Netherlands,3,0,0.584,5.077
New Zealand,0,0.564,0,0
Nicaragua,0,0,0,0
Niger,0,0,0,0.041
Nigeria,7,0.019,0.005,1.683
North Macedonia,5,0.468,1.92,48.479
Norway,3,0.577,0,4.058
Oman,6,0,1.567,144.518
Pakistan,2,0.079,0.371,21.735
Palestine,7,0,0,1.176
Panama,6,0.375,1.159,119.126
Papua New Guinea,0,0,0,0
Paraguay,1,0.137,0,7.992
Peru,2,0.115,3.852,22.716
Philippines,1,0.098,0.073,6.853
Poland,1,0.503,0.608,7.715
Portugal,2,1.69,1.079,35.894
Qatar,4,1.853,0.694,659.827
Romania,1,0,0.416,7.901
Russia,5,2.104,1.213,58.444
Rwanda,7,0.08,0,1.004
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,5,0,0,58.931
Sao Tome and Principe,0,0,0,0
Saudi Arabia,5,0.467,0.862,62.36
Senegal,3,0.093,0.119,5.733
Serbia,1,0.751,0,10.14
Seychelles,0,0,0,0
Sierra Leone,7,0,0.125,1.63
Singapore,5,0,0,97.259
Slovakia,0,0.391,0,0.549
Slovenia,7,0.398,0,0.962
Solomon Islands,0,0,0,0
Somalia,3,0,0,3.586
South Africa,2,0.412,0.624,28.883
South Korea,7,0.352,0,0.761
South Sudan,0,0,0,0
Spain,1,0,0.021,8.427
Sri Lanka,3,0.097,0,3.082
Sudan,3,0,0.16,4.31
Suriname,2,0,0,34.093
Sweden,5,0,4.456,103.572
Switzerland,7,0.609,0.116,2.195
Syria,0,0,0,0
Taiwan,0,0.008,0,0
Tajikistan,1,0,0.105,9.541
Tanzania,0,0,0,0
Thailand,0,0.096,0,0.014
Timor,0,0,0,0
Togo,7,0.068,0,0.846
Trinidad and Tobago,0,0.022,0,0
Tunisia,0,0.043,0.085,0.085
