country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.103,1.593
Albania,5,0,1.39,100.424
Algeria,0,0,0.319,5.04
Andorra,1,0,0,2420.242
Angola,0,0,0.183,3.834
Antigua and Barbuda,0,0,0,0
Argentina,4,0.712,8.43,366.096
Armenia,4,0,3.375,494.392
Australia,0,0,0,0.275
Austria,3,2.314,0.555,129.13
Azerbaijan,6,0,0.197,50.201
Bahamas,4,0,5.086,335.666
Bahrain,2,6.419,1.763,218.032
Bangladesh,7,0.082,0.091,9.272
Barbados,0,0,0,3.48
Belarus,5,0,0.529,69.635
Belgium,1,5.923,2.761,879.408
Belize,3,0,5.03,115.688
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,7,0.1,2.741,20.817
Bosnia and Herzegovina,2,0,2.438,189.282
Botswana,4,0,0,564.716
Brazil,3,0,3.547,145.437
Brunei,0,0,0,0
Bulgaria,3,0.91,2.015,143.629
Burkina Faso,0,0,0,0.383
Burundi,0,0,0,0.168
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,5,2.348,0.662,67.988
Cape Verde,3,1.049,5.396,147.485
Central African Republic,0,0,0,0
Chad,0,0,0.061,0.67
Chile,5,1.626,4.97,88.616
China,0,0,0,0.014
Colombia,3,0.498,3.125,164.535
Comoros,0,0,0,6.9
Congo,0,0,0,0
Costa Rica,2,0,1.767,234.781
Cote d'Ivoire,0,0.037,0.038,0.682
Croatia,2,1.387,0.244,275.5
Cuba,0,0.626,0.088,4.944
Cyprus,5,3.521,0,107.318
Czechia,1,3.616,4.949,1036.7
Democratic Republic of Congo,0,0,0.223,0.715
Denmark,5,5.995,0,72.511
Djibouti,0,0,0,6.073
Dominica,0,0,0,0
Dominican Republic,6,0,0.277,35.399
Ecuador,5,0.258,2.891,73.627
Egypt,0,0,0.107,1.231
El Salvador,6,0.535,0.617,31.451
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,6,2.1,0,27.892
Eswatini,7,0,0,11.205
Ethiopia,0,0.057,0.104,5.784
Fiji,0,0,0,0
Finland,6,2.655,0.18,34.111
France,4,4.823,2.742,388.289
Gabon,0,0,0,5.391
Gambia,0,0,0,2.069
Georgia,2,0,2.757,222.352
Germany,5,0,0.406,91.843
Ghana,0,0.064,0,0
Greece,6,1.847,0.768,48.258
Grenada,0,0,0,0
Guatemala,6,0.263,1.395,37.174
Guinea,0,0,0,8.148
Guinea-Bissau,0,0,0,0
Guyana,5,0,0,66.111
Haiti,0,0,0,0
Honduras,5,0,0.404,60.78
Hong Kong,0,0,0,0
Hungary,3,1.014,3.416,133.846
Iceland,2,5.295,2.93,269.597
India,6,0.745,0.607,45.081
