country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.077,2.877
Albania,5,0,1.39,41.351
Algeria,1,0,0.296,13.386
Andorra,0,0,0,0
Angola,0,0,0.03,0.913
Antigua and Barbuda,0,0,0,0
Argentina,3,0.287,2.589,118.241
Armenia,2,0,4.05,92.129
Australia,6,2.208,0.078,18.275
Austria,7,0.795,-0.111,9.327
Azerbaijan,6,0,1.282,34.717
Bahamas,5,0,0,50.858
Bahrain,4,10.904,0.588,223.321
Bangladesh,6,0.078,0.249,18.562
Barbados,0,0,0,0
Belarus,1,0,0.423,14.287
Belgium,1,1.034,0,14.151
Belize,7,0,0,5.03
Benin,0,0,0,0
Bhutan,0,0,0,2.592
Bolivia,3,0.218,4.712,117.022
Bosnia and Herzegovina,2,0,2.743,93.879
Botswana,0,0,0,0
Brazil,4,0,6.431,192.925
Brunei,0,0,0,0
Bulgaria,5,1.303,0.72,46.773
Burkina Faso,0,0,0,0
Burundi,0,0,0,0.505
Cambodia,0,0,0,1.555
Cameroon,1,0,0.339,13.75
Canada,1,1.142,0.159,14.175
Cape Verde,5,0.685,0,64.75
Central African Republic,0,0,0,2.692
Chad,0,0,0,0
Chile,2,0.659,2.302,86.523
China,0,0,0.001,0.06
Colombia,3,0.533,4.658,138.219
Comoros,0,0,0,3.45
Congo,0,0,0,0
Costa Rica,5,0.217,0.393,54.376
Cote d'Ivoire,7,0.043,0.038,8.302
Croatia,1,0.34,0.244,12.667
Cuba,0,0.24,0,0.265
Cyprus,0,1.593,0,2.283
Czechia,6,0.569,0.093,21.104
Democratic Republic of Congo,0,0.008,0.022,1.016
Denmark,7,2.882,0,6.906
Djibouti,7,0,0,7.085
Dominica,0,0,0,0
Dominican Republic,2,0.347,0.553,77.526
Ecuador,2,0.192,2.721,90.517
Egypt,7,0,0.459,6.606
El Salvador,5,0.381,1.233,57.815
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,0.448,0,0.754
Eswatini,5,0,0.862,58.612
Ethiopia,7,0.057,0.087,7.524
Fiji,0,0.045,0,0
Finland,0,0.986,0,1.985
France,7,1.368,-0.184,8.947
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,0,0,0,2.507
Germany,7,0,0.06,4.679
Ghana,6,0.12,0,17.99
Greece,0,0.59,0.192,3.454
Grenada,0,0,0,0
Guatemala,2,0.229,1.619,66.423
Guinea,7,0,0.076,4.721
