country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,71.3
Albania,1,0,0,57.41
Algeria,1,0,0,85.19
Andorra,2,0,0,45.37
Angola,1,0,0,79.17
Antigua and Barbuda,2,0,0,0
Argentina,1,0.435,2.5,87.96
Armenia,2,0,0,0
Australia,3,2.399,198.2,79.17
Austria,2,0.945,60.1,35.19
Azerbaijan,1,0,0,85.19
Bahamas,2,0,0,0
Bahrain,1,12.724,25.8,69.44
Bangladesh,1,0.09,4.6,80.09
Barbados,2,0,0,48.15
Belarus,2,0.686,67.5,16.67
Belgium,1,1.905,30.6,58.33
Belize,1,0,0,72.69
Benin,2,0,0,41.67
Bhutan,1,0,0,97.22
Bolivia,1,0.313,2.1,84.26
Bosnia and Herzegovina,1,0,0,59.26
Botswana,1,0,0,56.94
Brazil,1,0,0,72.69
Brunei,2,0,0,39.81
Bulgaria,2,0.775,24.7,38.89
Burkina Faso,2,0,0,48.15
Burundi,2,0,0,11.11
Cambodia,2,0,0,47.22
Cameroon,1,0,0,60.19
Canada,3,1.042,115.5,64.35
Cape Verde,1,0.786,0,65.28
Central African Republic,1,0,0,54.63
Chad,1,0,0,64.81
Chile,1,1.012,12.7,81.94
China,1,0,0,78.24
Colombia,1,0.794,0,87.04
Comoros,2,0,0,0
Congo,1,0,0,67.59
Costa Rica,1,0.327,0,72.22
Cote d'Ivoire,2,0.01,13.1,31.94
Croatia,2,0.391,16,35.19
Cuba,1,0.405,72.2,82.41
Cyprus,3,4.31,246.6,47.22
Czechia,2,0.74,31.1,36.11
Democratic Republic of Congo,1,0.005,9,51.85
Denmark,3,5.995,198.2,50.93
Djibouti,1,0,0,50.93
Dominica,2,0,0,36.11
Dominican Republic,1,0.34,4,78.7
Ecuador,1,0.207,0,76.39
Egypt,1,0,0,62.96
El Salvador,1,0.388,5.9,89.81
Equatorial Guinea,2,0,0,0
Eritrea,1,0,0,89.81
Estonia,3,1.061,155.7,23.15
Eswatini,1,0,0,80.56
Ethiopia,1,0.126,15.8,80.56
Fiji,1,0.139,0,54.63
Finland,3,2.093,443.6,35.19
France,2,1.712,43.5,46.3
Gabon,1,0,0,66.67
Gambia,1,0,0,77.78
Georgia,1,0,0,57.41
Germany,1,0,0,56.94
Ghana,1,0.046,4.6,52.78
Greece,2,1.06,58.4,46.3
Grenada,2,0,0,0
Guatemala,1,0.232,3.8,87.04
Guinea,1,0,0,70.83
Guinea-Bissau,2,0,0,0
Guyana,1,0,0,75.93
Haiti,2,0,0,25
Honduras,1,0,0,96.3
Hungary,2,0.3,79.6,49.07
Iceland,2,2.116,99.1,46.3
