country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,0,0,0,27.78
Albania,0,0,0,36.11
Algeria,1,0,0,5.56
Andorra,1,0,0,0
Angola,1,0,0,8.33
Antigua and Barbuda,1,0,0,0
Argentina,1,0,6.4,11.11
Armenia,1,0,0,0
Australia,1,0,0,19.44
Austria,1,0.025,21.2,19.44
Azerbaijan,0,0,0,30.56
Bahamas,1,0,0,0
Bahrain,0,0,0,30.56
Bangladesh,1,0,0,13.89
Barbados,1,0,0,16.67
Belarus,1,0,0,0
Belgium,1,0.053,20.3,13.89
Belize,1,0,0,11.11
Benin,1,0,0,13.89
Bhutan,0,0,0,31.48
Bolivia,0,0,0,62.04
Bosnia and Herzegovina,1,0,0,11.11
Botswana,1,0,0,13.89
Brazil,1,0,0,11.11
Brunei,1,0,0,19.44
Bulgaria,1,0,0,21.3
Burkina Faso,1,0,0,0
Burundi,1,0,0,11.11
Cambodia,1,0,0,19.44
Cameroon,1,0,0,0
Canada,1,0,0,2.78
Cape Verde,1,0,0,19.44
Central African Republic,1,0,0,0
Chad,1,0,0,16.67
Chile,1,0,0,0
China,0,0,0,81.02
Colombia,1,0.001,0,14.81
Comoros,1,0,0,0
Congo,1,0,0,5.56
Costa Rica,1,0,0,11.11
Cote d'Ivoire,1,0,0,0
Croatia,1,0.004,0,13.89
Cuba,1,0,0,13.89
Cyprus,1,0,0,11.11
Czechia,1,0.025,33.2,19.44
Democratic Republic of Congo,1,0,0,5.56
Denmark,0,0.1,14.8,25.93
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,1,0,0,11.11
Ecuador,1,0,0,8.33
Egypt,1,0,0,0
El Salvador,1,0,0,19.44
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,0.049,31.9,0
Eswatini,1,0,0,13.89
Ethiopia,1,0,0,2.78
Fiji,1,0,0,19.44
Finland,1,0.022,19.8,19.44
France,0,0,0,43.98
Gabon,1,0,0,13.89
Gambia,1,0,0,11.11
Georgia,0,0,0,45.37
Germany,0,0,0,28.7
Ghana,1,0,0,2.78
Greece,0,0,0,31.48
Grenada,1,0,0,0
Guatemala,0,0,0,30.56
Guinea,1,0,0,13.89
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,13.89
Haiti,1,0,0,8.33
Honduras,1,0,0,11.11
Hungary,1,0,0,19.44
Iceland,1,0.287,8.5,16.67
India,0,0,0,26.85
Indonesia,0,0,0,37.04
International,1,0,0,0
Iran,0,0,0,42.59
Iraq,0,0,0,52.78
