country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,78.7
Albania,3,0,0,62.96
Algeria,3,0,0,79.63
Andorra,3,0,0,45.37
Angola,3,0,0,79.17
Antigua and Barbuda,1,0,0,0
Argentina,3,0.273,2.5,90.74
Armenia,1,0,0,0
Australia,0,0,128.2,68.06
Austria,3,0.832,73.7,35.19
Azerbaijan,3,0,0,93.52
Bahamas,1,0,0,0
Bahrain,3,2.685,22.7,69.44
Bangladesh,3,0.053,4.5,80.09
Barbados,3,0,0,45.37
Belarus,1,0,72.1,16.67
Belgium,3,1.762,39.4,62.96
Belize,3,0,0,69.44
Benin,1,0,0,41.67
Bhutan,3,0,0,62.96
Bolivia,3,0.298,1.8,84.26
Bosnia and Herzegovina,3,0,0,59.26
Botswana,3,0,0,64.35
Brazil,3,0,0,72.69
Brunei,1,0,0,39.81
Bulgaria,3,0.569,23.1,41.67
Burkina Faso,3,0,0,56.48
Burundi,1,0,0,11.11
Cambodia,1,0,0,38.89
Cameroon,3,0,0,60.19
Canada,3,1.282,110.3,67.13
Cape Verde,3,0.844,10.2,65.28
Central African Republic,3,0,0,54.63
Chad,3,0,0,64.81
Chile,3,1.276,10.2,87.5
China,3,0,0,78.24
Colombia,3,0.709,0,87.04
Comoros,1,0,0,0
Congo,3,0,0,62.04
Costa Rica,3,0.326,0,62.96
Cote d'Ivoire,1,0.034,12.9,31.94
Croatia,1,0.336,22.7,35.19
Cuba,0,0.295,153.5,66.67
Cyprus,0,3.41,188.2,47.22
Czechia,3,0.44,29.8,36.11
Democratic Republic of Congo,3,0.003,8.2,55.56
Denmark,0,2.47,334.8,50.93
Djibouti,3,0,0,50.93
Dominica,3,0,0,44.44
Dominican Republic,3,0,2.5,78.7
Ecuador,3,0.139,0,76.39
Egypt,3,0,0,60.19
El Salvador,3,0.383,6.1,89.81
Equatorial Guinea,1,0,0,0
Eritrea,3,0,0,89.81
Estonia,3,0.318,99.8,23.15
Eswatini,3,0,0,80.56
Ethiopia,3,0.064,12,80.56
Fiji,3,0.001,0,54.63
Finland,0,0.758,588.4,35.19
France,3,0.73,71.4,46.3
Gabon,3,0,0,66.67
Gambia,1,0,0,35.65
Georgia,3,0,0,51.85
Germany,3,0,0,57.87
Ghana,3,0.1,4.6,52.78
Greece,0,0,231.3,46.3
Grenada,1,0,0,0
Guatemala,3,0.082,3.4,87.04
Guinea,3,0,0,68.52
Guinea-Bissau,1,0,0,0
Guyana,3,0,0,75.93
Haiti,1,0,0,28.7
Honduras,3,0,0,96.3
Hungary,0,0.385,188.4,54.63
Iceland,3,2.421,76.4,46.3
India,3,0.381,9.6,79.63
Indonesia,3,0.034,6.8,62.5
International,1,0,0,0
Iran,3,0.305,10,61.57
Iraq,3,0.343,6.2,92.59
Ireland,0,0.67,146.1,38.89
Israel,3,0.9,13.3,52.78
Italy,0,0.999,179.6,48.15
Jamaica,3,0.109,79,68.52
Japan,1,0.076,13.7,34.26
Jordan,3,0,0,48.15
Kazakhstan,3,1.038,14.9,80.56
Kenya,3,0.118,8.4,73.15
Kosovo,3,0,0,69.44
Kuwait,3,0.569,5.8,65.74
Kyrgyzstan,3,0,0,79.17
Laos,1,0,0,36.11
Latvia,0,0.768,319.8,47.22
Lebanon,3,0,0,61.11
Lesotho,3,0,0,71.3
Liberia,3,0,0,64.81
Libya,3,0.135,8.7,87.96
Liechtenstein,1,0,0,0
Lithuania,0,0.845,225.1,34.26
Luxembourg,3,9.815,90.8,25.93
Madagascar,3,0,2.2,68.98
Malawi,3,0.035,5.9,60.19
Malaysia,0,0.125,418.6,47.22
Maldives,1,1.696,11.2,0
Mali,3,0,0,47.22
Malta,1,3.207,63,0
Marshall Islands,1,0,0,0
Mauritania,1,0,24,29.63
Mauritius,1,0,0,16.67
Mexico,3,0.057,1.8,70.83
Moldova,3,0,0,57.41
Monaco,1,0,0,0
Mongolia,3,0,0,60.19
Montenegro,1,0,0,0
Morocco,3,0.584,27.5,64.81
Mozambique,3,0.038,25.7,51.85
Myanmar,2,0.017,1521,74.07
Namibia,3,0.033,10.2,50
Nepal,3,0.24,27,78.7
Netherlands,1,0,0,39.81
New Zealand,2,0.5,1660.2,22.22
Nicaragua,1,0,0,20.37
Niger,1,0,0,25.93
Nigeria,3,0,7.5,73.15
North Macedonia,1,0.778,10.2,0
Norway,0,0.389,234.2,40.74
Oman,3,0,0,94.44
Pakistan,3,0,31.8,66.67
Palestine,3,0,0,83.33
Panama,3,0.85,3.1,80.56
Papua New Guinea,3,0,0,49.07
Paraguay,3,0.154,11.1,78.7
Peru,3,0.199,0,81.48
Philippines,3,0.276,11.1,76.85
Poland,3,0.562,35.6,39.81
Portugal,3,1.192,70.6,65.28
Qatar,3,1.142,15.8,77.78
Romania,3,0.739,18.1,42.59
Russia,3,2.16,49,68.06
Rwanda,3,0.453,107.8,75.93
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,1,0,0,33.33
Sao Tome and Principe,1,0,0,0
Saudi Arabia,3,1.144,31.8,65.74
Senegal,1,0.051,12.3,32.41
Serbia,3,1.339,22,55.56
Seychelles,1,0,0,23.15
Sierra Leone,1,0,0,32.41
Singapore,3,0,58.2,50
Slovakia,3,0.107,59,35.19
Slovenia,3,0.18,49.4,50
Solomon Islands,1,0,0,36.11
Somalia,1,0,0,31.48
South Africa,3,0.716,3.9,80.56
South Korea,0,0.158,252.8,44.91
South Sudan,3,0,0,80.56
