country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,78.7
Albania,3,0,0,62.96
Algeria,3,0,0,74.07
Andorra,3,0,0,45.37
Angola,3,0,0,76.39
Antigua and Barbuda,3,0,0,0
Argentina,3,0.242,2.9,92.59
Armenia,3,0,0,0
Australia,0,2.486,195.7,68.06
Austria,3,0.963,65,35.19
Azerbaijan,3,0,0,96.3
Bahamas,3,0,0,0
Bahrain,3,4.516,17.4,69.44
Bangladesh,3,0.066,4.2,80.09
Barbados,3,0,0,54.63
Belarus,3,0,46.9,16.67
Belgium,3,0.902,69.7,50
Belize,3,0,0,69.44
Benin,3,0,0,41.67
Bhutan,3,0,0,62.96
Bolivia,3,0.255,1.6,84.26
Bosnia and Herzegovina,3,0,0,56.48
Botswana,3,0,0,57.41
Brazil,3,0,0,81.02
Brunei,3,0,0,49.07
Bulgaria,3,0.703,19.8,36.11
Burkina Faso,3,0,0,45.37
Burundi,3,0,0,13.89
Cambodia,3,0,0,38.89
Cameroon,3,0,0,60.19
Canada,0,1.16,109.5,67.13
Cape Verde,3,0.71,9.3,68.06
Central African Republic,3,0,0,53.7
Chad,3,0,0,67.59
Chile,3,0.927,6.8,84.72
China,3,0,0,78.24
Colombia,3,0.519,0,87.04
Comoros,3,0,0,0
Congo,3,0,0,73.15
Costa Rica,3,0.219,0,73.61
Cote d'Ivoire,3,0.047,5.3,60.65
Croatia,3,0.326,16.1,46.3
Cuba,2,0.242,853,66.67
Cyprus,2,2.09,443.4,47.22
Czechia,3,0.218,37.2,37.5
Democratic Republic of Congo,3,0.005,10.8,80.56
Denmark,2,1.842,443.2,54.63
Djibouti,3,0,0,50.93
Dominica,3,0,0,44.44
Dominican Republic,3,0.353,2.8,75
Ecuador,3,0.118,0,79.63
Egypt,3,0,0,60.19
El Salvador,3,0.373,8.1,89.81
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,89.81
Estonia,2,0.145,439,25.93
Eswatini,3,0,0,80.56
Ethiopia,3,0.06,22,80.56
Fiji,3,0.025,0,51.85
Finland,1,0.746,1127,35.19
France,0,0.624,90.9,46.3
Gabon,3,0,0,66.67
Gambia,3,0,0,68.98
Georgia,3,0,0,51.85
Germany,3,0,0,55.09
Ghana,3,0.129,7,52.78
Greece,0,0.323,165.3,57.41
Grenada,3,0,0,0
Guatemala,3,0.111,2.1,96.3
Guinea,3,0,0,64.81
Guinea-Bissau,3,0,0,0
Guyana,3,0,0,77.31
Haiti,3,0,0,69.44
Honduras,3,0,0,96.3
Hungary,0,0.247,138.5,54.63
Iceland,0,0.188,156.9,39.81
India,3,0.262,9.3,77.78
Indonesia,3,0.048,8,62.5
International,3,0,0,0
Iran,3,0.292,10.7,58.8
Iraq,3,0.379,7,92.59
Ireland,2,1.872,361.4,38.89
Israel,3,2.363,16.7,54.63
Italy,0,0.798,217.4,58.33
Jamaica,0,0.192,133,64.81
Japan,3,0.057,20.4,25.93
Jordan,3,0,0,48.15
Kazakhstan,3,0,8.2,83.33
Kenya,3,0.097,10,81.48
Kosovo,3,0,0,54.63
Kuwait,3,1.023,5.7,77.78
Kyrgyzstan,3,0,0,76.39
Laos,3,0,0,20.37
Latvia,2,0.928,759.8,50
Lebanon,3,0,0,68.52
Lesotho,3,0,0,58.33
Liberia,3,0,0,67.59
Libya,3,0.136,0,90.74
Liechtenstein,3,0,0,0
Lithuania,2,0.564,346.8,31.48
Luxembourg,0,20.226,126.6,14.81
Madagascar,3,0,1.9,68.98
Malawi,3,0,5.6,60.19
Malaysia,2,0.246,694.9,50.93
Maldives,3,1.493,24,0
Mali,3,0,0,52.78
Malta,1,1.889,6062.9,0
Marshall Islands,3,0,0,0
Mauritania,3,0,10.1,29.63
Mauritius,3,0,0,16.67
Mexico,3,0.062,2.2,70.83
Moldova,3,0,0,57.41
Monaco,3,0,0,0
Mongolia,3,0,0,60.19
Montenegro,3,0,0,0
Morocco,0,0.464,85.5,64.81
Mozambique,3,0.031,20.3,75
Myanmar,2,0.028,932.1,80.56
Namibia,3,0.08,6.8,62.5
Nepal,3,0.114,41.2,92.59
Netherlands,3,0,0,39.81
New Zealand,1,0.298,1622.1,22.22
Nicaragua,3,0,0,20.37
Niger,3,0,0,25.93
Nigeria,3,0.015,7.6,71.76
North Macedonia,3,0.816,8.3,0
Norway,2,0.261,555.6,40.74
Oman,3,0.779,2.9,87.96
Pakistan,3,0.104,11,66.67
Palestine,3,0,0,83.33
Panama,3,0.574,2.7,83.33
Papua New Guinea,3,0,0,49.07
Paraguay,3,0.346,16.6,75.93
Peru,3,0.148,0,75.93
Philippines,3,0.244,14.2,80.56
Poland,3,0.5,53.9,39.81
Portugal,3,1.228,45.4,71.76
Qatar,3,1.182,9.4,80.56
Romania,3,0.974,22.7,42.59
Russia,3,2.157,43.8,68.06
Rwanda,0,0.25,111.3,74.07
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,3,0,0,33.33
Sao Tome and Principe,3,0,0,0
Saudi Arabia,3,1.473,22.3,71.3
Senegal,3,0.047,9.8,32.41
Serbia,3,1.124,22.6,55.56
Seychelles,3,0,0,23.15
Sierra Leone,3,0,0,40.74
Singapore,0,0,83.1,50
Slovakia,0,0.075,125.5,37.96
Slovenia,3,0.231,55.9,39.81
Solomon Islands,3,0,0,33.33
Somalia,3,0,0,31.48
South Africa,3,0.838,3.6,80.56
South Korea,0,0.183,202.6,44.91
South Sudan,3,0,0,80.56
