country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,71.3
Albania,3,0,0,62.96
Algeria,3,0,0,79.63
Andorra,2,0,0,45.37
Angola,3,0,0,79.17
Antigua and Barbuda,2,0,0,0
Argentina,3,0.398,2.5,88.89
Armenia,2,0,0,0
Australia,0,2.763,126.3,79.17
Austria,2,0,70.6,35.19
Azerbaijan,3,0,0,93.52
Bahamas,2,0,0,0
Bahrain,3,0,20.6,69.44
Bangladesh,3,0.068,4.2,80.09
Barbados,2,0,0,48.15
Belarus,2,0,65.8,16.67
Belgium,3,2.276,38.8,62.96
Belize,3,0,0,69.44
Benin,2,0,0,41.67
Bhutan,3,0,0,62.96
Bolivia,3,0.295,1.9,84.26
Bosnia and Herzegovina,3,0,0,59.26
Botswana,3,0,0,58.8
Brazil,3,0,0,72.69
Brunei,2,0,0,39.81
Bulgaria,2,0,19.2,38.89
Burkina Faso,3,0,0,56.48
Burundi,2,0,0,11.11
Cambodia,2,0,0,42.59
Cameroon,3,0,0,60.19
Canada,0,0.956,121.8,67.13
Cape Verde,3,0.604,7.7,65.28
Central African Republic,3,0,0,54.63
Chad,3,0,0,64.81
Chile,3,1.119,11.9,87.5
China,3,0,0,78.24
Colombia,3,0.752,0,87.04
Comoros,2,0,0,0
Congo,3,0,0,67.59
Costa Rica,3,0.353,0,62.96
Cote d'Ivoire,2,0,11.4,31.94
Croatia,2,0.288,22.6,35.19
Cuba,0,0.342,181.3,66.67
Cyprus,0,3.576,169.8,47.22
Czechia,2,0.649,32.2,36.11
Democratic Republic of Congo,3,0.005,8,59.26
Denmark,0,4.295,252,50.93
Djibouti,3,0,0,50.93
Dominica,2,0,0,44.44
Dominican Republic,3,0.322,2.9,78.7
Ecuador,3,0.122,0,76.39
Egypt,3,0,0,62.96
El Salvador,3,0.376,6,89.81
Equatorial Guinea,2,0,0,0
Eritrea,3,0,0,89.81
Estonia,2,0.86,75,23.15
Eswatini,3,0,0,80.56
Ethiopia,3,0.064,12.4,80.56
Fiji,3,0.189,0,54.63
Finland,0,1.541,413.9,35.19
France,2,1.633,58.8,46.3
Gabon,3,0,0,66.67
Gambia,2,0,0,35.65
Georgia,3,0,0,51.85
Germany,3,0,0,57.87
Ghana,3,0.07,4.4,52.78
Greece,0,0.947,153.8,46.3
Grenada,2,0,0,0
Guatemala,3,0.186,3.5,87.04
Guinea,3,0,0,70.83
Guinea-Bissau,2,0,0,0
Guyana,3,0,0,75.93
Haiti,2,0,0,28.7
Honduras,3,0,0,96.3
Hungary,0,0.205,168.3,54.63
Iceland,2,2.418,103.1,46.3
India,3,0.449,9.8,79.63
Indonesia,3,0.054,6.6,62.5
International,2,0,0,0
Iran,3,0.318,9.8,60.19
Iraq,3,0.411,5.8,92.59
Ireland,2,0.762,65,38.89
Israel,3,2.98,14.2,52.78
Italy,0,0.934,173,48.15
Jamaica,3,0.204,52.7,68.52
Japan,2,0.314,15.2,34.26
Jordan,2,0,0,48.15
Kazakhstan,3,0.98,7.8,80.56
Kenya,3,0.115,8.3,73.15
Kosovo,3,0,0,69.44
Kuwait,3,1.065,5.7,65.74
Kyrgyzstan,3,0,0,79.17
Laos,2,0,0,36.11
Latvia,0,1.173,325.8,47.22
Lebanon,3,0,0,57.41
Lesotho,3,0,0,71.3
Liberia,3,0,0,64.81
Libya,3,0.235,6.2,87.96
Liechtenstein,2,0,0,0
Lithuania,0,1.581,233.2,34.26
Luxembourg,2,15.967,104,25.93
Madagascar,3,0.03,3,68.98
Malawi,3,0.028,5.8,60.19
Malaysia,1,0.301,685.9,57.41
Maldives,2,1.904,7,0
Mali,2,0,0,47.22
