country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,4,0,1.17,25
Albania,2,0,1.09,54.63
Algeria,0,0,0.83,75.93
Andorra,2,0,1.47,53.7
Angola,3,0,1.12,71.3
Antigua and Barbuda,5,0,0.26,0
Argentina,0,0.489,1.05,87.96
Armenia,5,0,1.36,0
Australia,3,0.001,0.86,68.06
Austria,1,0.043,1.19,40.74
Azerbaijan,3,0,1.2,68.98
Bahamas,5,0,1.17,0
Bahrain,2,0.046,0.92,63.89
Bangladesh,0,0.12,0.96,80.09
Barbados,4,0,0.85,35.19
Belarus,4,0.022,1.28,16.67
Belgium,1,0.065,1.48,47.22
Belize,3,0,1.16,69.44
Benin,1,0,0.93,47.22
Bhutan,0,0,0.78,77.78
Bolivia,0,0.294,0.78,84.26
Bosnia and Herzegovina,1,0,1.16,40.74
Botswana,2,0,0.75,63.89
Brazil,3,0,0.97,67.13
Brunei,4,0,0,35.19
Bulgaria,4,0.06,1.43,35.19
Burkina Faso,4,0,0.99,36.11
Burundi,5,0,0.74,14.81
Cambodia,4,0,0.48,37.04
Cameroon,1,0,0.92,47.22
Canada,2,0.03,1.25,60.65
Cape Verde,3,0.182,1.07,67.13
Central African Republic,2,0,0.56,56.48
Chad,3,0,1.02,73.15
Chile,0,0.051,0.97,81.94
China,2,0,1.07,54.17
Colombia,3,0,1.02,71.3
Comoros,5,0,0.65,0
Congo,2,0,0.57,56.48
Costa Rica,2,0,1.03,61.11
Cote d'Ivoire,4,0.039,0.92,36.11
Croatia,4,0.048,1.28,28.7
Cuba,3,0.007,0.78,73.15
Cyprus,2,0.007,1.46,53.7
Czechia,1,0.154,1.43,48.15
Democratic Republic of Congo,1,0.108,1.08,43.52
Denmark,1,0.01,1.12,50.93
Djibouti,1,0,0.98,47.22
Dominica,4,0,0,28.7
Dominican Republic,0,0.146,0.99,78.7
Ecuador,1,0,0.95,51.39
Egypt,2,0,0.97,62.96
El Salvador,1,0.043,1.09,52.78
