country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.2,16.67
Albania,3,0,1.17,54.63
Algeria,0,0,1.23,75
Andorra,4,0,1.23,62.96
Angola,4,0,1.1,65.74
Antigua and Barbuda,1,0,0.31,0
Argentina,0,0.516,0.97,82.87
Armenia,1,0,1.37,0
Australia,4,0,0.91,65.28
Austria,4,0.106,1.56,60.19
Azerbaijan,4,0,1.51,64.35
Bahamas,1,0,0.86,0
Bahrain,4,0.034,0.89,63.89
Bangladesh,0,0.108,0.98,80.09
Barbados,2,0,0.82,29.63
Belarus,2,0.033,1.23,16.67
Belgium,3,0.195,1.36,54.63
Belize,4,0,1.15,66.67
Benin,5,0,0.94,43.52
Bhutan,0,0,0.85,77.78
Bolivia,0,0.163,0.81,84.26
Bosnia and Herzegovina,5,0,1.17,40.74
Botswana,4,0,0.75,63.89
Brazil,4,0,1,57.87
Brunei,5,0,0,35.19
Bulgaria,5,0.17,1.52,39.35
Burkina Faso,2,0,0.99,22.22
Burundi,2,0,0.78,14.81
Cambodia,5,0,0.8,34.26
Cameroon,3,0,0.9,45.37
Canada,4,0.042,1.14,60.65
Cape Verde,0,0.173,1.06,71.3
Central African Republic,5,0,0.59,31.48
Chad,0,0,0.98,74.07
Chile,0,0.047,0.97,81.94
China,0,0,1.11,81.94
Colombia,4,0,1.06,65.74
Comoros,1,0,0.63,0
Congo,3,0,0.58,47.22
Costa Rica,4,0,0.99,58.33
Cote d'Ivoire,5,0.017,0.95,30.56
Croatia,2,0.204,1.75,28.7
Cuba,4,0.007,1.16,64.81
Cyprus,4,0.032,1.45,63.89
Czechia,4,0.309,1.29,67.59
Democratic Republic of Congo,3,0,1.1,49.07
Denmark,5,0.014,1.21,37.04
Djibouti,5,0,1.22,43.52
Dominica,5,0,0,31.48
Dominican Republic,4,0.127,1.03,67.59
Ecuador,3,0,1.1,52.78
Egypt,0,0,1.12,75.93
El Salvador,3,0.066,1.11,52.78
Equatorial Guinea,1,0,0.49,0
Eritrea,0,0,0.4,77.78
Estonia,2,0.019,1.3,25.93
Eswatini,3,0,0.91,48.15
Ethiopia,4,0.094,0.84,58.33
Fiji,3,0.002,0,49.07
Finland,5,0.014,1.11,36.57
France,3,0.143,1.28,49.54
Gabon,0,0,1.09,72.22
Gambia,4,0,0.69,60.19
Georgia,4,0,1.53,59.26
Germany,4,0,1.46,60.65
Ghana,5,0.04,1.13,44.44
Greece,4,0.041,1.37,59.72
Grenada,1,0,0,0
Guatemala,3,0.165,1,49.54
Guinea,5,0,1.09,35.65
Guinea-Bissau,1,0,0.39,0
Guyana,0,0,0.99,72.22
Haiti,3,0,0.87,47.22
Honduras,0,0,1.01,87.04
Hong Kong,3,0,0,51.85
Hungary,5,0.146,1.39,40.74
Iceland,3,0.04,0.94,45.37
India,4,0.046,0.89,64.35
Indonesia,3,0.149,0.96,50.46
International,1,0,0,0
Iran,4,0.185,1.23,58.8
Iraq,3,0.191,0.98,51.85
Ireland,0,0.064,1.02,81.48
Israel,0,0.03,0.5,81.48
Italy,4,0.093,1.65,66.67
Jamaica,0,0.114,0.89,71.3
Japan,5,0.032,1.12,38.89
Jordan,0,0,1.31,78.7
Kazakhstan,0,0.013,1.38,74.07
Kenya,4,0.127,1.36,68.52
Kosovo,3,0,1.5,52.78
Kuwait,4,0.114,1.04,62.96
Kyrgyzstan,4,0,1.21,57.87
