country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,5,0,1.43,67.59
Albania,2,0,1.03,84.26
Algeria,2,0,1.93,86.57
Andorra,3,0,0.93,48.15
Angola,1,0,0,90.74
Antigua and Barbuda,4,0,0,0
Argentina,1,0.16,1.6,100
Armenia,4,0,1.39,0
Australia,5,0.038,1.33,71.3
Austria,2,0.198,1.2,81.48
Azerbaijan,5,0,1.76,68.52
Bahamas,4,0,0,0
Bahrain,0,0.019,1.32,78.7
Bangladesh,2,0.018,0,84.26
Barbados,0,0,0,73.15
Belarus,4,0.009,0,8.33
Belgium,2,0.292,1.76,81.48
Belize,3,0,0,54.63
Benin,5,0,0,70.83
Bhutan,2,0,0,83.33
Bolivia,2,0.164,0,84.26
Bosnia and Herzegovina,1,0,1.17,89.81
Botswana,5,0,0,61.11
Brazil,0,0,2.01,74.54
Brunei,3,0,0.23,52.78
Bulgaria,0,0,1.13,73.15
Burkina Faso,2,0,0.96,84.26
Burundi,4,0,0,13.89
Cambodia,3,0,0.13,57.41
Cameroon,3,0,1.31,57.41
Canada,0,0.045,1.98,72.69
Cape Verde,0,0,0,74.07
Central African Republic,5,0,0,68.52
Chad,3,0,0,27.78
Chile,0,0,1.86,73.15
China,0,0,0.9,73.61
Colombia,2,0,1.69,87.96
Comoros,4,0,0,0
Congo,2,0,0,86.11
Costa Rica,5,0,1.02,71.3
Cote d'Ivoire,2,0,1.3,80.56
Croatia,1,0.131,1.39,96.3
Cuba,5,0.077,1.35,66.67
Cyprus,1,0,1.26,92.59
Czechia,2,0.06,1.43,82.41
Democratic Republic of Congo,0,0,0,77.78
Denmark,0,0.098,1.33,72.22
Djibouti,1,0,0,94.44
Dominica,3,0,0,30.56
Dominican Republic,1,0.287,1.83,92.59
Ecuador,1,0,1.87,93.52
Egypt,2,0,1.49,84.26
El Salvador,2,0,0,88.89
Equatorial Guinea,4,0,0,0
Eritrea,0,0,0,73.15
Estonia,0,0.045,1.29,77.78
Eswatini,2,0,0,86.11
Ethiopia,5,0.029,0,68.52
Fiji,2,0.01,0,88.89
Finland,5,0.064,1.35,67.59
France,2,0,1.73,87.96
Gabon,5,0,0,66.67
Gambia,0,0,0,78.7
Georgia,1,0,0,90.74
Germany,0,0,1.49,76.85
Ghana,2,0.031,1.38,86.11
Greece,2,0.071,1.17,84.26
Grenada,4,0,0,0
Guatemala,1,0.033,0,93.52
Guinea,0,0,0,78.7
Guinea-Bissau,4,0,0,0
Guyana,3,0,0,57.41
Haiti,2,0,0,82.41
Honduras,1,0,1.26,100
Hungary,0,0.036,1.5,76.85
Iceland,3,0.07,1.17,53.7
India,1,0.044,2.08,100
Indonesia,3,0.206,1.56,50.93
International,4,0,0,0
Iran,3,0,1.54,57.41
