country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,0.81,78.7
Albania,1,0,1.15,62.96
Algeria,1,0,1.25,65.74
Andorra,4,0,0.55,45.37
Angola,3,0,1.16,76.39
Antigua and Barbuda,2,0,0,0
Argentina,5,0.339,1.21,92.59
Armenia,2,0,0.92,0
Australia,3,0.004,1.71,75.46
Austria,4,0.014,1.22,47.22
Azerbaijan,5,0,1.01,96.3
Bahamas,2,0,1.56,0
Bahrain,1,0.052,1.03,69.44
Bangladesh,3,0.218,0.93,74.54
Barbados,4,0,0,57.41
Belarus,0,0.023,0.71,16.67
Belgium,4,0.008,1.18,50
Belize,1,0,0,69.44
Benin,0,0,0.96,41.67
Bhutan,1,0,0,71.3
Bolivia,3,0.561,1.13,84.26
Bosnia and Herzegovina,4,0,1.18,56.48
Botswana,4,0,0.87,57.41
Brazil,3,0,1.06,81.02
Brunei,4,0,0,49.07
Bulgaria,4,0.069,1.26,44.44
Burkina Faso,4,0,0.98,45.37
Burundi,2,0,0.64,13.89
Cambodia,0,0,0.29,38.89
Cameroon,4,0,0.99,60.19
Canada,1,0.008,1,67.13
Cape Verde,3,0,1.09,79.17
Central African Republic,1,0,0.76,64.81
Chad,1,0,0.78,67.59
Chile,5,0.203,0.84,87.5
China,3,0,1.41,78.24
Colombia,5,0,1.24,87.04
Comoros,2,0,0.7,0
Congo,1,0,0.74,73.15
Costa Rica,1,0,1.42,73.61
Cote d'Ivoire,1,0.159,1.02,63.43
Croatia,4,0.061,1.32,49.07
Cuba,1,0.002,1.04,66.67
Cyprus,4,0.001,1.38,50
Czechia,0,0.031,0.94,34.72
Democratic Republic of Congo,3,0.134,1.07,80.56
Denmark,4,0.001,1.09,54.63
Djibouti,4,0,0.98,59.26
Dominica,4,0,0,44.44
Dominican Republic,3,0.304,1.2,75
Ecuador,3,0,1.12,79.63
Egypt,4,0,0.83,60.19
El Salvador,5,0.107,1.13,89.81
Equatorial Guinea,2,0,0.24,0
Eritrea,5,0,0.33,89.81
Estonia,0,0.006,0.97,25.93
Eswatini,3,0,1.33,80.56
Ethiopia,3,0.058,0.79,80.56
Fiji,4,0.017,0,54.63
Finland,0,0.001,0.98,40.74
France,4,0.01,1.14,51.85
Gabon,1,0,1.07,66.67
Gambia,1,0,0,68.98
Georgia,4,0,1.22,58.33
Germany,4,0,0.95,55.09
Ghana,4,0.292,1.13,52.78
Greece,4,0.006,1.26,46.3
Grenada,2,0,0,0
Guatemala,5,0.33,1.17,96.3
Guinea,1,0,1.1,71.3
Guinea-Bissau,2,0,0.74,0
Guyana,3,0,1.01,77.31
Haiti,1,0,0.93,72.22
Honduras,5,0,1.13,96.3
Hungary,4,0.005,1.15,54.63
Iceland,0,0.002,0.74,39.81
India,1,0.1,1.22,74.07
Indonesia,4,0.136,1.17,54.17
International,2,0,0,0
Iran,0,0.098,0.88,41.67
Iraq,5,0.195,1.11,92.59
Ireland,0,0.002,1.18,38.89
Israel,3,0.046,1.47,75.93
Italy,4,0.005,0.98,58.33
Jamaica,1,0.017,1.08,64.81
Japan,0,0.036,1.64,25.93
Jordan,4,0,0.73,48.15
Kazakhstan,3,0.101,0.9,83.33
Kenya,3,0.084,1.28,81.48
Kosovo,4,0,1.29,54.63
Kuwait,3,0.181,1.02,83.33
Kyrgyzstan,3,0,1.24,76.39
Laos,0,0,0,20.37
Latvia,4,0.003,1.34,50
Lebanon,1,0,1.34,68.52
Lesotho,4,0,0,54.63
Liberia,1,0,0.97,73.15
Libya,5,0.093,1.27,90.74
Liechtenstein,2,0,0,0
Lithuania,0,0.002,1.22,31.48
Luxembourg,0,0.005,1.53,27.78
Madagascar,1,0.332,1.44,68.98
Malawi,4,0.168,1.18,60.19
Malaysia,4,0.001,0.94,50.93
Maldives,2,0.023,1.2,0
Mali,4,0,1.02,52.78
Malta,2,0.001,0.52,0
Marshall Islands,2,0,0,0
Mauritania,4,0.098,0.82,53.7
Mauritius,0,0,0.05,16.67
Mexico,1,0.514,1.08,70.83
Moldova,3,0,0.98,80.56
Monaco,2,0,0.23,0
Mongolia,4,0,0.47,60.19
Montenegro,2,0,1.39,0
Morocco,1,0.018,1.07,64.81
Mozambique,3,0.03,1.12,80.56
Myanmar,3,0.002,0.96,80.56
Namibia,4,0.109,1.4,51.85
Nepal,5,0.06,0.71,92.59
Netherlands,0,0,0.95,39.81
New Zealand,0,0.001,1.05,22.22
Nicaragua,0,0,0.26,22.22
Niger,0,0,0.7,25.93
Nigeria,1,0.12,1,71.76
North Macedonia,2,0.101,1.05,0
Norway,0,0.002,0.88,40.74
Oman,5,0.332,1.08,87.96
Pakistan,1,0.132,0.82,66.67
Palestine,3,0,1.14,83.33
Panama,3,0.354,1.11,83.33
Papua New Guinea,4,0,0,49.07
Paraguay,3,0.026,1.26,75.93
Peru,3,0,1.06,78.7
Philippines,3,0.092,1.26,80.56
Poland,0,0.014,0.99,39.81
Portugal,1,0.026,1.04,71.3
Qatar,3,0.122,0.74,80.56
Romania,4,0.041,1.28,42.59
Russia,1,0.024,0.96,70.83
Rwanda,1,0.007,1.16,74.07
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,0,0,0.15,33.33
Sao Tome and Principe,2,0,0.56,0
Saudi Arabia,1,0.068,0.92,71.3
Senegal,4,0.12,0.99,46.3
Serbia,0,0.041,1.25,38.89
Seychelles,0,0,0,23.15
Sierra Leone,4,0,0.96,46.3
Singapore,4,0.009,0.95,50
Slovakia,0,0.014,1.36,37.96
Slovenia,0,0.017,1.32,39.81
Solomon Islands,0,0,0,33.33
Somalia,0,0,0.77,31.48
South Africa,3,0.239,1.35,76.85
South Korea,4,0.005,0.88,50.46
South Sudan,3,0,0.78,80.56
Spain,4,0.014,1.38,56.94
Sri Lanka,4,0.01,1.2,50
Sudan,1,0,1.03,74.07
Suriname,5,0,1.19,86.11
Sweden,4,0,0.97,59.26
Switzerland,0,0.011,1.27,39.35
Syria,1,0,1.18,69.44
Taiwan,0,0.001,0.34,23.15
Tajikistan,1,0,0.91,62.96
Tanzania,0,0,0,25
Thailand,4,0.001,1.01,52.78
Timor,0,0,0,29.63
Togo,4,0.018,1.05,53.7
Trinidad and Tobago,4,0.014,0.24,60.19
Tunisia,0,0.009,1.33,26.85
Turkey,1,0.022,0.87,63.89
