country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,8,0,0,3.237
Albania,4,0,0,174.091
Algeria,1,0,0,15.279
Andorra,6,0,0,828.318
Angola,8,0,0,2.982
Antigua and Barbuda,8,0,0,0
Argentina,0,0,0,117.953
Armenia,6,0,0,733.995
Australia,8,0,0,0.275
Austria,3,281.244,50.964,658.754
Azerbaijan,4,0,0,164.017
Bahamas,8,0,0,0
Bahrain,0,0,0,112.836
Bangladesh,8,0,0,8.95
Barbados,8,0,0,0
Belarus,0,0,0,105.404
Belgium,3,600.106,126.838,571.287
Belize,4,0,0,251.496
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,8,0,0,4.112
Bosnia and Herzegovina,5,0,0,369.116
Botswana,8,0,0,0
Brazil,2,0,0,49.652
Brunei,8,0,0,0
Bulgaria,7,550.051,39.145,97.144
Burkina Faso,8,0,0,0.191
Burundi,8,0,0,0
Cambodia,8,0,0,0.12
Cameroon,8,0,0,2.976
Canada,0,0,0,104.499
Cape Verde,0,0,0,140.291
Central African Republic,8,0,0,0
Chad,8,0,0,0.244
Chile,2,0,0,82.705
China,8,0,0,0.03
Colombia,0,0,0,146.218
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,8,0,0,0
Cote d'Ivoire,8,0,0,0.72
Croatia,3,340.051,0,619.448
Cuba,8,0,0,2.649
Cyprus,0,0,0,132.435
Czechia,3,727.147,111.962,336.913
Democratic Republic of Congo,8,0,0,0.458
Denmark,0,32.457,5.179,154.173
Djibouti,8,0,0,3.036
Dominica,8,0,0,0
Dominican Republic,2,0,0,49.503
Ecuador,2,0,0,80.542
Egypt,8,0,0,2.335
El Salvador,8,0,0,0
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,0,49.754,4.523,144.738
Eswatini,1,0,0,12.067
Ethiopia,8,0,0,4.123
Fiji,8,0,0,0
Finland,2,0,0,74.359
France,3,462.929,69.354,1921.361
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,6,0,0,727.218
Germany,4,0,0,173.184
Ghana,8,0,0,6.372
Greece,4,0,0,181.233
Grenada,1,0,0,17.775
Guatemala,1,0,0,11.833
Guinea,8,0,0,1.066
