country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,8,0,0,0.026
Albania,5,0,0,1.39
Algeria,7,0,0,0.251
Andorra,8,0,0,0
Angola,8,0,0,0
Antigua and Barbuda,8,0,0,0
Argentina,7,0,0,0.243
Armenia,3,0,0,2.7
Australia,3,0,0,1.843
Austria,4,0,0,22.762
Azerbaijan,5,0,0,0.789
Bahamas,8,0,0,0
Bahrain,3,0,0,2.351
Bangladesh,8,0,0,0.012
Barbados,8,0,0,0
Belarus,8,0,0,0
Belgium,2,22.952,4.659,16.998
Belize,8,0,0,0
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,8,0,0,0
Bosnia and Herzegovina,3,0,0,1.829
Botswana,8,0,0,0
Brazil,8,0,0,0.052
Brunei,4,0,0,22.858
Bulgaria,5,0,0,1.439
Burkina Faso,8,0,0,0.048
Burundi,8,0,0,0
Cambodia,8,0,0,0
Cameroon,8,0,0,0
Canada,5,0,0,1.431
Cape Verde,8,0,0,0
Central African Republic,7,0,0,0.207
Chad,8,0,0,0
Chile,5,0,0,0.68
China,8,0,0,0.018
Colombia,7,0,0,0.236
Comoros,8,0,0,0
Congo,7,0,0,0.181
Costa Rica,7,0,0,0.196
Cote d'Ivoire,8,0,0,0
Croatia,3,0,0,2.679
Cuba,8,0,0,0
Cyprus,8,0,0,0
Czechia,1,0.467,0,5.976
Democratic Republic of Congo,8,0,0,0
Denmark,1,0,0,6.733
Djibouti,8,0,0,0
Dominica,8,0,0,0
Dominican Republic,8,0,0,0
Ecuador,8,0,0,0
Egypt,8,0,0,0.01
El Salvador,8,0,0,0
Equatorial Guinea,5,0,0,0.713
Eritrea,8,0,0,0
Estonia,4,3.015,0,42.215
Eswatini,8,0,0,0
Ethiopia,8,0,0,0
Fiji,8,0,0,0
Finland,3,0,0,3.429
France,7,6.128,0,0.552
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,5,0,0,0.752
Germany,0,0,0,14.442
Ghana,8,0,0,0.097
Greece,0,0,0,9.882
Grenada,8,0,0,0
Guatemala,8,0,0,0
Guinea,8,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,3,0,0,3.814
Haiti,8,0,0,0
Honduras,8,0,0,0.101
Hungary,7,3.209,0,0.207
Iceland,4,8.791,5.861,43.956
India,8,0,0,0.008
Indonesia,8,0,0,0.077
International,8,0,0,0
Iran,0,0,0,14.394
Iraq,7,0,0,0.149
Ireland,8,8.303,0,0
Israel,1,0,0,4.506
Italy,2,187.474,27.654,59.376
Jamaica,5,0,0,0.675
Japan,7,0,0,0.245
Jordan,5,0,0,0.686
Kazakhstan,7,0,0,0.16
Kenya,8,0,0,0.037
Kosovo,5,0,0,1.552
Kuwait,3,0,0,1.873
Kyrgyzstan,8,0,0,0
Laos,8,0,0,0
Latvia,3,0,0,2.121
Lebanon,3,0,0,2.491
Lesotho,8,0,0,0
Liberia,8,0,0,0
Libya,8,0,0,0
Liechtenstein,8,0,0,0
Lithuania,5,0,0,1.469
Luxembourg,0,0,0,12.78
Madagascar,8,0,0,0
Malawi,8,0,0,0
Malaysia,1,0,0,5.87
Maldives,1,0,0,5.55
Mali,8,0,0,0
Malta,1,0,0,6.794
Marshall Islands,8,0,0,0
Mauritania,8,0,0,0
Mauritius,8,0,0,0
Mexico,8,0,0,0.093
Moldova,3,0,0,2.727
Monaco,8,0,0,0
Mongolia,8,0,0,0
Montenegro,8,0,0,0
Morocco,7,0,0,0.298
Mozambique,8,0,0,0
Myanmar,8,0,0,0
Namibia,8,0,0,0
Nepal,8,0,0,0
Netherlands,0,0,7.178,10.271
New Zealand,7,0,0,0.415
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0,0,0
North Macedonia,8,0,0,0
Norway,4,7.563,0,24.164
Oman,5,0,0,0.587
Pakistan,7,0,0,0.376
Palestine,5,0,0,0.588
Panama,3,0,0,1.622
Papua New Guinea,8,0,0,0
Paraguay,8,0,0,0
Peru,7,0,0,0.152
Philippines,7,0,0,0.265
Poland,7,0,0,0.423
Portugal,1,13.632,0.883,7.453
Qatar,4,0,0,22.214
Romania,7,0,0,0.416
Russia,8,0,0,0.027
Rwanda,8,0,0,0
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,1,0,0,5.446
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,6,0,0,618.775
Sao Tome and Principe,8,0,0,0
Saudi Arabia,8,0,0,0
Senegal,5,0,0,0.836
Serbia,7,0,0,0.294
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0
Singapore,3,0,0,2.393
Slovakia,3,0,0,1.832
Slovenia,2,15.874,1.443,18.279
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,7,0,0,0.219
South Korea,5,0,0,1.482
South Sudan,8,0,0,0
Spain,4,0,0,30.093
Sri Lanka,7,0,0,0.374
Sudan,8,0,0,0
Suriname,8,0,0,0
Sweden,1,0,0,6.832
Switzerland,6,0,0,97.174
Syria,8,0,0,0
Taiwan,7,0,0,0.252
Tajikistan,8,0,0,0
Tanzania,8,0,0,0
Thailand,7,0,0,0.458
Timor,8,0,0,0
Togo,8,0,0,0
Trinidad and Tobago,8,0,0,0
Tunisia,8,0,0,0
Turkey,8,0,0,0.012
Uganda,8,0,0,0
Ukraine,8,0,0,0
United Arab Emirates,5,0,0,1.314
United Kingdom,1,0,0,6.526
United States,5,0,0,0.707
Uruguay,5,0,0,0.576
Uzbekistan,8,0,0,0.03
Vanuatu,8,0,0,0
Vatican,8,0,0,0
Venezuela,7,0,0,0.281
Vietnam,8,0,0,0.031
Yemen,8,0,0,0
Zambia,8,0,0,0
Zimbabwe,8,0,0,0
