country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,1.516
Albania,3,0,0,97.644
Algeria,5,0,0,4.538
Andorra,5,0,0,0
Angola,5,0,0,4.868
Antigua and Barbuda,5,0,0,0
Argentina,1,0,0,233.672
Armenia,8,0,0,571.673
Australia,5,0,0,0.353
Austria,1,67.397,14.989,185.646
Azerbaijan,4,0,0,63.812
Bahamas,1,0,0,190.719
Bahrain,1,0,0,194.525
Bangladesh,2,0,0,7.736
Barbados,2,0,0,6.96
Belarus,4,0,0,67.201
Belgium,8,215.451,35.549,788.464
Belize,3,0,0,95.568
Benin,5,0,0,0
Bhutan,5,0,0,2.592
Bolivia,5,0,0,5.226
Bosnia and Herzegovina,1,0,0,167.946
Botswana,5,0,0,0
Brazil,5,0,0,0
Brunei,5,0,0,0
Bulgaria,7,215.876,10.65,56.847
Burkina Faso,5,0,0,1.818
Burundi,5,0,0,0.505
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,3,0,0,99.014
Cape Verde,1,0,0,205.04
Central African Republic,5,0,0,0
Chad,5,0,0,0.852
Chile,3,0,0,91.912
China,5,0,0,0.012
Colombia,3,0,0,141.521
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,5,0,0,0
Cote d'Ivoire,5,0,0,0.834
Croatia,6,133.487,0,199.5
Cuba,5,0,0,4.414
Cyprus,4,0,0,71.926
Czechia,8,347.465,55.001,472.314
Democratic Republic of Congo,5,0,0,0.067
Denmark,4,20.545,2.935,78.209
Djibouti,2,0,0,7.085
Dominica,5,0,0,0
Dominican Republic,0,0,0,38.902
Ecuador,0,0,0,49.141
Egypt,5,0,0,1.241
El Salvador,0,0,0,32.376
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,2,27.138,2.262,19.6
Eswatini,2,0,0,12.929
Ethiopia,5,0,0,6.115
Fiji,5,0,0,0
Finland,0,0,0,23.643
France,7,166.944,29.706,0
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,6,0,0,298.809
Germany,0,0,0,47.825
Ghana,5,0,0,2.51
Greece,0,0,0,42.022
Grenada,5,0,0,0
Guatemala,2,0,0,18.531
