country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,4,0,0,0.899
Albania,0,0,0,41.699
Algeria,8,0,0,12.679
Andorra,4,0,0,0
Angola,4,0,0,0.487
Antigua and Barbuda,4,0,0,0
Argentina,7,0,0,115.962
Armenia,7,0,0,98.204
Australia,6,0,0,24.118
Austria,8,7.772,2.11,9.105
Azerbaijan,6,0,0,27.517
Bahamas,7,0,0,63.573
Bahrain,7,0,0,122.239
Bangladesh,8,0,0,13.352
Barbados,0,0,0,41.758
Belarus,8,0,0,14.604
Belgium,0,22.348,4.832,56.171
Belize,6,0,0,20.12
Benin,4,0,0,0
Bhutan,4,0,0,1.296
Bolivia,5,0,0,171.678
Bosnia and Herzegovina,4,0,0,0
Botswana,4,0,0,0
Brazil,5,0,0,213.55
Brunei,4,0,0,0
Bulgaria,1,111.967,6.045,21.012
Burkina Faso,3,0,0,1.77
Burundi,4,0,0,0.673
Cambodia,4,0,0,0.06
Cameroon,4,0,0,0
Canada,8,0,0,6.412
Cape Verde,0,0,0,52.159
Central African Republic,4,0,0,1.242
Chad,4,0,0,0
Chile,7,0,0,104.152
China,4,0,0,0.12
Colombia,5,0,0,209.756
Comoros,8,0,0,9.2
Congo,4,0,0,0
Costa Rica,7,0,0,72.044
Cote d'Ivoire,3,0,0,2.35
Croatia,2,30.936,0,20.705
Cuba,3,0,0,2.207
Cyprus,8,0,0,11.417
Czechia,8,10.832,1.774,11.672
Democratic Republic of Congo,4,0,0,0.156
Denmark,4,2.762,0.345,0
Djibouti,4,0,0,0
Dominica,4,0,0,0
Dominican Republic,5,0,0,162.796
Ecuador,0,0,0,49.708
Egypt,3,0,0,2.326
El Salvador,7,0,0,64.445
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,8,3.769,0.754,6.031
Eswatini,0,0,0,49.993
Ethiopia,3,0,0,4.08
Fiji,4,0,0,0
Finland,3,0,0,1.985
France,1,79.312,5.27,0.015
Gabon,7,0,0,80.423
Gambia,4,0,0,0
Georgia,4,0,0,0.752
Germany,8,0,0,7.233
Ghana,0,0,0,48.692
Greece,8,0,0,10.554
Grenada,4,0,0,0
Guatemala,7,0,0,66.423
Guinea,4,0,0,0
Guinea-Bissau,4,0,0,0
Guyana,6,0,0,21.613
Haiti,3,0,0,3.859
Honduras,7,0,0,67.746
Hungary,3,7.557,0,2.174
Iceland,6,0,0,23.443
India,0,0,0,39.663
Indonesia,3,0,0,5.703
International,4,0,0,0
Iran,6,0,0,30.336
Iraq,0,0,0,52.085
Ireland,8,1.62,0.81,8.911
Israel,7,0,0,72.208
Italy,8,12.371,0.711,4.879
Jamaica,3,0,0,1.689
Japan,8,0,0,12.413
Jordan,4,0,0,1.47
Kazakhstan,4,0,0,0
Kenya,8,0,0,13.52
Kosovo,7,0,0,115.896
Kuwait,7,0,0,114.973
Kyrgyzstan,7,0,0,75.718
Laos,4,0,0,0
Latvia,3,2.121,0,3.711
Lebanon,6,0,0,25.639
Lesotho,0,0,0,45.746
Liberia,4,0,0,0.593
Libya,8,0,0,10.187
Liechtenstein,4,0,0,0
Lithuania,8,0,0,6.612
Luxembourg,5,91.058,9.585,156.556
Madagascar,8,0,0,14.626
Malawi,3,0,0,5.646
Malaysia,4,0,0,0.278
Maldives,5,0,0,288.599
Mali,4,0,0,0
Malta,0,0,0,47.561
Marshall Islands,4,0,0,0
Mauritania,3,0,0,1.936
Mauritius,4,0,0,0
Mexico,7,0,0,74.116
Moldova,7,0,0,94.2
Monaco,4,0,0,0
Mongolia,4,0,0,0.61
Montenegro,5,0,0,199.025
Morocco,6,0,0,18.775
Mozambique,4,0,0,1.376
Myanmar,4,0,0,0
Namibia,0,0,0,37.388
Nepal,8,0,0,10.811
Netherlands,6,0,1.751,25.153
New Zealand,4,0,0,0.622
Nicaragua,4,0,0,0
Niger,4,0,0,0.083
Nigeria,3,0,0,1.873
