country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,6,0,0,0.565
Albania,2,0,0,53.166
Algeria,7,0,0,4.789
Andorra,6,0,0,0
Angola,6,0,0,1.613
Antigua and Barbuda,7,0,0,10.212
Argentina,3,0,0,205.24
Armenia,0,0,0,82.342
Australia,6,0,0,0.51
Austria,0,29.424,9.327,90.269
Azerbaijan,8,0,0,14.597
Bahamas,0,0,0,94.088
Bahrain,4,0,0,364.367
Bangladesh,7,0,0,9.515
Barbados,6,0,0,0
Belarus,1,0,0,24.446
Belgium,0,36.326,6.73,94.826
Belize,1,0,0,40.239
Benin,6,0,0,0
Bhutan,7,0,0,9.072
Bolivia,1,0,0,35.895
Bosnia and Herzegovina,0,0,0,97.537
Botswana,6,0,0,0
Brazil,3,0,0,155.519
Brunei,6,0,0,0
Bulgaria,5,104.052,5.325,12.377
Burkina Faso,6,0,0,0.909
Burundi,6,0,0,0
Cambodia,6,0,0,0
Cameroon,6,0,0,2.26
Canada,8,0,0,14.679
Cape Verde,0,0,0,80.937
Central African Republic,6,0,0,0
Chad,6,0,0,0.122
Chile,0,0,0,96.62
China,6,0,0,0.016
Colombia,3,0,0,155.789
Comoros,6,0,0,0
Congo,6,0,0,1.087
Costa Rica,3,0,0,262.656
Cote d'Ivoire,6,0,0,2.616
Croatia,5,70.154,0,51.641
Cuba,7,0,0,4.503
Cyprus,1,0,0,28.542
Czechia,3,46.97,8.124,190.868
Democratic Republic of Congo,6,0,0,0.357
Denmark,0,10.704,0.691,101.861
Djibouti,6,0,0,0
Dominica,6,0,0,0
Dominican Republic,0,0,0,89.234
Ecuador,0,0,0,84.509
Egypt,6,0,0,1.251
El Salvador,8,0,0,12.642
Equatorial Guinea,6,0,0,0
Eritrea,6,0,0,0
Estonia,2,16.585,3.769,45.984
Eswatini,1,0,0,25.858
Ethiopia,7,0,0,5.358
Fiji,6,0,0,0
Finland,8,0,0,11.551
France,5,84.154,12.67,2.957
Gabon,6,0,0,0
Gambia,7,0,0,7.862
Georgia,2,0,0,46.877
Germany,8,0,0,20.111
Ghana,7,0,0,3.765
Greece,8,0,0,23.026
Grenada,6,0,0,0
Guatemala,2,0,0,45.1
Guinea,7,0,0,4.188
Guinea-Bissau,6,0,0,0
Guyana,0,0,0,83.91
Haiti,6,0,0,0
Honduras,2,0,0,53.712
Hong Kong,6,0,0,0
Hungary,0,39.957,0,83.744
Iceland,3,5.861,0,225.641
India,2,0,0,67.105
Indonesia,8,0,0,15.238
International,6,0,0,0
Iran,1,0,0,33.872
Iraq,0,0,0,97.135
Ireland,2,14.986,3.24,54.073
Israel,4,0,0,440.065
Italy,5,42.92,3.556,27.075
Jamaica,2,0,0,63.151
Japan,7,0,0,4.752
Jordan,8,0,0,19.21
Kazakhstan,8,0,0,15.977
Kenya,6,0,0,1.953
Kosovo,1,0,0,32.596
Kuwait,0,0,0,121.998
Kyrgyzstan,8,0,0,13.948
Laos,6,0,0,0
Latvia,7,4.241,0,9.013
Lebanon,0,0,0,114.132
Lesotho,6,0,0,0
Liberia,6,0,0,0.198
Libya,0,0,0,115.844
Liechtenstein,1,0,0,26.221
Lithuania,1,0,0,36.366
Luxembourg,5,35.145,3.195,0
Madagascar,6,0,0,1.77
Malawi,6,0,0,0.105
Malaysia,6,0,0,0.618
Maldives,3,0,0,149.85
Mali,6,0,0,0.741
Malta,3,0,0,147.212
Marshall Islands,6,0,0,0
Mauritania,6,0,0,0.86
Mauritius,6,0,0,0
Mexico,1,0,0,40.075
Moldova,3,0,0,170.552
Monaco,1,0,0,25.482
Mongolia,6,0,0,0.305
Montenegro,4,0,0,297.741
Morocco,2,0,0,69.14
Mozambique,7,0,0,8.734
Myanmar,8,0,0,11.799
Namibia,1,0,0,33.453
Nepal,1,0,0,41.322
Netherlands,0,0,4.902,111.819
New Zealand,6,0,0,0.829
Nicaragua,6,0,0,0
Niger,6,0,0,0
Nigeria,6,0,0,0.917
North Macedonia,2,0,0,67.198
Norway,8,0,0,16.417
Oman,6,0,0,0
Pakistan,6,0,0,2.897
Palestine,0,0,0,118.006
Panama,3,0,0,167.332
Papua New Guinea,6,0,0,0
Paraguay,0,0,0,124.5
Peru,3,0,0,191.497
Philippines,1,0,0,35.9
Poland,5,52.237,0,26.475
Portugal,0,48.741,6.277,83.262
Qatar,0,0,0,79.485
Romania,2,0,23.963,69.291
Russia,1,0,0,40.84
Rwanda,6,0,0,1.39
Saint Kitts and Nevis,6,0,0,0
Saint Lucia,6,0,0,0
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,6,0,0,0
Sao Tome and Principe,6,0,0,0
Saudi Arabia,8,0,0,15.827
Senegal,6,0,0,2.568
Serbia,8,0,0,12.198
Seychelles,6,0,0,0
Sierra Leone,6,0,0,0.752
Singapore,6,0,0,2.564
Slovakia,2,14.653,0,53.117
Slovenia,2,32.228,4.81,54.836
Solomon Islands,6,0,0,0
Somalia,6,0,0,0.692
South Africa,1,0,0,34.211
South Korea,6,0,0,1.599
South Sudan,7,0,0,2.948
Spain,6,0,0,0
Sri Lanka,6,0,0,0.093
Sudan,6,0,0,0
Suriname,1,0,0,30.684
Sweden,6,0,0,0
Switzerland,6,0,0,0
Syria,6,0,0,1.943
Taiwan,6,0,0,0.126
Tajikistan,7,0,0,4.613
Tanzania,6,0,0,0
Thailand,6,0,0,0.129
Timor,6,0,0,0
Togo,6,0,0,2.295
Trinidad and Tobago,3,0,0,144.338
Tunisia,2,0,0,45.691
Turkey,8,0,0,18.236
Uganda,7,0,0,9.248
Ukraine,2,0,0,76.486
United Arab Emirates,0,0,0,81.796
United Kingdom,2,18.516,2.121,65.242
United States,0,88.172,18.619,128.434
Uruguay,7,0,0,4.03
Uzbekistan,8,0,0,22.08
Vanuatu,6,0,0,0
Vatican,6,0,0,0
Venezuela,1,0,0,27.254
Vietnam,6,0,0,0
Yemen,6,0,0,0.067
Zambia,6,0,0,2.611
Zimbabwe,6,0,0,1.682
