country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,0,0,0,2.081
Albania,2,0,0,104.941
Algeria,5,0,0,5.701
Andorra,8,0,0,0
Angola,5,0,0,5.994
Antigua and Barbuda,4,0,0,20.423
Argentina,1,0,0,264.804
Armenia,6,0,0,746.819
Australia,8,0,0,0.706
Austria,7,111.254,19.431,401.27
Azerbaijan,2,0,0,78.113
Bahamas,8,0,0,0
Bahrain,1,0,0,235.663
Bangladesh,5,0,0,6.643
Barbados,0,0,0,3.48
Belarus,2,0,0,85.826
Belgium,6,380.34,59.881,1528.006
Belize,2,0,0,140.838
Benin,8,0,0,0
Bhutan,5,0,0,5.184
Bolivia,4,0,0,14.306
Bosnia and Herzegovina,7,0,0,385.575
Botswana,8,0,0,0
Brazil,2,0,0,126.925
Brunei,8,0,0,0
Bulgaria,7,284.38,19.861,150.106
Burkina Faso,8,0,0,0.526
Burundi,8,0,0,0.168
Cambodia,8,0,0,0
Cameroon,8,0,0,0
Canada,3,0,0,40.591
Cape Verde,1,0,0,223.026
Central African Republic,8,0,0,0
Chad,8,0,0,0.67
Chile,2,0,0,85.582
China,8,0,0,0.014
Colombia,1,0,0,172.337
Comoros,8,0,0,0
Congo,4,0,0,17.579
Costa Rica,1,0,0,247.737
Cote d'Ivoire,8,0,0,0.91
Croatia,7,178.064,0,546.128
Cuba,5,0,0,4.856
Cyprus,2,0,0,148.419
Czechia,6,499.114,74.704,1164.817
Democratic Republic of Congo,8,0,0,0.234
Denmark,2,20.718,2.935,136.218
Djibouti,0,0,0,2.024
Dominica,4,0,0,13.891
Dominican Republic,2,0,0,105.55
Ecuador,2,0,0,76.177
Egypt,0,0,0,1.632
El Salvador,4,0,0,25.284
Equatorial Guinea,0,0,0,3.564
Eritrea,8,0,0,0
Estonia,3,21.861,2.262,38.446
Eswatini,4,0,0,13.791
Ethiopia,5,0,0,5.471
Fiji,8,0,0,0
Finland,3,0,0,32.126
France,8,239.561,38.162,0.383
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,7,0,0,486.567
Germany,2,0,0,124.821
Ghana,0,0,0,2.864
Greece,2,0,0,89.705
Grenada,5,0,0,8.887
Guatemala,3,0,0,40.747
Guinea,8,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,3,0,0,43.226
Haiti,8,0,0,0
Honduras,2,0,0,122.67
Hong Kong,8,0,0,0
Hungary,7,232.393,0,188.399
Iceland,1,0,0,252.015
India,3,0,0,36.325
Indonesia,4,0,0,14.88
International,8,0,0,0
Iran,3,0,0,69.22
Iraq,2,0,0,79.657
Ireland,1,63.186,7.493,171.534
Israel,4,0,0,28.421
Italy,7,205.336,18.656,324.833
Jamaica,5,0,0,10.807
Japan,5,0,0,5.78
Jordan,1,0,0,178.376
Kazakhstan,4,0,0,17.522
Kenya,4,0,0,17.612
Kosovo,2,0,0,85.887
Kuwait,2,0,0,162.742
Kyrgyzstan,2,0,0,85.221
Laos,8,0,0,0
