Nation,Similarity Score
Afghanistan,82
Albania,22
Algeria,43
Andorra,146
Angola,20
Antigua and Barbuda,103
Armenia,97
Australia,5
Austria,83
Azerbaijan,35
Bahamas,97
Belarus,153
Belgium,5
Belize,34
Benin,83
Bosnia and Herzegovina,8
Brazil,9
Bulgaria,83
Burkina Faso,89
Burundi,109
Cambodia,125
Cameroon,53
Canada,49
Cape Verde,17
Central African Republic,62
Chad,56
Chile,44
Comoros,99
Congo,44
Costa Rica,10
Cote d'Ivoire,86
Croatia,52
Cuba,10
Cyprus,39
Czechia,98
Democratic Republic of Congo,62
Denmark,35
Djibouti,51
Dominica,82
Dominican Republic,43
Ecuador,8
Egypt,48
Equatorial Guinea,103
Eritrea,47
Estonia,159
Eswatini,25
Ethiopia,61
Finland,109
France,5
Gambia,31
Georgia,5
Germany,6
Ghana,65
Greece,43
Grenada,103
Guatemala,5
Guinea,10
Guinea-Bissau,103
Guyana,22
Haiti,98
Honduras,36
Hungary,33
India,2
International,103
Iran,117
Iraq,26
Ireland,36
Israel,26
Italy,13
Jamaica,14
Japan,165
Jordan,43
Kazakhstan,9
Kenya,32
Kosovo,40
Kyrgyzstan,5
Laos,133
Latvia,44
Lebanon,36
Lesotho,43
Liberia,18
Libya,25
Liechtenstein,97
Lithuania,99
Luxembourg,115
Madagascar,49
Malawi,70
Maldives,97
Mali,62
Malta,97
Marshall Islands,103
Mauritania,110
Mauritius,172
Mexico,50
Moldova,5
Monaco,54
Montenegro,97
Morocco,38
Mozambique,74
Myanmar,57
Namibia,52
Netherlands,63
Nicaragua,173
Niger,229
North Macedonia,96
Norway,62
Pakistan,16
Palestine,30
Papua New Guinea,17
Peru,37
Philippines,1
Portugal,5
Qatar,6
Romania,31
Russia,15
Saint Kitts and Nevis,103
Saint Lucia,102
Saint Vincent and the Grenadines,103
Samoa,103
San Marino,102
Sao Tome and Principe,99
Saudi Arabia,7
Senegal,84
Serbia,76
Seychelles,120
Sierra Leone,109
Slovakia,106
Slovenia,80
Solomon Islands,169
Somalia,164
South Africa,42
South Korea,51
South Sudan,39
Spain,17
Sri Lanka,34
Sudan,24
Suriname,44
Sweden,53
Switzerland,70
Syria,45
Thailand,37
Timor,127
Togo,49
Trinidad and Tobago,10
Tunisia,129
Turkey,14
Uganda,7
Ukraine,53
United Arab Emirates,44
United States,12
Uruguay,122
Vanuatu,81
Vatican,103
Venezuela,33
Vietnam,6
Yemen,165
Zambia,94
Zimbabwe,16
Gabon,2
Kuwait,1
Paraguay,7
Poland,35
Tajikistan,63
Colombia,1
Panama,3
Bangladesh,3
Botswana,3
Nigeria,11
United Kingdom,4
Argentina,1
Bahrain,1
Barbados,15
Bhutan,9
Fiji,2
Indonesia,17
Malaysia,1
New Zealand,116
Rwanda,1
Singapore,21
Taiwan,178
Nepal,1
Brunei,75
Iceland,111
China,29
Mongolia,3
