country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,8,0,0,0
Albania,5,0,0,0
Algeria,8,0,0,0
Andorra,6,0,0,0
Angola,8,0,0,0
Antigua and Barbuda,8,0,0,0
Argentina,8,0,0,0
Armenia,2,0,0,0
Australia,3,0,0.078,0
Austria,1,0,0,0
Azerbaijan,8,0,0,0
Bahamas,8,0,0,0
Bahrain,2,0,0,0
Bangladesh,8,0,0,0
Barbados,2,0,0,0
Belarus,8,0,0,0
Belgium,0,42.883,0.431,8.628
Belize,8,0,0,0
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,8,0,0,0
Bosnia and Herzegovina,8,0,0,0
Botswana,8,0,0,0
Brazil,8,0,0.005,0
Brunei,3,0,0,0
Bulgaria,5,0,0,0
Burkina Faso,8,0,0,0
Burundi,8,0,0,0
Cambodia,5,0,0,0
Cameroon,8,0,0,0
Canada,5,0,0.026,0
Cape Verde,8,0,0,0
Central African Republic,8,0,0,0
Chad,8,0,0,0
Chile,5,0,0,0
China,8,0,0.009,0
Colombia,8,0,0,0
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,5,0,0,0
Cote d'Ivoire,8,0,0,0
Croatia,5,0,0,0
Cuba,8,0,0,0
Cyprus,7,0,0,0
Czechia,2,4.669,0,0.374
Democratic Republic of Congo,8,0,0,0
Denmark,1,14.157,0.173,3.108
Djibouti,8,0,0,0
Dominica,8,0,0,0
Dominican Republic,5,0,0.092,0
Ecuador,5,0,0,0
Egypt,8,0,0.02,0
El Salvador,8,0,0,0
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,1,7.538,0,0
Eswatini,8,0,0,0
Ethiopia,8,0,0,0
Fiji,8,0,0,0
Finland,2,0,0,0
France,0,39.511,0,10.709
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,8,0,0,0
Germany,7,0,0.084,0
Ghana,8,0,0,0
Greece,3,0,0.096,0
Grenada,8,0,0,0
Guatemala,8,0,0,0
Guinea,8,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,3,0,0,0
Haiti,8,0,0,0
Honduras,8,0,0,0
Hungary,5,4.865,0,0
Iceland,6,14.652,2.93,5.861
India,8,0,0.001,0
Indonesia,8,0,0,0
International,8,0,0,0
Iran,7,0,1.607,0
Iraq,8,0,0.025,0
Ireland,1,12.354,0,0
Israel,3,0,0,0
Italy,0,247.33,5.706,34.071
Jamaica,8,0,0,0
Japan,8,0,0,0
Jordan,5,0,0,0
Kazakhstan,5,0,0,0
Kenya,8,0,0,0
Kosovo,5,0,0,0
Kuwait,5,0,0,0
Kyrgyzstan,8,0,0,0
Laos,8,0,0,0
Latvia,2,0,0,0
Lebanon,5,0,0,0
Lesotho,8,0,0,0
Liberia,8,0,0,0
Libya,8,0,0,0
Liechtenstein,4,0,0,0
Lithuania,3,0,0,0
Luxembourg,6,0,0,0
Madagascar,8,0,0,0
Malawi,8,0,0,0
Malaysia,3,0,0.062,0
Maldives,8,0,0,0
Mali,8,0,0,0
Malta,1,9.059,0,0
Marshall Islands,8,0,0,0
Mauritania,8,0,0,0
Mauritius,8,0,0,0
Mexico,8,0,0,0
Moldova,5,0,0,0
Monaco,8,0,0,0
Mongolia,5,0,0,0
Montenegro,3,0,0,0
Morocco,8,0,0.027,0
Mozambique,8,0,0,0
Myanmar,8,0,0,0
Namibia,8,0,0,0
Nepal,8,0,0,0
Netherlands,7,0,1.109,10.738
New Zealand,5,0,0,0
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0,0,0
North Macedonia,3,0,0,0
Norway,1,12.543,0,0
Oman,8,0,0,0
Pakistan,8,0,0,0
Palestine,8,0,0,0
Panama,3,0,0,0
Papua New Guinea,8,0,0,0
Paraguay,8,0,0,0
Peru,5,0,0,0
Philippines,8,0,0,0
Poland,5,0,0.026,0
Portugal,1,20.203,0.098,1.667
Qatar,8,0,0,0
Romania,5,0,0,0
Russia,8,0,0,0
Rwanda,8,0,0,0
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,8,0,0,0
Sao Tome and Principe,8,0,0,0
Saudi Arabia,5,0,0,0
Senegal,8,0,0,0
Serbia,5,0,0,0
Seychelles,2,0,0,0
Sierra Leone,8,0,0,0
Singapore,3,0,0,0
Slovakia,5,0,0,0
Slovenia,1,18.279,0,2.405
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,8,0,0,0
South Korea,5,0,0.117,0
South Sudan,8,0,0,0
Spain,4,0,4.085,0
Sri Lanka,8,0,0,0
Sudan,8,0,0,0
Suriname,8,0,0,0
Sweden,2,0,0.594,0
Switzerland,4,0,1.502,0
Syria,8,0,0,0
Taiwan,8,0,0,0
Tajikistan,8,0,0,0
Tanzania,8,0,0,0
Thailand,8,0,0,0
Timor,8,0,0,0
Togo,8,0,0,0
Trinidad and Tobago,8,0,0,0
Tunisia,8,0,0,0
Turkey,8,0,0.012,0
Uganda,8,0,0,0
Ukraine,8,0,0.023,0
United Arab Emirates,8,0,0,0
United Kingdom,2,0,0.25,0
United States,3,0.982,0.106,0
Uruguay,3,0,0,0
Uzbekistan,8,0,0,0
Vanuatu,8,0,0,0
Vatican,8,0,0,0
Venezuela,8,0,0,0
Vietnam,8,0,0,0
Yemen,8,0,0,0
Zambia,8,0,0,0
Zimbabwe,8,0,0,0
