country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,8,0,0,0
Albania,7,0,0.695,0
Algeria,8,0,0.068,0
Andorra,8,0,0,0
Angola,8,0,0.091,0
Antigua and Barbuda,0,0,0,0
Argentina,1,0,4.558,0
Armenia,6,0,1.012,0
Australia,8,0,0.118,0
Austria,6,40.194,0,9.327
Azerbaijan,4,0,0.099,0
Bahamas,1,0,0,0
Bahrain,3,0,1.763,0
Bangladesh,4,0,0.194,0
Barbados,8,0,0,0
Belarus,7,0,0.529,0
Belgium,2,56.43,0.518,11.648
Belize,8,0,0,0
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,0,0,2.57,0
Bosnia and Herzegovina,7,0,0.61,0
Botswana,8,0,0,0
Brazil,6,0,1.576,0
Brunei,8,0,0,0
Bulgaria,5,114.27,1.007,5.901
Burkina Faso,8,0,0,0
Burundi,8,0,0,0
Cambodia,8,0,0,0
Cameroon,8,0,0,0
Canada,7,0,0.132,0
Cape Verde,1,0,1.799,0
Central African Republic,8,0,0,0
Chad,8,0,0.061,0
Chile,6,0,2.616,0
China,8,0,0,0
Colombia,1,0,3.773,0
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,8,0,0,0
Cote d'Ivoire,8,0,0,0
Croatia,5,68.205,0.731,0
Cuba,8,0,0.177,0
Cyprus,4,0,0,0
Czechia,2,76.571,1.401,17.462
Democratic Republic of Congo,8,0,0,0
Denmark,6,16.401,0.173,2.935
Djibouti,8,0,0,0
Dominica,6,0,0,0
Dominican Republic,7,0,0.184,0
Ecuador,7,0,0.34,0
Egypt,8,0,0.137,0
El Salvador,7,0,0,0
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,0,24.123,0,0.754
Eswatini,4,0,0,0
Ethiopia,4,0,0.043,0
Fiji,8,0,0,0
Finland,0,0,0,0
France,5,95.521,0,17.036
Gabon,8,0,0,0
Gambia,4,0,0.414,0
Georgia,6,0,0,0
Germany,0,0,0.06,0
Ghana,4,0,0,0
Greece,0,0,0.288,0
Grenada,8,0,0,0
Guatemala,0,0,0.893,0
Guinea,4,0,0.076,0
Guinea-Bissau,8,0,0,0
Guyana,7,0,2.543,0
Haiti,8,0,0,0
Honduras,8,0,0,0
Hong Kong,8,0,0,0
Hungary,2,64.18,0.621,0
Iceland,6,11.722,0,0
India,7,0,0.753,0
Indonesia,4,0,0.285,0
International,8,0,0,0
Iran,7,0,2.322,0
Iraq,6,0,1.367,0
Ireland,6,21.872,0,3.443
Israel,3,0,3.697,0
Italy,5,51.272,0.281,4.201
Jamaica,7,0,0.338,0
Japan,8,0,0.016,0
Jordan,7,0,0.196,0
Kazakhstan,0,0,0.107,0
Kenya,4,0,0.037,0
Kosovo,0,0,1.552,0
Kuwait,6,0,0.937,0
Kyrgyzstan,0,0,0,0
Laos,8,0,0,0
Latvia,4,3.711,0,0
Lebanon,1,0,1.026,0
Lesotho,8,0,0,0
Liberia,8,0,0,0
Libya,6,0,3.056,0
Liechtenstein,8,0,0,0
Lithuania,7,0,0.735,0
Luxembourg,5,57.51,0,4.793
Madagascar,8,0,0,0
Malawi,8,0,0,0
Malaysia,4,0,0.031,0
Maldives,6,0,0,0
Mali,8,0,0,0
Malta,7,0,0,0
Marshall Islands,8,0,0,0
Mauritania,8,0,0,0
Mauritius,8,0,0,0
Mexico,0,0,1.45,0
Moldova,6,0,1.983,0
Monaco,8,0,0,0
Mongolia,8,0,0,0
Montenegro,1,0,0,0
Morocco,6,0,0.759,0
Mozambique,4,0,0.128,0
Myanmar,4,0,0.515,0
Namibia,7,0,0,0
Nepal,7,0,0.343,0
Netherlands,1,0,0.467,9.279
New Zealand,8,0,0,0
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0,0.01,0
North Macedonia,6,0,1.44,0
Norway,4,0,0,0
Oman,3,0,4.7,0
Pakistan,8,0,0.041,0
Palestine,6,0,1.176,0
Panama,6,0,3.94,0
Papua New Guinea,8,0,0,0
Paraguay,6,0,2.944,0
Peru,1,0,3.185,0
Philippines,0,0,0.548,0
Poland,5,58.737,0.211,0
Portugal,5,62.275,0.883,8.728
Qatar,6,0,0,0
Romania,6,0,1.611,27.81
