country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0,0.026,0
Albania,3,0,0,0
Algeria,3,0,0.479,0
Andorra,4,0,12.942,0
Angola,5,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,3,0,0.221,0
Armenia,3,0,0.675,0
Australia,3,0,0.118,0
Austria,0,85.606,2.665,28.979
Azerbaijan,3,0,0.099,0
Bahamas,3,0,0,0
Bahrain,6,0,0.588,0
Bangladesh,5,0,0.036,0
Barbados,3,0,3.48,0
Belarus,8,0,0.317,0
Belgium,1,488.627,42.797,108.891
Belize,3,0,2.515,0
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,5,0,0.086,0
Bosnia and Herzegovina,2,0,0.305,0
Botswana,5,0,0,0
Brazil,3,0,0.503,0
Brunei,3,0,0,0
Bulgaria,3,33.245,0.144,4.749
Burkina Faso,5,0,0,0
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,3,0,0.075,0
Canada,6,0,1.431,0
Cape Verde,5,0,0,0
Central African Republic,5,0,0,0
Chad,5,0,0,0
Chile,6,0,0.418,0
China,5,0,0.001,0
Colombia,3,0,0.216,0
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,3,0,0,0
Cote d'Ivoire,5,0,0,0
Croatia,6,0,0.244,0
Cuba,3,0,0,0
Cyprus,6,0,0,0
Czechia,0,37.632,0.654,8.311
Democratic Republic of Congo,5,0,0.022,0
Denmark,0,69.231,1.726,19.509
Djibouti,2,0,1.012,0
Dominica,2,0,0,0
Dominican Republic,6,0,0.737,0
Ecuador,8,0,1.417,0
Egypt,5,0,0.166,0
El Salvador,5,0,0,0
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,0,107.799,0,8.292
Eswatini,5,0,0,0
Ethiopia,5,0,0.009,0
Fiji,5,0,0,0
Finland,0,42.594,1.083,14.619
France,1,476.579,15.121,105.326
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,3,0,0,0
Germany,8,0,1.91,0
Ghana,5,0,0,0
Greece,3,0,0.48,0
Grenada,2,0,0,0
Guatemala,5,0,0,0
Guinea,5,0,0,0
Guinea-Bissau,5,0,0,0
Guyana,5,0,0,0
Haiti,5,0,0,0
Honduras,3,0,0,0
Hungary,0,103.619,1.139,0
Iceland,7,111.355,2.93,29.304
India,5,0,0.014,0
Indonesia,5,0,0.095,0
International,5,0,0,0
Iran,6,0,1.453,0
Iraq,5,0,0.025,0
Ireland,4,167.079,4.86,31.391
Israel,6,0,0.924,0
Italy,1,524.943,9.427,57.838
Jamaica,5,0,0,0
Japan,3,0,0.095,0
Jordan,5,0,0,0
Kazakhstan,5,0,0.107,0
Kenya,5,0,0,0
Kosovo,5,0,0.517,0
Kuwait,2,0,0,0
Kyrgyzstan,3,0,0.153,0
Laos,5,0,0,0
Latvia,2,18.556,0,0
Lebanon,3,0,0.147,0
Lesotho,5,0,0,0
Liberia,5,0,0.198,0
Libya,5,0,0,0
Liechtenstein,6,0,0,0
Lithuania,2,0,2.204,0
Luxembourg,7,308.319,3.195,44.73
Madagascar,5,0,0,0
Malawi,5,0,0,0
Malaysia,3,0,0.093,0
Maldives,5,0,0,0
Mali,5,0,0,0
Malta,6,15.854,0,9.059
Marshall Islands,5,0,0,0
Mauritania,5,0,0,0
Mauritius,3,0,1.573,0
Mexico,3,0,0.302,0
Moldova,6,0,0,0
Monaco,4,0,0,0
Mongolia,5,0,0,0
Montenegro,3,0,0,0
Morocco,5,0,0.271,0
Mozambique,5,0,0,0
Myanmar,5,0,0,0
Namibia,5,0,0,0
Nepal,5,0,0,0
Netherlands,8,0,6.828,75.227
New Zealand,2,0,0.207,0
Nicaragua,5,0,0,0
Niger,5,0,0,0
Nigeria,5,0,0,0
North Macedonia,6,0,0.96,0
Norway,0,43.164,0.922,0
Oman,3,0,0,0
Pakistan,5,0,0.091,0
Palestine,5,0,0.196,0
Panama,8,0,0.695,0
Papua New Guinea,5,0,0,0
Paraguay,5,0,0.14,0
Peru,2,0,0.94,0
Philippines,5,0,0.164,0
Poland,2,0,0.185,0
Portugal,7,115.626,2.55,22.164
Qatar,8,0,0,0
Romania,2,0,1.144,9.513
Russia,2,0,0.123,0
Rwanda,5,0,0,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,5,0,0,0
Saudi Arabia,2,0,0.086,0
Senegal,5,0,0,0
Serbia,6,0,0.735,0
Seychelles,5,0,0,0
Sierra Leone,5,0,0,0
Singapore,6,0,0.171,0
Slovakia,3,0,0,0
Slovenia,0,50.988,0.962,17.317
Solomon Islands,5,0,0,0
Somalia,5,0,0,0
South Africa,5,0,0.101,0
South Korea,5,0,0.078,0
South Sudan,5,0,0,0
Spain,8,0,13.56,0
Sri Lanka,5,0,0,0
Sudan,5,0,0,0
Suriname,5,0,0,0
Sweden,8,0,10.199,0
Switzerland,8,0,6.239,0
Syria,5,0,0,0
Taiwan,5,0,0.042,0
Tajikistan,5,0,0,0
Tanzania,5,0,0.033,0
Thailand,5,0,0.014,0
Timor,5,0,0,0
Togo,5,0,0,0
Trinidad and Tobago,5,0,0,0
Tunisia,3,0,0,0
Turkey,8,0,1.162,0
Uganda,5,0,0,0
Ukraine,3,0,0.274,0
United Arab Emirates,6,0,0.202,0
United Kingdom,7,289.515,16.542,47.55
United States,7,160.624,6.728,38.347
Uruguay,3,0,0,0
Uzbekistan,5,0,0,0
Vanuatu,5,0,0,0
Vatican,5,0,0,0
Venezuela,5,0,0,0
Vietnam,5,0,0,0
Yemen,5,0,0,0
Zambia,5,0,0.054,0
Zimbabwe,5,0,0,0
