country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,8,0,0,0
Albania,2,0,0,0
Algeria,2,0,0.091,0
Andorra,3,0,0,0
Angola,8,0,0,0
Antigua and Barbuda,8,0,0,0
Argentina,8,0,0.022,0
Armenia,7,0,0,0
Australia,5,0,0,0
Austria,0,0,0.222,0
Azerbaijan,2,0,0,0
Bahamas,2,0,0,0
Bahrain,5,0,0,0
Bangladesh,8,0,0.006,0
Barbados,7,0,0,0
Belarus,8,0,0,0
Belgium,6,119.417,2.589,25.022
Belize,8,0,0,0
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,8,0,0,0
Bosnia and Herzegovina,2,0,0.305,0
Botswana,8,0,0,0
Brazil,2,0,0.019,0
Brunei,5,0,0,0
Bulgaria,7,0,0,0
Burkina Faso,2,0,0.048,0
Burundi,8,0,0,0
Cambodia,8,0,0,0
Cameroon,8,0,0,0
Canada,5,0,0.185,0
Cape Verde,7,0,0,0
Central African Republic,8,0,0,0
Chad,8,0,0,0
Chile,7,0,0,0
China,8,0,0.004,0
Colombia,8,0,0,0
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,7,0,0.196,0
Cote d'Ivoire,8,0,0,0
Croatia,1,0,0,0
Cuba,8,0,0,0
Cyprus,1,0,0,0
Czechia,5,7.47,0,1.307
Democratic Republic of Congo,8,0,0.011,0
Denmark,6,35.565,0.691,7.251
Djibouti,8,0,0,0
Dominica,8,0,0,0
Dominican Republic,7,0,0,0
Ecuador,7,0,0.113,0
Egypt,8,0,0.02,0
El Salvador,8,0,0,0
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,6,18.846,0,3.015
Eswatini,8,0,0,0
Ethiopia,8,0,0,0
Fiji,8,0,0,0
Finland,5,0,0.18,0
France,6,90.389,1.716,22.26
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,2,0,0,0
Germany,1,0,0.203,0
Ghana,8,0,0.032,0
Greece,2,0,0.672,0
Grenada,8,0,0,0
Guatemala,8,0,0,0
Guinea,8,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,8,0,0,0
Haiti,8,0,0,0
Honduras,8,0,0,0
Hungary,2,9.523,0.104,0
Iceland,3,35.165,2.93,2.93
India,8,0,-0.001,0
Indonesia,8,0,0.022,0
International,8,0,0,0
Iran,5,0,1.464,0
Iraq,8,0,0,0
Ireland,6,30.58,0,0
Israel,1,0,0,0
Italy,4,340.132,13.116,47.253
Jamaica,8,0,0,0
Japan,8,0,0.016,0
Jordan,8,0,0,0
Kazakhstan,8,0,0,0
Kenya,8,0,0,0
Kosovo,2,0,0,0
Kuwait,7,0,0,0
Kyrgyzstan,2,0,0,0
Laos,8,0,0,0
Latvia,7,0,0,0
Lebanon,7,0,0,0
Lesotho,8,0,0,0
Liberia,8,0,0,0
Libya,8,0,0,0
Liechtenstein,3,0,0,0
Lithuania,5,0,0.367,0
Luxembourg,3,99.045,6.39,9.585
Madagascar,8,0,0,0
Malawi,8,0,0,0
Malaysia,7,0,0.031,0
Maldives,8,0,0,0
Mali,8,0,0,0
Malta,6,22.648,0,0
Marshall Islands,8,0,0,0
Mauritania,8,0,0,0
Mauritius,2,0,0.786,0
Mexico,8,0,0,0
Moldova,7,0,0,0
Monaco,8,0,0,0
Mongolia,2,0,0,0
Montenegro,8,0,0,0
Morocco,8,0,0,0
Mozambique,8,0,0,0
Myanmar,8,0,0,0
Namibia,8,0,0,0
Nepal,8,0,0,0
Netherlands,0,0,1.751,25.445
New Zealand,2,0,0,0
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0,0,0
North Macedonia,5,0,0,0
Norway,6,27.3,0,0
Oman,8,0,0,0
Pakistan,8,0,0.009,0
Palestine,8,0,0,0
Panama,5,0,0,0
Papua New Guinea,8,0,0,0
Paraguay,8,0,0.14,0
Peru,2,0,0.061,0
Philippines,8,0,0.009,0
Poland,2,0,0,0
Portugal,1,15.299,0.588,3.432
Qatar,7,0,0,0
Romania,2,0,0,0.728
Russia,8,0,0,0
Rwanda,8,0,0,0
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,5,0,176.793,0
Sao Tome and Principe,8,0,0,0
Saudi Arabia,2,0,0,0
Senegal,8,0,0,0
Serbia,7,0,0,0
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0
Singapore,7,0,0.342,0
Slovakia,7,0,0,0
Slovenia,6,24.532,0,3.848
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,8,0,0,0
South Korea,2,0,0.156,0
South Sudan,8,0,0,0
Spain,0,0,7.101,0
Sri Lanka,8,0,0,0
Sudan,8,0,0,0
Suriname,8,0,0,0
Sweden,5,0,1.089,0
Switzerland,3,0,2.426,0
Syria,8,0,0,0
Taiwan,8,0,0,0
Tajikistan,8,0,0,0
Tanzania,8,0,0,0
Thailand,2,0,0,0
Timor,8,0,0,0
Togo,2,0,0,0
Trinidad and Tobago,1,0,0,0
Tunisia,8,0,0,0
Turkey,7,0,0.059,0
Uganda,8,0,0,0
Ukraine,8,0,0,0
United Arab Emirates,2,0,0,0
United Kingdom,5,0,0.854,0
United States,5,4.508,0.299,0
Uruguay,7,0,0,0
Uzbekistan,8,0,0,0
Vanuatu,8,0,0,0
Vatican,8,0,0,0
Venezuela,2,0,0,0
Vietnam,8,0,0,0
Yemen,8,0,0,0
Zambia,8,0,0,0
Zimbabwe,8,0,0,0
