country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0,0.719,0
Albania,4,0,1.042,0
Algeria,4,0,0.182,0
Andorra,4,0,0,0
Angola,4,0,0.061,0
Antigua and Barbuda,4,0,0,0
Argentina,0,0,0.974,0
Armenia,2,0,3.375,0
Australia,4,0,0,0
Austria,4,7.217,0,0.999
Azerbaijan,0,0,0.69,0
Bahamas,4,0,0,0
Bahrain,5,0,2.938,0
Bangladesh,1,0,0.249,0
Barbados,4,0,0,0
Belarus,1,0,0.635,0
Belgium,6,17.516,0.604,3.106
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,0,0,6.682,0
Bosnia and Herzegovina,1,0,0.61,0
Botswana,4,0,0,0
Brazil,2,0,4.883,0
Brunei,4,0,0,0
Bulgaria,3,64.187,0.288,4.605
Burkina Faso,4,0,0,0
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0,0
Canada,4,0,0.742,0
Cape Verde,0,0,0,0
Central African Republic,4,0,0,0
Chad,4,0,0,0
Chile,2,0,3.4,0
China,4,0,0,0
Colombia,0,0,2.673,0
Comoros,4,0,0,0
Congo,1,0,0.725,0
Costa Rica,0,0,0.196,0
Cote d'Ivoire,4,0,0,0
Croatia,6,19.487,0.244,0
Cuba,4,0,0,0
Cyprus,4,0,0,0
Czechia,4,7.003,0,0.934
Democratic Republic of Congo,4,0,0.056,0
Denmark,4,5.007,0.173,1.899
Djibouti,1,0,1.012,0
Dominica,4,0,0,0
Dominican Republic,0,0,0.645,0
Ecuador,0,0,2.777,0
Egypt,4,0,0.792,0
El Salvador,1,0,1.233,0
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,4,2.262,0,0.754
Eswatini,1,0,0,0
Ethiopia,4,0,0,0
Fiji,4,0,0,0
Finland,4,4.332,0,0
France,3,127.019,0.276,8.487
Gabon,1,0,0,0
Gambia,4,0,0,0
Georgia,4,0,0,0
Germany,4,0,0.06,0
Ghana,4,0,0.161,0
Greece,4,0,0,0
Grenada,4,0,0,0
Guatemala,1,0,2.456,0
Guinea,4,0,0,0
Guinea-Bissau,4,0,0,0
