country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0,0.231,0
Albania,6,0,3.475,0
Algeria,1,0,0.525,0
Andorra,4,0,0,0
Angola,1,0,0.03,0
Antigua and Barbuda,1,0,0,0
Argentina,6,0,5.023,0
Armenia,0,0,9.449,0
Australia,1,0,0,0
Austria,2,417.037,11.769,78.278
Azerbaijan,0,0,3.156,0
Bahamas,5,0,0,0
Bahrain,3,0,0.588,0
Bangladesh,1,0,0.225,0
Barbados,1,0,0,0
Belarus,6,0,0.952,0
Belgium,6,379.219,12.252,89.218
Belize,6,0,5.03,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,1,0,0.514,0
Bosnia and Herzegovina,6,0,15.545,0
Botswana,3,0,0,0
Brazil,6,0,3.251,0
Brunei,1,0,0,0
Bulgaria,2,957.768,23.315,61.884
Burkina Faso,1,0,0,0
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,3,0,2.252,0
Cape Verde,3,0,1.799,0
Central African Republic,1,0,0,0
Chad,1,0,0,0
Chile,3,0,5.074,0
China,1,0,0,0
Colombia,6,0,3.125,0
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,6,0,0.982,0
Cote d'Ivoire,1,0,0,0
Croatia,2,528.833,12.423,0
Cuba,1,0,0,0
Cyprus,6,0,1.142,0
Czechia,2,471.38,15.688,69.381
Democratic Republic of Congo,1,0,0.022,0
Denmark,6,42.126,1.554,7.251
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,3,0,0.184,0
Ecuador,5,0,1.587,0
Egypt,1,0,0.107,0
El Salvador,1,0,1.85,0
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,6,148.507,1.508,15.831
Eswatini,5,0,0,0
Ethiopia,1,0,0.07,0
Fiji,1,0,0,0
Finland,3,0,0,0
France,2,448.605,5.224,61.373
Gabon,1,0,0,0
Gambia,1,0,0,0
Georgia,4,0,9.776,0
Germany,6,0,5.132,0
Ghana,1,0,0,0
Greece,6,0,9.498,0
Grenada,1,0,0,0
Guatemala,5,0,1.451,0
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,5,0,2.543,0
Haiti,1,0,0,0
Honduras,5,0,0.404,0
Hungary,2,780.199,11.904,0
Iceland,5,123.077,0,5.861
India,5,0,0.357,0
Indonesia,1,0,0.464,0
International,1,0,0,0
Iran,6,0,5.739,0
Iraq,5,0,0.97,0
Ireland,5,50.022,0.608,7.291
Israel,3,0,1.04,0
Italy,2,626.577,13.595,63.61
Jamaica,1,0,0.338,0
Japan,1,0,0.103,0
Jordan,0,0,6.567,0
Kazakhstan,5,0,0.107,0
Kenya,1,0,0.186,0
Kosovo,0,0,7.761,0
Kuwait,3,0,0.234,0
Kyrgyzstan,5,0,0.766,0
Laos,1,0,0,0
Latvia,2,259.251,2.121,0
Lebanon,6,0,3.516,0
Lesotho,1,0,0,0
Liberia,1,0,0,0
Libya,3,0,2.183,0
Liechtenstein,0,0,0,0
Lithuania,0,0,6.245,0
Luxembourg,4,353.049,9.585,68.693
Madagascar,1,0,0,0
Malawi,1,0,0,0
Malaysia,5,0,0.093,0
Maldives,5,0,0,0
Mali,1,0,0,0
Malta,6,0,6.794,0
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0,0
Mexico,5,0,5.003,0
Moldova,0,0,4.958,0
Monaco,3,0,0,0
Mongolia,1,0,0,0
Montenegro,4,0,15.922,0
Morocco,3,0,2.167,0
Mozambique,1,0,0,0
Myanmar,5,0,0.662,0
Namibia,5,0,0.787,0
Nepal,5,0,0.789,0
Netherlands,6,0,4.377,32.915
New Zealand,1,0,0,0
Nicaragua,1,0,0,0
Niger,1,0,0,0
Nigeria,1,0,0,0
North Macedonia,0,0,14.4,0
Norway,3,22.689,0,0
Oman,1,0,0,0
Pakistan,1,0,0.244,0
Palestine,0,0,2.94,0
Panama,0,0,3.708,0
Papua New Guinea,1,0,0,0
Paraguay,3,0,1.823,0
Peru,1,0,0,0
Philippines,1,0,0.246,0
Poland,2,571.676,15.325,0
Portugal,2,313.042,8.042,50.605
Qatar,3,0,0,0
Romania,0,0,8.889,63.729
Russia,6,0,3.529,0
Rwanda,1,0,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,1,0,0,0
Saudi Arabia,1,0,0.431,0
Senegal,1,0,0,0
Serbia,4,0,7.495,0
Seychelles,1,0,0,0
Sierra Leone,1,0,0,0
Singapore,1,0,0,0
Slovakia,0,0,3.114,0
Slovenia,2,627.726,22.127,101.975
Solomon Islands,1,0,0,0
Somalia,1,0,0,0
South Africa,5,0,1.484,0
South Korea,1,0,0.02,0
South Sudan,1,0,0,0
Spain,6,327.581,7.208,60.208
Sri Lanka,5,0,0.14,0
Sudan,1,0,0.114,0
Suriname,1,0,0,0
Sweden,0,0,6.634,0
Switzerland,0,0,13.403,0
Syria,1,0,0.457,0
Taiwan,1,0,0,0
Tajikistan,1,0,0,0
Tanzania,1,0,0,0
Thailand,1,0,0,0
Timor,1,0,0,0
Togo,1,0,0,0
Trinidad and Tobago,5,0,0,0
Tunisia,3,0,4.315,0
Turkey,0,0,2.063,0
Uganda,1,0,0,0
Ukraine,0,0,5.351,0
United Arab Emirates,3,0,0.101,0
United Kingdom,6,232.743,7.336,21.448
United States,6,273.605,3.728,54.438
Uruguay,5,0,0.288,0
Uzbekistan,1,0,0.03,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,1,0,0.141,0
Vietnam,1,0,0,0
Yemen,1,0,0.034,0
Zambia,1,0,0,0
Zimbabwe,1,0,0,0
