country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,4,0,0,21.3
Albania,2,0,0,54.63
Algeria,7,0,0,75.93
Andorra,1,0,0,45.37
Angola,7,0,0,75
Antigua and Barbuda,8,0,0,0
Argentina,7,0.286,2.1,87.96
Armenia,8,0,0,0
Australia,0,0,1273.4,75.46
Austria,4,1.397,20.8,37.04
Azerbaijan,9,0,0,70.37
Bahamas,8,0,0,0
Bahrain,9,0,17.3,63.89
Bangladesh,7,0.07,8.1,80.09
Barbados,1,0,0,38.89
Belarus,5,0,45.4,16.67
Belgium,5,1.887,28.4,52.78
Belize,9,0,0,72.22
Benin,1,0,0,47.22
Bhutan,7,0,0,83.8
Bolivia,7,0.066,3.4,84.26
Bosnia and Herzegovina,1,0,0,40.74
Botswana,2,0,0,58.33
Brazil,9,0,0,69.91
Brunei,1,0,0,35.19
Bulgaria,4,0,29.9,35.19
Burkina Faso,1,0,0,36.11
Burundi,4,0,0,14.81
Cambodia,1,0,0,37.04
Cameroon,2,0,0,55.56
Canada,5,1.705,65.3,60.65
Cape Verde,9,0.34,6.4,68.98
Central African Republic,2,0,0,56.48
Chad,7,0,0,76.85
Chile,7,1.445,18.2,81.94
China,7,0,0,81.94
Colombia,9,0.485,0,71.3
Comoros,8,0,0,0
Congo,2,0,0,62.04
Costa Rica,2,0.219,0,62.96
Cote d'Ivoire,5,0.071,33.5,37.96
Croatia,4,1.068,26.7,28.7
Cuba,3,0.671,132,86.11
Cyprus,0,2.471,238.8,53.7
Czechia,1,0.986,9.9,38.89
Democratic Republic of Congo,1,0.001,13.6,46.3
Denmark,3,7.073,116.7,50.93
Djibouti,1,0,0,50.93
Dominica,4,0,0,28.7
Dominican Republic,7,0.309,5.9,78.7
Ecuador,1,0.195,0,51.39
Egypt,2,0,0,62.96
El Salvador,5,0.528,28.8,61.11
Equatorial Guinea,8,0,0,0
Eritrea,7,0,0,86.11
Estonia,3,1.493,84.1,25.93
Eswatini,2,0,0,64.81
Ethiopia,7,0.07,14.3,77.78
Fiji,1,0.031,0,51.85
Finland,0,1.863,244.5,32.41
France,1,0.456,18.5,48.61
Gabon,2,0,0,66.67
Gambia,7,0,0,75.93
Georgia,2,0,0,60.19
Germany,3,0,83.3,49.54
Ghana,5,0.059,29.9,44.44
Greece,5,0.787,40.1,54.63
Grenada,8,0,0,0
Guatemala,9,0.078,4,67.59
Guinea,2,0,0,65.28
Guinea-Bissau,8,0,0,0
Guyana,7,0,0,75
Haiti,4,0,0,21.3
Honduras,7,0,0,84.26
Hong Kong,2,0,0,62.96
Hungary,1,1.229,13.7,40.74
Iceland,3,4.431,83,37.96
India,7,0.874,11.5,81.02
Indonesia,9,0.079,6.7,68.98
International,8,0,0,0
Iran,2,0,9.3,54.63
Iraq,9,0.449,5.4,64.81
Ireland,5,2.458,44.1,63.43
Israel,7,2.83,10.6,81.48
Italy,5,1.38,59.1,47.22
Jamaica,7,0.212,4.1,78.7
Japan,5,0.049,34.5,38.89
Jordan,2,0,0,66.67
Kazakhstan,5,0.722,54.8,78.7
Kenya,9,0,22,71.3
Kosovo,2,0,0,58.33
Kuwait,9,0.53,6.8,65.74
Kyrgyzstan,9,0,0,69.91
Laos,1,0,0,36.11
Latvia,0,1.025,325,41.67
Lebanon,2,0,0,61.11
Lesotho,2,0,0,65.74
Liberia,2,0,0,60.19
Libya,7,0,0,86.11
Liechtenstein,8,0,0,0
Lithuania,5,0.595,72.6,34.26
Luxembourg,5,1.34,72.9,44.44
Madagascar,2,0.013,10.9,58.33
Malawi,5,0.028,49.5,54.63
Malaysia,0,0.227,238.6,55.56
Maldives,8,2.227,17.2,0
