country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,7,0,0,78.7
Albania,6,0,0,62.96
Algeria,8,0,0,74.07
Andorra,0,0,0,45.37
Angola,8,0,0,76.39
Antigua and Barbuda,2,0,0,0
Argentina,3,0.264,2.4,90.74
Armenia,2,0,0,0
Australia,9,2.513,171.3,68.06
Austria,9,0.783,127.8,35.19
Azerbaijan,3,0,0,96.3
Bahamas,2,0,0,0
Bahrain,6,0,25.3,69.44
Bangladesh,7,0.063,4.4,80.09
Barbados,0,0,0,45.37
Belarus,5,1.158,58.6,16.67
Belgium,5,1.252,47,50
Belize,8,0,0,69.44
Benin,0,0,0,41.67
Bhutan,6,0,0,62.96
Bolivia,7,0.294,1.7,84.26
Bosnia and Herzegovina,6,0,0,59.26
Botswana,6,0,0,57.41
Brazil,7,0,0,81.02
Brunei,6,0,0,49.07
Bulgaria,0,1.169,20.6,36.11
Burkina Faso,0,0,0,45.37
Burundi,2,0,0,13.89
Cambodia,0,0,0,38.89
Cameroon,6,0,0,60.19
Canada,5,1.178,77.9,67.13
Cape Verde,6,0.59,9.4,68.06
Central African Republic,6,0,0,54.63
Chad,8,0,0,67.59
Chile,7,1.001,7.9,84.72
China,7,0,0,78.24
Colombia,7,0.581,0,87.04
Comoros,2,0,0,0
Congo,6,0,0,62.04
Costa Rica,8,0.362,0,73.61
Cote d'Ivoire,6,0.076,7,60.65
Croatia,0,0.282,15.4,35.19
Cuba,1,0.281,629.2,66.67
Cyprus,1,1.92,679.8,47.22
Czechia,0,0.312,26.1,37.5
Democratic Republic of Congo,6,0.007,9.1,55.56
Denmark,1,2.025,394.4,54.63
Djibouti,6,0,0,50.93
Dominica,0,0,0,44.44
Dominican Republic,7,0.506,3,78.7
Ecuador,7,0.117,0,78.24
Egypt,6,0,0,60.19
El Salvador,3,0.379,6.4,89.81
Equatorial Guinea,2,0,0,0
Eritrea,3,0,0,89.81
Estonia,9,0.206,242.7,25.93
Eswatini,7,0,0,80.56
Ethiopia,7,0.074,11.9,80.56
Fiji,9,0.032,279.7,51.85
Finland,1,0.679,427.5,35.19
France,5,0.665,76.9,46.3
Gabon,8,0,0,66.67
Gambia,0,0,0,35.65
Georgia,6,0,0,51.85
Germany,6,0,0,55.09
Ghana,6,0.133,5.2,52.78
Greece,9,0,197,57.41
Grenada,2,0,0,0
Guatemala,3,0.105,3.3,96.3
Guinea,8,0,0,68.52
Guinea-Bissau,2,0,0,0
Guyana,7,0,0,77.31
Haiti,0,0,0,28.7
Honduras,3,0,0,96.3
Hungary,9,0.395,170.1,54.63
Iceland,5,0.135,72.8,39.81
India,7,0.305,7.8,77.78
Indonesia,6,0.044,7.4,62.5
International,2,0,0,0
Iran,6,0,10.5,58.8
Iraq,3,0,6.8,92.59
Ireland,1,1.8,422.5,38.89
Israel,6,1.789,15,54.63
Italy,9,0.855,192.7,58.33
Jamaica,5,0.256,82.4,64.81
Japan,0,0.075,15,30.56
Jordan,6,0,0,48.15
Kazakhstan,7,3.664,13.6,83.33
Kenya,7,0,8.3,78.7
Kosovo,6,0,0,54.63
Kuwait,7,0.915,5.9,77.78
Kyrgyzstan,8,0,0,76.39
Laos,0,0,0,20.37
Latvia,1,0.657,593.2,50
Lebanon,0,0,0,41.67
Lesotho,8,0,0,71.3
Liberia,6,0,0,64.81
Libya,3,0.156,11.6,90.74
Liechtenstein,2,0,0,0
Lithuania,5,0.083,63.3,31.48
Luxembourg,5,9.674,96,23.15
Madagascar,8,0.013,2.4,68.98
Malawi,6,0.02,4.5,60.19
Malaysia,1,0.223,401.9,47.22
Maldives,2,2.089,16.7,0
Mali,6,0,0,52.78
Malta,1,2.763,628.3,0
Marshall Islands,2,0,0,0
Mauritania,0,0,12,29.63
Mauritius,2,0,0,16.67
Mexico,8,0.057,2,70.83
Moldova,6,0,0,57.41
Monaco,2,0,0,0
Mongolia,6,0,0,60.19
Montenegro,2,0,0,0
Morocco,5,0.567,51.6,64.81
Mozambique,5,0.019,34.6,75
Myanmar,4,0.022,1003.5,76.85
Namibia,6,0.309,7.9,62.5
Nepal,7,0.14,27.9,78.7
Netherlands,0,0,0,39.81
New Zealand,4,0.349,4342.7,22.22
Nicaragua,0,0,0,20.37
Niger,0,0,0,25.93
Nigeria,7,0.017,12.9,71.76
North Macedonia,2,0.74,10.1,0
Norway,1,0.314,335,40.74
Oman,3,0.602,2.9,100
Pakistan,6,0.107,15.2,66.67
Palestine,7,0,0,83.33
Panama,7,0.623,3.1,84.26
Papua New Guinea,6,0,0,49.07
Paraguay,7,0.261,18.8,78.7
Peru,7,0.152,0,81.48
Philippines,7,0.331,15.1,76.85
Poland,5,0.529,41.4,39.81
Portugal,5,1.161,62,71.76
Qatar,7,1.502,11,80.56
Romania,0,1.774,20.6,42.59
Russia,5,1.999,46.5,68.06
Rwanda,9,0.334,145.5,74.07
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,0,0,0,33.33
Sao Tome and Principe,2,0,0,0
Saudi Arabia,7,1.734,24.7,71.3
Senegal,0,0.079,8,32.41
Serbia,5,1.374,29.4,55.56
Seychelles,0,0,0,23.15
Sierra Leone,0,0,0,32.41
Singapore,5,0,68.9,50
Slovakia,5,0.14,80.4,37.96
Slovenia,5,0.272,45.2,50
Solomon Islands,0,0,0,33.33
Somalia,0,0,0,31.48
South Africa,7,0.781,3.7,80.56
South Korea,9,0.179,152.3,44.91
South Sudan,7,0,0,80.56
Spain,6,0,23.2,64.35
Sri Lanka,9,0.094,206,53.7
Sudan,8,0,0,71.3
Suriname,7,0,0,83.33
Sweden,5,0.837,43.8,59.26
Switzerland,5,0.42,44.1,39.35
Syria,8,0,0,69.44
Taiwan,9,0.004,141,23.15
Tajikistan,6,0,0,49.07
Tanzania,0,0,0,27.78
Thailand,4,0.056,961.7,52.78
Timor,0,0,0,29.63
Togo,5,0.07,33.7,50.93
Trinidad and Tobago,5,0.129,44.1,60.19
Tunisia,5,0.091,64.9,26.85
Turkey,5,0.514,46.6,42.59
Uganda,1,0.042,385.4,79.63
Ukraine,0,0.322,14.5,41.67
United Arab Emirates,9,5.321,170.6,43.52
United Kingdom,9,1.975,183.4,64.35
United States,6,2.632,11.9,67.13
Uruguay,9,0.428,110.7,23.15
Uzbekistan,8,0,0,71.3
Vanuatu,8,0,0,66.67
Vatican,2,0,0,0
Venezuela,7,0,0,86.11
Vietnam,6,0,0,55.56
Yemen,0,0,0,31.48
Zambia,6,0.1,5,50.93
Zimbabwe,7,0.141,11.9,80.56
