country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,5,0,0,48.15
Albania,5,0,0,57.41
Algeria,4,0,0,79.63
Andorra,5,0,0,45.37
Angola,4,0,0,79.17
Antigua and Barbuda,1,0,0,0
Argentina,4,0.43,2.6,87.96
Armenia,1,0,0,0
Australia,7,2.68,239.7,79.17
Austria,6,1.468,38.1,35.19
Azerbaijan,4,0,0,85.19
Bahamas,1,0,0,0
Bahrain,0,0,26,69.44
Bangladesh,4,0.085,4.9,80.09
Barbados,5,0,0,48.15
Belarus,3,0,76.4,16.67
Belgium,6,2.058,33.3,58.33
Belize,0,0,0,72.69
Benin,5,0,0,41.67
Bhutan,4,0,0,97.22
Bolivia,4,0.23,2.3,84.26
Bosnia and Herzegovina,5,0,0,59.26
Botswana,5,0,0,47.22
Brazil,0,0,0,69.91
Brunei,5,0,0,40.74
Bulgaria,6,1.245,30.8,38.89
Burkina Faso,5,0,0,48.15
Burundi,1,0,0,11.11
Cambodia,5,0,0,47.22
Cameroon,0,0,0,60.19
Canada,3,1.292,138.7,64.35
Cape Verde,0,0.631,7.5,65.28
Central African Republic,5,0,0,54.63
Chad,0,0,0,64.81
Chile,4,1.375,15.3,81.94
China,4,0,0,78.24
Colombia,4,0.628,0,87.04
Comoros,1,0,0,0
Congo,0,0,0,67.59
Costa Rica,0,0.235,0,72.22
Cote d'Ivoire,9,0.013,16.6,31.94
Croatia,9,0.584,8.6,35.19
Cuba,3,0.461,82.4,82.41
Cyprus,7,3.656,263.6,47.22
Czechia,9,0.769,28.5,36.11
Democratic Republic of Congo,9,0.003,14.6,40.74
Denmark,7,6.563,271.1,50.93
Djibouti,5,0,0,50.93
Dominica,9,0,0,36.11
Dominican Republic,4,0.404,4.5,78.7
Ecuador,4,0.199,0,76.39
Egypt,0,0,0,62.96
El Salvador,4,0.375,8.7,89.81
Equatorial Guinea,1,0,0,0
Eritrea,4,0,0,89.81
Estonia,7,0.792,154,23.15
Eswatini,0,0,0,64.81
Ethiopia,4,0.187,14.9,80.56
Fiji,5,0.054,0,54.63
Finland,8,2.882,552.5,32.41
France,6,2.358,31.2,48.15
Gabon,0,0,0,66.67
Gambia,4,0,0,77.78
Georgia,5,0,0,57.41
Germany,5,0,0,56.94
Ghana,5,0.036,6,52.78
Greece,3,1.167,83.1,56.02
Grenada,1,0,0,0
Guatemala,4,0.214,3.8,87.04
Guinea,0,0,0,70.83
Guinea-Bissau,1,0,0,0
Guyana,0,0,0,73.15
Haiti,9,0,0,21.3
Honduras,4,0,0,87.96
Hungary,3,0.307,88.1,49.07
Iceland,6,1.732,46.9,46.3
India,4,0.666,13.1,79.63
Indonesia,0,0,5.9,59.72
International,1,0,0,0
Iran,0,0.285,10.8,60.19
Iraq,4,0,5,92.59
Ireland,3,2.312,80.1,70.83
Israel,9,3.334,16,37.96
Italy,3,1.281,95.2,54.63
Jamaica,0,0.5,24.5,73.15
Japan,9,0.173,22.2,32.41
Jordan,5,0,0,56.48
Kazakhstan,4,0.917,14.1,79.63
Kenya,0,0,11.8,70.37
Kosovo,0,0,0,69.44
Kuwait,0,1.016,6.9,65.74
Kyrgyzstan,4,0,0,79.17
Laos,9,0,0,36.11
Latvia,8,1.059,604.5,41.67
Lebanon,9,0,0,24.07
Lesotho,0,0,0,71.3
Liberia,0,0,0,64.81
Libya,4,0.407,7.9,87.96
Liechtenstein,1,0,0,0
Lithuania,3,1.507,125.9,34.26
Luxembourg,3,7.936,126.2,37.96
Madagascar,0,0.015,5.5,65.74
Malawi,0,0.02,8.9,64.81
Malaysia,8,0.323,604.5,57.41
Maldives,1,1.726,8.1,0
Mali,5,0,0,47.22
Malta,6,5.537,63,0
Marshall Islands,1,0,0,0
Mauritania,9,0,11.1,29.63
Mauritius,1,0,0,16.67
Mexico,4,0.102,2.2,74.54
Moldova,5,0,0,57.41
Monaco,1,0,0,0
Mongolia,0,0,0,60.19
Montenegro,1,0,0,0
Morocco,0,0.592,15.9,70.37
Mozambique,0,0.043,18.4,64.35
Myanmar,7,0.027,340.6,77.78
Namibia,0,0.69,5.8,63.89
Nepal,4,0.406,17.7,85.19
Netherlands,5,0,0,50.93
New Zealand,2,3.041,2313.8,68.98
Nicaragua,9,0,0,20.37
Niger,9,0,0,17.59
Nigeria,0,0.014,8.7,65.74
North Macedonia,1,0.876,13.9,0
Norway,7,2.888,267.4,40.74
Oman,4,0,0,86.11
Pakistan,6,0.107,36.9,47.69
Palestine,4,0,0,83.33
Panama,4,1.001,4.6,83.33
Papua New Guinea,5,0,0,47.22
Paraguay,4,0.531,5.8,78.7
