country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,9,0,0,5.56
Albania,0,0,0,54.63
Algeria,3,0,0,75
Andorra,0,0,0,62.96
Angola,0,0,0,65.74
Antigua and Barbuda,9,0,0,0
Argentina,3,0.439,2,81.94
Armenia,9,0,0,0
Australia,4,0,3478.8,47.69
Austria,0,3.191,6.1,64.81
Azerbaijan,0,0,0,64.35
Bahamas,9,0,0,0
Bahrain,8,5.515,42.7,58.33
Bangladesh,3,0.07,8.6,80.09
Barbados,2,0,0,40.74
Belarus,2,0,22.8,22.22
Belgium,0,4.71,3.5,56.48
Belize,0,0,0,66.67
Benin,2,0,0,43.52
Bhutan,3,0,0,77.78
Bolivia,3,0,6.4,84.26
Bosnia and Herzegovina,2,0,0,40.74
Botswana,0,0,0,52.78
Brazil,0,0,0,57.87
Brunei,2,0,0,35.19
Bulgaria,0,1.818,4.1,48.15
Burkina Faso,2,0,0,22.22
Burundi,9,0,0,14.81
Cambodia,2,0,0,34.26
Cameroon,2,0,0,45.37
Canada,1,1.737,20.1,60.65
Cape Verde,3,0.701,7,71.3
Central African Republic,2,0,0,24.07
Chad,3,0,0,70.37
Chile,3,2.054,23.4,81.94
China,0,0,0,63.43
Colombia,0,0.64,0,65.74
Comoros,9,0,0,0
Congo,2,0,0,47.22
Costa Rica,0,0,0,58.33
Cote d'Ivoire,8,0.018,27.2,25
Croatia,2,2.129,3.7,31.48
Cuba,7,0.764,163.5,64.81
Cyprus,1,5.461,24.7,63.89
Czechia,3,3.389,3.2,73.15
Democratic Republic of Congo,2,0.002,7.9,22.22
Denmark,8,8.839,63.9,39.81
Djibouti,2,0,0,43.52
Dominica,2,0,0,31.48
Dominican Republic,0,0.371,10.7,67.59
Ecuador,0,0.308,0,52.78
Egypt,3,0,0,75.93
El Salvador,1,0.373,19.9,52.78
Equatorial Guinea,9,0,0,0
Eritrea,3,0,0,77.78
Estonia,8,1.565,34.3,25.93
Eswatini,0,0,0,48.15
Ethiopia,0,0.056,13.2,57.41
Fiji,5,0,797.2,49.07
Finland,8,1.599,61.8,40.74
France,3,2.638,6.5,78.7
Gabon,3,0,0,69.44
Gambia,0,0,0,56.48
Georgia,0,0,0,55.56
Germany,0,0,0,60.65
Ghana,8,0,41.4,38.89
Greece,0,2.253,13.8,59.72
Grenada,9,0,0,0
Guatemala,0,0.053,7.9,49.54
Guinea,2,0,0,35.65
Guinea-Bissau,9,0,0,0
Guyana,3,0,0,72.22
Haiti,2,0,0,47.22
Honduras,3,0,0,87.04
Hong Kong,0,0,0,51.85
Hungary,2,1.715,5.4,40.74
Iceland,1,2.898,25.6,52.78
India,1,0.774,23.2,61.57
Indonesia,0,0.1,7.7,50.46
International,9,0,0,0
Iran,0,0.853,5,68.06
Iraq,0,0.315,5.2,51.85
Ireland,3,2.895,18,81.48
Israel,8,0.927,46.8,40.74
Italy,0,3.571,7.4,66.67
Jamaica,3,0.245,9.5,71.3
Japan,8,0.09,27.6,38.89
Jordan,3,0,0,75.93
Kazakhstan,8,1.711,62.5,68.06
Kenya,0,0,5.9,68.52
Kosovo,0,0,0,60.19
Kuwait,0,1.211,9.2,62.96
Kyrgyzstan,0,0,0,57.87
Laos,2,0,0,36.11
Latvia,1,3.098,24.3,42.59
Lebanon,0,0,0,57.41
Lesotho,2,0,0,47.22
Liberia,0,0,0,57.41
Libya,3,0.483,0,79.63
Liechtenstein,9,0,0,0
Lithuania,0,3.293,12.2,62.5
Luxembourg,1,22.097,17.2,56.48
Madagascar,2,0,13.2,37.04
Malawi,8,0,65.8,50.93
Malaysia,1,0.528,22.3,64.81
Maldives,6,2.227,45.8,0
Mali,2,0,0,37.96
Malta,6,7.732,32.6,0
Marshall Islands,9,0,0,0
Mauritania,6,0,47.8,17.59
Mauritius,9,0,0,16.67
Mexico,3,0.049,2.7,71.76
Moldova,0,0,0,48.15
Monaco,9,0,0,0
Mongolia,2,0,0,35.19
Montenegro,9,0,0,0
Morocco,0,0.578,6.1,60.19
Mozambique,0,0.032,10.2,56.48
Myanmar,3,0,0,79.63
Namibia,2,0.222,15.9,37.96
Nepal,0,0.319,4,63.89
Netherlands,0,0,0,62.04
New Zealand,5,0.913,1413.2,22.22
Nicaragua,9,0,0,8.33
Niger,9,0,0,14.81
Nigeria,1,0,24.5,50.93
North Macedonia,9,1.175,3.2,0
Norway,8,1.782,48.6,43.52
Oman,2,0,0,44.44
Pakistan,1,0.098,32.2,53.24
Palestine,2,0.784,8.3,40.74
Panama,0,1.726,9.6,58.33
Papua New Guinea,2,0,0,41.67
Paraguay,0,0.401,4.6,64.81
Peru,3,0.107,0,74.07
Philippines,1,0.327,17.4,68.98
Poland,3,1.498,3.5,71.3
Portugal,3,3.102,9,74.54
Qatar,1,1.503,30.1,64.81
