country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,8,0,0,16.67
Albania,9,0,0,54.63
Algeria,2,0,0,75
Andorra,9,0,0,62.96
Angola,2,0,0,65.74
Antigua and Barbuda,4,0,0,0
Argentina,2,0.577,1.9,80.09
Armenia,4,0,0,0
Australia,3,1.223,1967.6,65.28
Austria,9,2.578,9.2,60.19
Azerbaijan,9,0,0,64.35
Bahamas,4,0,0,0
Bahrain,6,11.543,35,63.89
Bangladesh,2,0.067,8.9,80.09
Barbados,0,0,0,29.63
Belarus,8,0,28.5,16.67
Belgium,9,4.328,4.5,54.63
Belize,2,0,0,66.67
Benin,0,0,0,43.52
Bhutan,2,0,0,77.78
Bolivia,2,0.061,6.1,84.26
Bosnia and Herzegovina,0,0,0,40.74
Botswana,9,0,0,63.89
Brazil,9,0,0,57.87
Brunei,0,0,0,35.19
Bulgaria,0,0.325,5.5,39.35
Burkina Faso,8,0,0,22.22
Burundi,8,0,0,14.81
Cambodia,0,0,0,34.26
Cameroon,0,0,0,45.37
Canada,6,1.256,22.3,60.65
Cape Verde,2,0.597,5.9,71.3
Central African Republic,0,0,0,31.48
Chad,2,0,0,74.07
Chile,2,1.979,22.1,81.94
China,2,0,0,81.94
Colombia,2,0.591,0,65.74
Comoros,4,0,0,0
Congo,9,0,0,47.22
Costa Rica,9,0,0,58.33
Cote d'Ivoire,1,0.026,48.9,30.56
Croatia,0,0.968,4.4,31.48
Cuba,7,0.697,152.7,64.81
Cyprus,6,2.609,27.1,63.89
Czechia,2,3.324,3.2,73.15
Democratic Republic of Congo,9,0.001,0,49.07
Denmark,1,11.383,63.8,39.81
Djibouti,0,0,0,43.52
Dominica,0,0,0,31.48
Dominican Republic,2,0.162,7.8,67.59
Ecuador,9,0.081,0,52.78
Egypt,2,0,0,75.93
El Salvador,6,0.378,13.7,52.78
Equatorial Guinea,4,0,0,0
Eritrea,2,0,0,77.78
Estonia,1,1.97,45.7,25.93
Eswatini,9,0,0,48.15
Ethiopia,6,0.04,11.8,58.33
Fiji,5,0,482.5,49.07
Finland,1,2.147,69.7,36.57
France,9,6.407,6.7,49.54
Gabon,2,0,0,72.22
Gambia,9,0,0,60.19
Georgia,9,0,0,59.26
Germany,9,0,0,60.65
Ghana,6,0.127,33.5,44.44
Greece,6,1.149,22.6,59.72
Grenada,4,0,0,0
Guatemala,9,0.291,6.8,49.54
Guinea,0,0,0,35.65
Guinea-Bissau,4,0,0,0
Guyana,2,0,0,72.22
Haiti,9,0,0,47.22
Honduras,2,0,0,87.04
Hong Kong,9,0,0,51.85
Hungary,0,1.036,6.3,40.74
Iceland,6,6.699,24.7,45.37
India,6,0.681,24,64.35
Indonesia,9,0.069,6.4,50.46
International,4,0,0,0
Iran,2,0,4.5,70.83
Iraq,9,0.473,5.3,51.85
Ireland,2,2.889,16.3,81.48
Israel,6,4.738,37,81.48
Italy,2,2.062,9.6,66.67
Jamaica,2,0.154,9.5,71.3
Japan,6,0.179,30.6,38.89
Jordan,2,0,0,78.7
Kazakhstan,1,0.866,78.9,74.07
Kenya,2,0,8,68.52
Kosovo,9,0,0,52.78
Kuwait,2,1.272,8.7,62.96
Kyrgyzstan,9,0,0,57.87
Laos,0,0,0,36.11
Latvia,6,1.186,26.2,42.59
Lebanon,9,0,0,59.26
Lesotho,9,0,0,47.22
Liberia,9,0,0,57.41
Libya,2,0.496,3.7,78.7
Liechtenstein,4,0,0,0
Lithuania,6,2.359,17.4,54.17
Luxembourg,6,14.37,19,52.78
Madagascar,0,0,13.2,37.04
Malawi,1,0.01,67.7,50.93
Malaysia,6,0.587,19,64.81
Maldives,4,2.407,37.2,0
Mali,0,0,0,37.96
Malta,4,6.595,24.5,0
Marshall Islands,4,0,0,0
Mauritania,8,0,34.1,17.59
Mauritius,8,0,0,16.67
Mexico,2,0.151,2.6,71.76
Moldova,9,0,0,48.15
Monaco,4,0,0,0
Mongolia,0,0,0,35.19
Montenegro,4,0,0,0
Morocco,2,0.552,6.5,68.52
Mozambique,2,0.039,12.9,62.96
Myanmar,2,0,0,78.24
Namibia,6,0.261,16.8,44.44
Nepal,9,0.172,4.1,63.89
Netherlands,9,0,0,62.04
New Zealand,5,0.479,701.7,22.22
Nicaragua,8,0,0,8.33
Niger,8,0,0,14.81
Nigeria,1,0.041,49.6,50.93
North Macedonia,4,1.073,4.7,0
Norway,1,4.36,59.5,43.52
Oman,0,0,0,44.44
Pakistan,6,0.12,35.5,53.24
Palestine,0,0.829,8.3,40.74
Panama,9,0.847,10,58.33
Papua New Guinea,0,0,0,45.37
Paraguay,2,0.34,4.2,64.81
Peru,2,0.289,0,79.63
Philippines,2,0.248,17.4,68.98
Poland,2,1.301,4.5,71.3
Portugal,2,2.769,10.7,66.2
Qatar,6,0,32.8,64.81
Romania,9,0.453,6.9,54.63
Russia,6,2.759,31.1,44.91
Rwanda,7,0,151.7,63.89
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,0,0,0,35.19
Sao Tome and Principe,4,0,0,0
Saudi Arabia,7,1.662,140.8,57.41
Senegal,1,0.034,49.9,37.96
Serbia,6,0.956,13.4,51.85
Seychelles,0,0,0,31.48
Sierra Leone,0,0,0,31.48
Singapore,3,0,3340.2,52.78
Slovakia,2,1.08,5.4,73.15
Slovenia,2,2.769,4,64.81
Solomon Islands,0,0,0,43.52
Somalia,0,0,0,36.11
South Africa,0,0.193,12.5,38.89
South Korea,1,0.137,97.2,44.44
South Sudan,1,0,88.1,35.19
Spain,2,0,9,71.3
Sri Lanka,6,0.449,22.3,34.26
Sudan,0,0,0,34.26
Suriname,9,0,0,57.41
Sweden,6,2.734,23.2,55.56
Switzerland,0,3.342,4.9,35.65
Syria,9,0,0,47.69
Taiwan,7,0.012,144.9,23.15
Tajikistan,0,0,0,36.11
Tanzania,8,0,0,13.89
Thailand,5,0.07,722.6,47.22
Timor,0,0,0,29.63
Togo,6,0.055,46.3,56.48
Trinidad and Tobago,2,0.061,3.1,65.74
Tunisia,9,0,0,54.63
Turkey,1,1.576,57.1,69.91
Uganda,6,0.023,17.6,61.11
Ukraine,9,0.658,5.1,58.8
United Arab Emirates,1,8.604,80.3,50.93
United Kingdom,2,3.264,12.9,75
United States,9,2.755,0,62.5
Uruguay,1,0.714,67,43.52
Uzbekistan,0,0,0,39.81
Vanuatu,8,0,0,22.22
Vatican,4,0,0,0
Venezuela,2,0,0,87.96
Vietnam,9,0,0,55.56
Yemen,0,0,0,40.74
Zambia,1,0.254,82.5,45.37
Zimbabwe,6,0.047,38.9,71.3
