country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,28.7
Albania,9,0,0,54.63
Algeria,7,0,0,75.93
Andorra,9,0,0,53.7
Angola,7,0,0,75
Antigua and Barbuda,1,0,0,0
Argentina,7,0.51,1.9,87.96
Armenia,1,0,0,0
Australia,0,0.671,2156,68.06
Austria,6,1.609,23.4,37.04
Azerbaijan,9,0,0,70.37
Bahamas,1,0,0,0
Bahrain,6,5.359,18.1,63.89
Bangladesh,7,0.072,8.8,80.09
Barbados,3,0,0,35.19
Belarus,4,0,46.7,16.67
Belgium,6,2.464,20.9,52.78
Belize,7,0,0,72.22
Benin,3,0,0,47.22
Bhutan,7,0,0,79.17
Bolivia,7,0.089,3.2,84.26
Bosnia and Herzegovina,3,0,0,40.74
Botswana,9,0,0,63.89
Brazil,9,0,0,67.13
Brunei,3,0,0,35.19
Bulgaria,3,0.159,18.5,35.19
Burkina Faso,3,0,0,36.11
Burundi,5,0,0,14.81
Cambodia,3,0,0,37.04
Cameroon,9,0,0,52.78
Canada,4,2.713,54.1,60.65
Cape Verde,9,0.665,5.7,67.13
Central African Republic,9,0,0,56.48
Chad,7,0,0,76.85
Chile,7,1.96,17.3,81.94
China,9,0,0,54.17
Colombia,7,0.489,0,71.3
Comoros,1,0,0,0
Congo,9,0,0,56.48
Costa Rica,9,0.338,0,62.96
Cote d'Ivoire,6,0.009,24.7,36.11
Croatia,6,0.738,27,28.7
Cuba,2,0.655,152.1,84.26
Cyprus,2,2.814,186.9,53.7
Czechia,3,1.141,8.5,38.89
Democratic Republic of Congo,3,0.002,13.1,43.52
Denmark,2,9.311,93,50.93
Djibouti,9,0,0,50.93
Dominica,3,0,0,28.7
Dominican Republic,7,0,7.9,78.7
Ecuador,9,0.041,0,51.39
Egypt,9,0,0,62.96
El Salvador,6,0.373,21.8,61.11
Equatorial Guinea,1,0,0,0
Eritrea,7,0,0,86.11
Estonia,4,3.125,77.2,25.93
Eswatini,9,0,0,64.81
Ethiopia,7,0.041,11.8,77.78
Fiji,9,0.018,0,51.85
Finland,2,2.033,134.7,32.41
France,6,3.35,16.1,49.54
Gabon,9,0,0,66.67
Gambia,7,0,0,75.93
Georgia,9,0,0,60.19
Germany,9,0,0,49.54
Ghana,6,0.025,22.6,44.44
Greece,6,0.586,35.3,54.63
Grenada,1,0,0,0
Guatemala,9,0.227,5,67.59
Guinea,9,0,0,58.8
Guinea-Bissau,1,0,0,0
Guyana,7,0,0,79.17
Haiti,3,0,0,47.22
Honduras,7,0,0,84.26
Hong Kong,9,0,0,55.56
Hungary,3,0.731,12.2,40.74
Iceland,4,5.169,50.9,37.96
India,7,0.514,13,75.46
Indonesia,7,0.101,7.3,72.69
International,1,0,0,0
Iran,9,0,7.6,54.63
Iraq,9,0.548,4.7,61.11
Ireland,6,1.998,38.9,52.31
Israel,7,0.95,8.1,85.19
Italy,4,0.845,54.8,47.22
Jamaica,7,0.294,4.6,78.7
Japan,4,0.156,37.3,33.33
Jordan,9,0,0,63.89
Kazakhstan,4,0.49,60.5,78.7
