country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,78.7
Albania,6,0,0,68.52
Algeria,6,0,0,65.74
Andorra,5,0,0,42.59
Angola,6,0,0,75.93
Antigua and Barbuda,7,0,0,0
Argentina,3,0.204,4.2,88.89
Armenia,7,0,0,0
Australia,2,0.979,1884,52.31
Austria,0,0.741,181.6,47.22
Azerbaijan,3,0,0,96.3
Bahamas,7,0,0,0
Bahrain,3,0,14.8,75
Bangladesh,6,0.099,4.5,74.54
Barbados,6,0,0,66.67
Belarus,5,0,31.3,16.67
Belgium,0,1.5,137.9,51.85
Belize,6,0,0,73.15
Benin,5,0,0,41.67
Bhutan,3,0,0,83.33
Bolivia,3,0.15,2,84.26
Bosnia and Herzegovina,6,0,0,51.85
Botswana,6,0,0,57.41
Brazil,3,0,0,77.31
Brunei,5,0,0,49.07
Bulgaria,5,0.4,17,36.11
Burkina Faso,5,0,0,45.37
Burundi,7,0,0,13.89
Cambodia,5,0,0,40.74
Cameroon,6,0,0,60.19
Canada,0,1.027,99.3,68.98
Cape Verde,3,0.484,0,79.17
Central African Republic,6,0,0,64.81
Chad,6,0,0,74.07
Chile,3,0.665,3.8,78.24
China,3,0,0,78.24
Colombia,3,0.281,0,87.04
Comoros,7,0,0,0
Congo,6,0,0,73.15
Costa Rica,6,0.087,0,72.22
Cote d'Ivoire,6,0.049,3.9,62.96
Croatia,5,0.085,23.1,54.63
Cuba,1,0.177,360.7,86.11
Cyprus,4,1.218,1310.9,62.96
Czechia,5,0.426,43.6,35.19
Democratic Republic of Congo,3,0.011,0,80.56
Denmark,1,3.611,384.6,57.41
Djibouti,6,0,0,59.26
Dominica,6,0,0,72.22
Dominican Republic,3,0.274,4.5,87.04
Ecuador,3,0.119,0,79.63
Egypt,6,0,0,71.3
El Salvador,3,0.375,16.6,90.74
Equatorial Guinea,7,0,0,0
Eritrea,3,0,0,93.52
Estonia,4,0.261,826,41.67
Eswatini,3,0,0,84.26
Ethiopia,3,0.033,25.7,80.56
Fiji,6,0.061,0,62.04
Finland,1,0.476,277.1,35.19
France,0,0.743,66.7,51.85
Gabon,6,0,0,69.44
Gambia,6,0,0,74.07
Georgia,6,0,0,55.56
Germany,6,0,0,63.43
Ghana,5,0.097,9.2,52.78
Greece,0,0.499,204.2,46.3
Grenada,7,0,0,0
Guatemala,3,0.101,2.6,96.3
Guinea,6,0,0,73.15
Guinea-Bissau,7,0,0,0
Guyana,3,0,0,79.63
Haiti,3,0,0,77.78
Honduras,3,0,0,96.3
Hungary,4,0.077,734.5,54.63
Iceland,0,0.252,142.2,39.81
India,3,0.136,11.9,76.39
Indonesia,6,0.031,8.3,59.72
International,7,0,0,0
Iran,5,0.308,10.4,41.67
Iraq,3,0.265,6.4,92.59
Ireland,1,0.429,323.5,72.22
Israel,3,2.293,47.4,75
Italy,1,0.67,268.7,55.56
Jamaica,0,0.128,95.9,64.81
Japan,0,0.029,71,25.93
Jordan,5,0,0,48.15
Kazakhstan,3,1.193,59.7,81.02
Kenya,3,0.078,22.5,84.26
Kosovo,6,0,0,59.26
Kuwait,3,0.854,5.2,85.19
Kyrgyzstan,6,0,0,73.61
Laos,5,0,0,39.81
Latvia,4,0.749,815.3,50
Lebanon,6,0,0,74.07
Lesotho,6,0,0,54.63
Liberia,3,0,0,79.63
Libya,3,0.113,40.4,96.3
Liechtenstein,7,0,0,0
Lithuania,4,1.674,986.8,34.26
Luxembourg,1,0.222,539.8,41.67
Madagascar,6,0,7.1,70.37
Malawi,6,0.04,12.5,60.19
Malaysia,1,0.207,399.7,54.63
Maldives,7,2.161,49.6,0
Mali,6,0,0,52.78
Malta,1,2.09,619.8,0
Marshall Islands,7,0,0,0
Mauritania,3,0,10.6,77.78
Mauritius,5,0,0,33.33
Mexico,6,0.101,2,70.83
Moldova,3,0,0,80.56
Monaco,7,0,0,0
Mongolia,6,0,0,71.3
Montenegro,7,0,0,0
Morocco,0,0.501,84.5,74.07
Mozambique,3,0.022,40.2,80.56
Myanmar,1,0.033,364.7,80.56
Namibia,5,0,42.5,54.63
Nepal,3,0.171,12.2,92.59
Netherlands,6,0,0,59.26
New Zealand,2,1.86,4146.3,25.93
Nicaragua,7,0,0,18.52
Niger,5,0,0,25.93
Nigeria,3,0.009,5,80.09
North Macedonia,7,0.654,8,0
Norway,0,0.859,224.2,40.74
Oman,3,0.772,3.1,87.96
