country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,78.7
Albania,8,0,0,68.52
Algeria,8,0,0,65.74
Andorra,6,0,0,31.48
Angola,8,0,0,75.93
Antigua and Barbuda,9,0,0,0
Argentina,1,0.203,3.2,92.59
Armenia,9,0,0,0
Australia,3,2.121,509.9,68.98
Austria,2,0.756,85.4,47.22
Azerbaijan,1,0,0,96.3
Bahamas,9,0,0,0
Bahrain,1,5.724,17.4,75
Bangladesh,8,0.089,4.6,74.54
Barbados,7,0,0,57.41
Belarus,4,0,45.7,16.67
Belgium,2,1.068,139,50
Belize,8,0,0,69.44
Benin,7,0,0,41.67
Bhutan,8,0,0,71.3
Bolivia,1,0.19,1.8,84.26
Bosnia and Herzegovina,7,0,0,51.85
Botswana,7,0,0,57.41
Brazil,1,0,0,81.02
Brunei,7,0,0,49.07
Bulgaria,6,0.454,19.5,36.11
Burkina Faso,7,0,0,45.37
Burundi,6,0,0,13.89
Cambodia,7,0,0,40.74
Cameroon,7,0,0,60.19
Canada,2,0.994,123.2,68.98
Cape Verde,1,0.583,0,79.17
Central African Republic,8,0,0,64.81
Chad,8,0,0,67.59
Chile,1,0.815,4.2,87.5
China,1,0,0,78.24
Colombia,1,0.405,0,87.04
Comoros,9,0,0,0
Congo,8,0,0,73.15
Costa Rica,8,0.183,0,73.61
Cote d'Ivoire,8,0.048,6.5,63.43
Croatia,7,0.357,15.5,54.63
Cuba,3,0.233,464.9,66.67
Cyprus,5,1.756,1252,50
Czechia,4,0.477,22,37.5
Democratic Republic of Congo,1,0.008,6.9,80.56
Denmark,3,2.472,655,57.41
Djibouti,7,0,0,59.26
Dominica,7,0,0,44.44
Dominican Republic,8,0.294,4,75
Ecuador,1,0.13,0,79.63
Egypt,7,0,0,60.19
El Salvador,1,0.376,9.8,89.81
Equatorial Guinea,9,0,0,0
Eritrea,1,0,0,93.52
Estonia,3,0.253,900.6,25.93
Eswatini,1,0,0,84.26
Ethiopia,4,0.015,49.7,80.56
Fiji,7,0.096,0,58.33
Finland,0,0.585,330.1,35.19
France,2,0.986,83.3,51.85
Gabon,8,0,0,66.67
Gambia,8,0,0,68.98
