country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0,0.026,0
Albania,1,0,0,0
Algeria,1,0,0.046,0
Andorra,0,0,12.942,0
Angola,1,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,1,0,0,0
Armenia,1,0,0,0
Australia,1,0,0,0
Austria,2,0,0.888,0
Azerbaijan,1,0,0,0
Bahamas,1,0,0,0
Bahrain,1,0,0.588,0
Bangladesh,1,0,0,0
Barbados,1,0,0,0
Belarus,1,0,0,0
Belgium,2,142.024,0.69,27.783
Belize,1,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,1,0,0,0
Bosnia and Herzegovina,1,0,0,0
Botswana,1,0,0,0
Brazil,1,0,0.047,0
Brunei,1,0,0,0
Bulgaria,1,0,0,0
Burkina Faso,1,0,0.096,0
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,1,0,0.053,0
Cape Verde,1,0,0,0
Central African Republic,1,0,0,0
Chad,1,0,0,0
Chile,1,0,0.052,0
China,1,0,0.01,0
Colombia,1,0,0.039,0
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,1,0,0,0
Cote d'Ivoire,1,0,0,0
Croatia,1,0,0,0
Cuba,1,0,0,0
Cyprus,1,0,1.142,0
Czechia,1,9.151,0.093,1.681
Democratic Republic of Congo,1,0,0,0
Denmark,2,40.054,0,7.942
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,1,0,0.092,0
Ecuador,1,0,0.397,0
Egypt,1,0,0.039,0
El Salvador,1,0,0,0
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,21.108,0,4.523
Eswatini,1,0,0,0
Ethiopia,1,0,0,0
Fiji,1,0,0,0
Finland,1,0,0,0
France,2,106.536,1.731,25.646
Gabon,1,0,0,0
Gambia,1,0,0,0
Georgia,1,0,0,0
Germany,1,0,0.119,0
Ghana,1,0,0,0
Greece,1,0,0.192,0
Grenada,1,0,0,0
Guatemala,1,0,0,0
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,0
Haiti,1,0,0,0
Honduras,1,0,0,0
Hungary,1,11.697,0.207,0
Iceland,0,38.095,0,0
India,1,0,0.002,0
Indonesia,1,0,0.037,0
International,1,0,0,0
Iran,1,0,1.536,0
Iraq,1,0,0.075,0
Ireland,2,35.846,0.203,0
Israel,1,0,0,0
Italy,2,378.007,10.767,49.767
Jamaica,1,0,0,0
Japan,1,0,0.032,0
Jordan,1,0,0,0
Kazakhstan,1,0,0,0
Kenya,1,0,0,0
Kosovo,1,0,0,0
Kuwait,1,0,0,0
Kyrgyzstan,1,0,0,0
Laos,1,0,0,0
Latvia,1,0,0,0
Lebanon,1,0,0,0
Lesotho,1,0,0,0
Liberia,1,0,0,0
Libya,1,0,0,0
Liechtenstein,1,0,0,0
Lithuania,1,0,0,0
Luxembourg,0,103.838,0,3.195
Madagascar,1,0,0,0
Malawi,1,0,0,0
Malaysia,1,0,0.185,0
Maldives,1,0,0,0
Mali,1,0,0,0
Malta,2,24.913,0,0
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0.786,0
Mexico,1,0,0.008,0
Moldova,1,0,0,0
Monaco,0,0,0,0
Mongolia,1,0,0,0
Montenegro,1,0,0,0
Morocco,1,0,0.027,0
Mozambique,1,0,0,0
Myanmar,1,0,0,0
Namibia,1,0,0,0
Nepal,1,0,0,0
Netherlands,1,0,2.51,28.363
New Zealand,1,0,0,0
Nicaragua,1,0,0,0
Niger,1,0,0,0
Nigeria,1,0,0,0
North Macedonia,1,0,0.48,0
Norway,2,31.174,0,0
Oman,1,0,0,0
Pakistan,1,0,0.005,0
Palestine,1,0,0,0
Panama,1,0,0.464,0
Papua New Guinea,1,0,0,0
Paraguay,1,0,0,0
Peru,1,0,0,0
Philippines,1,0,0.055,0
Poland,1,0,0.053,0
Portugal,2,16.574,0.196,4.021
Qatar,1,0,0,0
Romania,1,0,0.156,0.728
Russia,1,0,0,0
Rwanda,1,0,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,1,0,0,0
Saudi Arabia,1,0,0,0
Senegal,1,0,0,0
Serbia,1,0,0.147,0
Seychelles,1,0,0,0
Sierra Leone,1,0,0,0
Singapore,1,0,0,0
Slovakia,1,0,-0.183,0
Slovenia,1,25.013,0.481,5.291
Solomon Islands,1,0,0,0
Somalia,1,0,0,0
South Africa,1,0,0,0
South Korea,1,0,0.176,0
South Sudan,1,0,0,0
Spain,2,0,8.491,0
Sri Lanka,1,0,0,0
Sudan,1,0,0,0
Suriname,1,0,0,0
Sweden,1,0,1.089,0
Switzerland,2,0,2.658,0
Syria,1,0,0,0
Taiwan,1,0,0,0
Tajikistan,1,0,0,0
Tanzania,1,0,0,0
Thailand,1,0,0,0
Timor,1,0,0,0
Togo,1,0,0,0
Trinidad and Tobago,1,0,0,0
Tunisia,1,0,0.169,0
Turkey,1,0,0.249,0
Uganda,1,0,0,0
Ukraine,1,0,0,0
United Arab Emirates,1,0,0,0
United Kingdom,1,0,0.53,0
United States,1,6.565,0.332,0
Uruguay,1,0,0,0
Uzbekistan,1,0,0,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,1,0,0,0
Vietnam,1,0,0,0
Yemen,1,0,0,0
Zambia,1,0,0,0
Zimbabwe,1,0,0,0
