country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,2,0,0.308,0
Albania,2,0,1.042,0
Algeria,2,0,0.182,0
Andorra,2,0,0,0
Angola,2,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,0,0,1.062,0
Armenia,1,0,2.362,0
Australia,2,0,0,0
Austria,2,7.328,0.111,0.888
Azerbaijan,0,0,0.789,0
Bahamas,2,0,0,0
Bahrain,1,0,0.588,0
Bangladesh,2,0,0.273,0
Barbados,2,0,0,0
Belarus,0,0,0.423,0
Belgium,2,21.053,0,3.538
Belize,2,0,0,0
Benin,2,0,0.247,0
Bhutan,2,0,0,0
Bolivia,0,0,4.883,0
Bosnia and Herzegovina,1,0,1.829,0
Botswana,0,0,0,0
Brazil,1,0,3.256,0
Brunei,2,0,0,0
Bulgaria,2,62.46,0.576,4.461
Burkina Faso,2,0,0,0
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,0
Canada,2,0,1.219,0
Cape Verde,2,0,0,0
Central African Republic,0,0,0.414,0
Chad,2,0,0,0
Chile,1,0,3.453,0
China,2,0,0,0
Colombia,0,0,1.887,0
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,0,0,0,0
Cote d'Ivoire,2,0,0,0
Croatia,2,15.833,0,0
Cuba,2,0,0,0
Cyprus,2,0,0,0
Czechia,2,6.443,0,1.027
Democratic Republic of Congo,2,0,0.112,0
Denmark,2,0,0.173,0
Djibouti,2,0,1.012,0
Dominica,2,0,0,0
Dominican Republic,0,0,0.645,0
Ecuador,2,0,4.138,0
Egypt,2,0,0.811,0
El Salvador,0,0,1.85,0
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,3.015,0,0.754
Eswatini,2,0,0,0
Ethiopia,2,0,0.043,0
Fiji,2,0,0,0
Finland,2,4.151,0,0
France,0,132.412,0.536,9.054
Gabon,0,0,0.899,0
Gambia,2,0,0,0
Georgia,2,0,0,0
Germany,2,0,0.095,0
Ghana,2,0,0,0
Greece,2,0,0,0
Grenada,2,0,0,0
Guatemala,0,0,1.061,0
Guinea,2,0,0,0
Guinea-Bissau,2,0,1.016,0
Guyana,2,0,0,0
Haiti,2,0,0.438,0
Honduras,0,0,0.606,0
