country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,1,0,0.86,71.3
Albania,4,0,1.12,57.41
Algeria,2,0,0.93,87.96
Andorra,0,0,1.25,45.37
Angola,1,0,1.13,79.17
Antigua and Barbuda,3,0,0,0
Argentina,2,0.399,1.13,87.96
Armenia,3,0,0.81,0
Australia,1,0.006,0.88,79.17
Austria,0,0.014,1.13,35.19
Azerbaijan,2,0,0.5,93.52
Bahamas,3,0,1.21,0
Bahrain,1,0.05,1.01,69.44
Bangladesh,1,0.237,1.06,80.09
Barbados,0,0,0.69,48.15
Belarus,3,0.016,0.91,16.67
Belgium,4,0.03,1.19,64.81
Belize,1,0,1.19,72.69
Benin,0,0,0.94,41.67
Bhutan,4,0,0.67,62.96
Bolivia,2,0.508,0.97,84.26
Bosnia and Herzegovina,4,0,1.16,59.26
Botswana,4,0,0.8,56.94
Brazil,1,0,1.01,72.69
Brunei,0,0,0,39.81
Bulgaria,0,0.046,0.89,38.89
Burkina Faso,0,0,0.99,48.15
Burundi,3,0,0.69,11.11
Cambodia,0,0,0.36,47.22
Cameroon,4,0,1.01,60.19
Canada,4,0.009,1,67.13
Cape Verde,4,0.137,1.08,65.28
Central African Republic,4,0,0.61,54.63
Chad,4,0,0.89,64.81
Chile,2,0.079,0.94,87.5
China,1,0,0.8,78.24
Colombia,2,0,1.1,87.04
Comoros,3,0,0.66,0
Congo,1,0,0.63,67.59
Costa Rica,1,0,1.14,68.52
Cote d'Ivoire,0,0.086,0.88,31.94
Croatia,0,0.051,1.25,35.19
Cuba,1,0.011,1.7,75
Cyprus,0,0.004,1.27,47.22
Czechia,0,0.032,1.06,36.11
Democratic Republic of Congo,4,0.128,1.05,59.26
Denmark,4,0.004,1.35,50.93
Djibouti,4,0,0.61,50.93
Dominica,0,0,0,36.11
Dominican Republic,1,0.259,0.89,78.7
Ecuador,1,0,1.06,76.39
Egypt,4,0,0.62,62.96
El Salvador,2,0.172,1.06,89.81
Equatorial Guinea,3,0,0.32,0
Eritrea,2,0,0.27,89.81
Estonia,3,0.009,1.32,23.15
Eswatini,1,0,1.07,80.56
Ethiopia,1,0.068,1.14,80.56
Fiji,4,0,0,54.63
Finland,0,0.003,1.28,35.19
France,0,0.019,1.33,46.3
