country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,1,0,1.42,84.26
Albania,1,0,1.14,89.81
Algeria,0,0,1.09,92.13
Andorra,3,0,0.59,52.78
Angola,2,0,0,78.7
Antigua and Barbuda,4,0,0,0
Argentina,0,0.067,1.27,100
Armenia,4,0,1.29,0
Australia,2,0.002,0.4,69.44
Austria,2,0.012,0.51,75
Azerbaijan,0,0,0.83,91.67
Bahamas,4,0,0,0
Bahrain,2,0.022,1.32,75
Bangladesh,0,0.127,1.61,93.52
Barbados,1,0,0,88.89
Belarus,4,0.093,1.54,16.67
Belgium,1,0.094,0.87,81.48
Belize,2,0,0,75
Benin,2,0,0,70.83
Bhutan,1,0,0,83.33
Bolivia,1,0.166,1.45,84.26
Bosnia and Herzegovina,0,0,1.16,92.59
Botswana,1,0,0,86.11
Brazil,2,0,1.53,74.54
Brunei,3,0,0.12,58.33
Bulgaria,2,0.048,1.28,73.15
Burkina Faso,1,0,0.95,84.26
Burundi,4,0,0,13.89
Cambodia,3,0,0.06,57.41
Cameroon,2,0,1.27,71.3
Canada,2,0.085,1.13,72.69
Cape Verde,2,0,0,79.63
Central African Republic,2,0,0,68.52
Chad,1,0,0,88.89
Chile,2,0.094,1.36,73.15
China,3,0,0.46,56.94
Colombia,1,0,1.32,84.26
Comoros,4,0,0,0
Congo,0,0,0.8,97.22
Costa Rica,2,0,0.81,75.93
Cote d'Ivoire,1,0.139,1.21,80.56
Croatia,0,0.022,0.65,96.3
Cuba,1,0.029,0.98,83.33
Cyprus,0,0.004,0.64,94.44
Czechia,3,0.015,0.69,60.19
Democratic Republic of Congo,1,0.098,1.13,80.56
Denmark,2,0.024,0.95,68.52
Djibouti,0,0,0.93,94.44
Dominica,2,0,0,79.63
Dominican Republic,0,0.256,1.18,96.3
Ecuador,0,0,0.97,93.52
Egypt,1,0,1.31,84.26
El Salvador,0,0.012,1.18,94.44
Equatorial Guinea,4,0,0,0
Eritrea,0,0,0,93.52
Estonia,2,0.016,0.71,77.78
Eswatini,1,0,0,84.26
Ethiopia,1,0.004,0.23,80.56
Fiji,1,0.004,0,88.89
Finland,3,0.041,1,60.19
France,1,0,1.07,87.96
Gabon,1,0,1.15,81.48
