country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,1.2,5.56
Albania,4,0,1.12,54.63
Algeria,1,0,1.23,75
Andorra,4,0,1.19,62.96
Angola,4,0,1.09,65.74
Antigua and Barbuda,3,0,0.31,0
Argentina,1,0.51,0.95,80.09
Armenia,3,0,1.27,0
Australia,4,0,0.83,65.28
Austria,4,0.121,1.53,64.81
Azerbaijan,4,0,1.37,64.35
Bahamas,3,0,0.77,0
Bahrain,4,0.029,0.88,63.89
Bangladesh,1,0.113,1.01,80.09
Barbados,2,0,0.8,29.63
Belarus,2,0.036,1.21,16.67
Belgium,4,0.236,1.25,54.63
Belize,4,0,1.15,66.67
Benin,0,0,0.94,43.52
Bhutan,1,0,0.86,77.78
Bolivia,1,0.161,0.82,84.26
Bosnia and Herzegovina,0,0,1.17,40.74
Botswana,4,0,0.74,63.89
Brazil,4,0,1,57.87
Brunei,2,0,0,35.19
Bulgaria,0,0.193,1.53,39.35
Burkina Faso,2,0,0.99,22.22
Burundi,2,0,0.78,14.81
Cambodia,2,0,0.86,34.26
Cameroon,0,0,0.9,45.37
Canada,4,0.044,1.15,60.65
Cape Verde,1,0.159,1.06,71.3
Central African Republic,2,0,0.58,24.07
Chad,1,0,0.97,74.07
Chile,1,0.045,0.96,81.94
China,1,0,1.2,81.94
Colombia,4,0,1.06,65.74
Comoros,3,0,0.63,0
Congo,0,0,0.58,47.22
Costa Rica,4,0,0.99,58.33
Cote d'Ivoire,2,0.02,0.96,30.56
Croatia,2,0.23,1.49,31.48
Cuba,4,0.007,1.15,64.81
Cyprus,4,0.039,1.37,63.89
Czechia,1,0.321,1.2,73.15
Democratic Republic of Congo,2,0.102,1.1,22.22
Denmark,0,0.015,1.21,39.81
Djibouti,0,0,1.07,43.52
Dominica,2,0,0,31.48
Dominican Republic,4,0.111,1,67.59
Ecuador,0,0,1.05,52.78
Egypt,1,0,1.12,75.93
El Salvador,0,0.055,1.12,52.78
Equatorial Guinea,3,0,0.49,0
Eritrea,1,0,0.4,77.78
Estonia,2,0.021,1.38,25.93
Eswatini,0,0,0.93,48.15
Ethiopia,4,0.084,0.83,57.41
Fiji,0,0.002,0,49.07
Finland,0,0.013,1.1,40.74
France,0,0.154,1.27,49.54
Gabon,1,0,1.09,72.22
Gambia,4,0,0.71,60.19
Georgia,4,0,1.34,59.26
Germany,4,0,1.44,60.65
Ghana,0,0.024,1.15,44.44
Greece,4,0.049,1.39,59.72
Grenada,3,0,0,0
Guatemala,0,0.128,1,49.54
Guinea,0,0,1.09,35.65
Guinea-Bissau,3,0,0.39,0
Guyana,1,0,0.99,72.22
Haiti,0,0,0.85,47.22
Honduras,1,0,1.01,87.04
Hong Kong,0,0,0,51.85
Hungary,0,0.162,1.38,40.74
Iceland,0,0.034,0.93,45.37
India,4,0.041,0.89,61.57
Indonesia,0,0.142,0.94,50.46
International,3,0,0,0
Iran,1,0.195,1.29,70.83
Iraq,0,0.196,1,51.85
Ireland,1,0.058,0.93,81.48
Israel,1,0.026,0.59,81.48
Italy,4,0.111,1.55,66.67
Jamaica,1,0.106,0.9,71.3
Japan,0,0.031,1.13,38.89
Jordan,1,0,1.35,78.7
Kazakhstan,1,0.013,1.45,74.07
Kenya,4,0.129,1.31,68.52
Kosovo,0,0,1.58,52.78
Kuwait,4,0.113,1.02,62.96
Kyrgyzstan,4,0,1.17,57.87
Laos,0,0,0,36.11
Latvia,0,0.038,1.36,42.59
