country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,0.79,78.7
Albania,4,0,1.09,62.96
Algeria,2,0,1.09,74.07
Andorra,3,0,1.01,45.37
Angola,2,0,1.14,76.39
Antigua and Barbuda,0,0,0,0
Argentina,2,0.415,1.18,90.74
Armenia,0,0,0.83,0
Australia,4,0.006,1.29,68.06
Austria,1,0.008,1.11,35.19
Azerbaijan,2,0,0.84,96.3
Bahamas,0,0,2.12,0
Bahrain,4,0.04,0.99,69.44
Bangladesh,2,0.228,0.92,80.09
Barbados,3,0,0.44,45.37
Belarus,1,0.017,0.83,16.67
Belgium,3,0.021,1.49,50
Belize,4,0,0,69.44
Benin,3,0,0.95,41.67
Bhutan,4,0,0,62.96
Bolivia,2,0.576,1.05,84.26
Bosnia and Herzegovina,4,0,1.17,59.26
Botswana,4,0,0.85,57.41
Brazil,2,0,1.07,81.02
Brunei,3,0,0,49.07
Bulgaria,3,0.049,1.05,36.11
Burkina Faso,3,0,0.99,45.37
Burundi,1,0,0.67,13.89
Cambodia,3,0,0.36,38.89
Cameroon,4,0,1,60.19
Canada,4,0.013,1.08,67.13
Cape Verde,4,0.107,1.08,68.06
Central African Republic,4,0,0.63,54.63
Chad,4,0,0.82,67.59
Chile,2,0.127,0.89,84.72
China,2,0,1.65,78.24
Colombia,2,0,1.19,87.04
Comoros,0,0,0.68,0
Congo,4,0,0.69,62.04
Costa Rica,2,0,1.22,73.61
Cote d'Ivoire,4,0.143,0.92,60.65
Croatia,1,0.065,0.91,35.19
Cuba,4,0.002,1.92,66.67
Cyprus,3,0.001,1.6,47.22
Czechia,3,0.038,1.24,37.5
Democratic Republic of Congo,4,0.11,1.06,55.56
Denmark,4,0.003,1.29,54.63
Djibouti,3,0,0.78,50.93
Dominica,3,0,0,44.44
Dominican Republic,2,0.339,1.1,78.7
Ecuador,2,0,1.03,78.24
Egypt,4,0,0.69,60.19
El Salvador,2,0.157,1.1,89.81
Equatorial Guinea,0,0,0.27,0
Eritrea,2,0,0.28,89.81
Estonia,1,0.004,1.45,25.93
Eswatini,2,0,1.16,80.56
Ethiopia,2,0.084,1.42,80.56
Fiji,3,0.004,0,51.85
Finland,1,0.002,1.18,35.19
France,3,0.013,1.27,46.3
Gabon,4,0,1.07,66.67
Gambia,1,0,1.48,35.65
Georgia,3,0,1.31,51.85
Germany,4,0,1.2,55.09
Ghana,3,0.192,1.08,52.78
Greece,4,0.005,1.27,57.41
Grenada,0,0,0,0
Guatemala,2,0.299,1.08,96.3
Guinea,4,0,1.09,68.52
Guinea-Bissau,0,0,0.69,0
Guyana,2,0,1.23,77.31
Haiti,1,0,0.9,28.7
Honduras,2,0,1.07,96.3
Hungary,4,0.006,1.24,54.63
Iceland,3,0.014,1.5,39.81
India,2,0.127,1.21,77.78
Indonesia,4,0.135,1.06,62.5
International,0,0,0,0
Iran,4,0.096,0.97,58.8
Iraq,2,0.147,1.09,92.59
Ireland,3,0.002,1.3,38.89
Israel,4,0.066,1.04,54.63
Italy,4,0.005,1.13,58.33
Jamaica,4,0.012,1.29,64.81
Japan,1,0.067,1.43,30.56
Jordan,3,0,1.3,48.15
Kazakhstan,2,0.074,0.88,83.33
Kenya,2,0.12,1.2,78.7
Kosovo,4,0,1.14,54.63
Kuwait,2,0.17,0.99,77.78
Kyrgyzstan,2,0,0.77,76.39
Laos,1,0,0,20.37
Latvia,3,0.002,1.17,50
Lebanon,3,0,1.31,41.67
Lesotho,4,0,1.04,71.3
Liberia,4,0,0.92,64.81
Libya,2,0.086,1.3,90.74
Liechtenstein,0,0,0,0
Lithuania,1,0.016,1.34,31.48
Luxembourg,1,0.01,1.13,23.15
Madagascar,4,0.419,1.09,68.98
Malawi,4,0.224,1.05,60.19
Malaysia,3,0.002,1.21,47.22
Maldives,0,0.06,1.26,0
Mali,3,0,1.02,52.78
Malta,0,0.002,0.89,0
Marshall Islands,0,0,0,0
Mauritania,1,0.083,0.74,29.63
Mauritius,1,0,0.06,16.67
Mexico,4,0.488,1.03,70.83
Moldova,4,0,1.1,57.41
Monaco,0,0,1.03,0
Mongolia,4,0,0.28,60.19
Montenegro,0,0,0.76,0
Morocco,4,0.019,1.49,64.81
Mozambique,2,0.029,1.12,75
Myanmar,2,0.001,0.93,76.85
Namibia,4,0.126,1.26,62.5
Nepal,2,0.036,1.04,78.7
Netherlands,3,0,1.46,39.81
New Zealand,1,0,0.85,22.22
Nicaragua,1,0,0.32,20.37
Niger,1,0,0.72,25.93
Nigeria,4,0.077,0.95,71.76
North Macedonia,0,0.099,0.96,0
Norway,3,0.003,1.4,40.74
Oman,2,0.347,0.99,100
Pakistan,4,0.066,0.7,66.67
Palestine,2,0,0.84,83.33
Panama,2,0.32,1.01,84.26
Papua New Guinea,3,0,0,49.07
Paraguay,2,0.053,1.24,78.7
Peru,2,0,1.14,81.48
Philippines,2,0.066,1.21,76.85
Poland,3,0.024,1.24,39.81
Portugal,4,0.016,0.84,71.76
Qatar,2,0.091,0.81,80.56
Romania,3,0.049,1.29,42.59
Russia,4,0.022,0.94,68.06
Rwanda,2,0.007,1.07,74.07
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,1,0,0.1,33.33
Sao Tome and Principe,0,0,0.53,0
Saudi Arabia,4,0.041,0.84,71.3
Senegal,1,0.125,1.04,32.41
Serbia,4,0.034,1.07,55.56
Seychelles,1,0,0.2,23.15
Sierra Leone,1,0,0.96,32.41
Singapore,3,0.015,1.32,50
Slovakia,3,0.012,1.28,37.96
Slovenia,3,0.022,1.02,50
Solomon Islands,1,0,0,33.33
