country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.22,8.33
Albania,4,0,1.16,65.74
Algeria,4,0,1.19,68.52
Andorra,4,0,1.06,62.96
Angola,4,0,1.04,58.8
Antigua and Barbuda,2,0,0.33,0
Argentina,0,0.409,0.89,79.17
Armenia,2,0,0.91,0
Australia,3,0,1.04,47.22
Austria,0,0.202,0.9,82.41
Azerbaijan,4,0,1.43,69.91
Bahamas,2,0,0.69,0
Bahrain,4,0.015,0.88,58.33
Bangladesh,0,0.139,1.12,80.09
Barbados,1,0,1.17,40.74
Belarus,1,0.055,1.16,22.22
Belgium,4,0.114,0.63,63.89
Belize,4,0,1.14,66.67
Benin,1,0,0.95,40.74
Bhutan,4,0,0.98,66.67
Bolivia,0,0.101,0.91,84.26
Bosnia and Herzegovina,3,0,1.16,48.15
Botswana,3,0,0.74,50.93
Brazil,3,0,1.12,54.17
Brunei,1,0,0,35.19
Bulgaria,3,0.406,1.1,48.15
Burkina Faso,1,0,1.02,22.22
Burundi,2,0,0.83,14.81
Cambodia,3,0,0.87,42.59
Cameroon,3,0,0.94,45.37
Canada,4,0.065,1.14,64.35
Cape Verde,4,0.165,1.05,71.3
Central African Republic,1,0,0.66,24.07
Chad,4,0,0.94,70.37
Chile,0,0.04,1,81.94
China,0,0,1.64,76.39
Colombia,4,0,1.01,65.74
Comoros,2,0,0.63,0
Congo,3,0,0.52,44.44
Costa Rica,3,0,1.1,55.56
Cote d'Ivoire,1,0.03,0.97,25
Croatia,3,0.34,1.17,41.67
Cuba,4,0.004,1.07,59.26
Cyprus,0,0.035,1.18,72.22
Czechia,4,0.226,0.74,69.44
Democratic Republic of Congo,1,0.198,1.11,22.22
Denmark,3,0.016,1.1,43.52
Djibouti,1,0,0.77,37.96
Dominica,1,0,0,34.26
Dominican Republic,4,0.139,1.19,64.81
Ecuador,3,0,0.99,52.78
Egypt,4,0,1.22,60.19
El Salvador,3,0.07,1.13,52.78
Equatorial Guinea,2,0,0.56,0
Eritrea,0,0,0.43,75
Estonia,1,0.054,1.32,37.96
Eswatini,3,0,1.28,48.15
Ethiopia,3,0.091,1.03,51.85
Fiji,3,0,0,49.07
Finland,1,0.022,1.26,40.74
France,0,0.08,0.86,78.7
Gabon,4,0,1.11,66.67
Gambia,1,0,0.56,36.11
Georgia,4,0,1.16,64.81
Germany,4,0.093,1.05,64.81
Ghana,1,0.054,1.12,38.89
Greece,0,0.121,1.08,78.7
Grenada,2,0,0,0
Guatemala,3,0.141,1.02,49.54
Guinea,1,0,1.09,37.04
Guinea-Bissau,2,0,0.39,0
Guyana,4,0,1.03,68.52
Haiti,3,0,0.94,47.22
Honduras,0,0,1.03,87.04
Hungary,0,0.227,1.04,72.22
Iceland,3,0.017,0.76,52.78
India,4,0.043,0.97,68.98
Indonesia,4,0.115,1.1,64.35
International,2,0,0,0
Iran,4,0.326,1.08,68.06
Iraq,3,0.116,0.86,51.85
Ireland,0,0.032,0.79,81.48
Israel,4,0.017,1.09,65.74
Italy,0,0.153,0.92,79.63
Jamaica,2,0.088,1.02,0
Japan,1,0.066,1.24,38.89
Jordan,0,0.228,1.04,78.7
Kazakhstan,4,0.028,1.22,66.2
Kenya,4,0.192,1.02,62.96
Kosovo,0,0,1.25,74.07
Kuwait,4,0.08,0.71,62.96
Kyrgyzstan,3,0,0.95,56.02
Laos,1,0,0,33.33
Latvia,3,0.068,1.3,53.7
Lebanon,0,0,1.07,87.04
Lesotho,3,0,0.83,47.22
Liberia,4,0,1.05,57.41
Libya,0,0,1,79.63
Liechtenstein,2,0,0.92,0
Lithuania,4,0.155,1.26,62.96
Luxembourg,3,0.054,1.07,56.48
Madagascar,1,0.034,0.57,37.04
Malawi,3,0.016,0.83,50.93
Malaysia,0,0.058,1.12,80.09
Maldives,2,0.037,1.11,0
Mali,1,0,1.16,37.96
Malta,2,0.042,0.97,0
Marshall Islands,2,0,0,0
Mauritania,1,0.047,1.58,17.59
Mauritius,1,0,0.74,16.67
Mexico,0,0,1.09,71.76
Moldova,3,0,1.15,48.15
Monaco,2,0,0.68,0
Mongolia,0,0,1.5,85.19
Montenegro,2,0,0.97,0
Morocco,4,0.211,0.97,66.2
Mozambique,3,0.05,1.06,56.48
Myanmar,0,0,1.09,79.63
Namibia,1,0.057,1.14,37.96
Nepal,4,0.207,0.89,63.89
Netherlands,3,0.12,0.91,56.48
New Zealand,1,0.001,1.2,22.22
Nicaragua,2,0,0.62,8.33
Niger,1,0,1.46,24.07
Nigeria,3,0.037,1.07,50.93
North Macedonia,2,0.396,1.04,0
Norway,3,0.034,1.02,52.78
Oman,1,0,0.96,37.04
Pakistan,4,0.069,1.27,58.8
Palestine,4,0.215,1.47,62.5
Panama,4,0.122,1.18,58.33
Papua New Guinea,1,0,0.71,37.96
Paraguay,4,0.238,1.08,63.89
Peru,4,0,0.96,67.59
Philippines,0,0.051,0.95,71.76
Poland,4,0.456,0.96,71.3
Portugal,4,0.152,1.01,69.91
Qatar,4,0.045,0.88,64.81
Romania,0,0.281,1.03,76.85
Russia,3,0.042,1.09,47.69
Rwanda,4,0.01,1.32,58.33
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0.86,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,1,0,1.24,40.74
Sao Tome and Principe,2,0,0.82,0
Saudi Arabia,3,0.006,0.89,50
Senegal,1,0.016,1.2,37.96
Serbia,3,0.316,1.45,54.63
Seychelles,1,0,0.16,31.48
Sierra Leone,1,0,0.94,40.74
Singapore,3,0,1.15,52.78
Slovakia,4,0.192,0.97,69.44
Slovenia,4,0.282,1.03,68.52
Solomon Islands,3,0,0,43.52
Somalia,1,0,0.73,37.96
South Africa,3,0.104,1.17,44.44
South Korea,3,0.021,1.2,44.44
South Sudan,3,0.011,1.12,43.52
Spain,4,0.096,0.95,71.3
Sri Lanka,3,0.038,1.08,49.54
Sudan,1,0,1.41,28.7
Suriname,4,0,0.84,60.19
Sweden,3,0.116,1.49,50
Switzerland,4,0.212,0.93,57.41
Syria,3,0,1.1,54.17
Taiwan,1,0.008,1.14,23.15
Tajikistan,1,0,0.99,33.33
Tanzania,2,0,0,13.89
Thailand,3,0.002,1.14,50
Timor,1,0,0,27.78
Togo,3,0.024,1.04,52.78
Trinidad and Tobago,4,0.33,1.24,65.74
Tunisia,4,0,1.02,62.96
Turkey,4,0.03,1.61,66.2
