country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,0,0,1.2,5.56
Albania,1,0,1.12,54.63
Algeria,3,0,1.25,75
Andorra,1,0,1.18,62.96
Angola,3,0,1.09,65.74
Antigua and Barbuda,0,0,0.31,0
Argentina,3,0.501,0.95,81.94
Armenia,0,0,1.26,0
Australia,2,0,0.81,45.83
Austria,3,0.126,1.55,64.81
Azerbaijan,3,0,1.39,64.35
Bahamas,0,0,0.73,0
Bahrain,3,0.03,0.88,63.89
Bangladesh,3,0.114,1.03,80.09
Barbados,2,0,0.8,29.63
Belarus,4,0.04,1.21,16.67
Belgium,1,0.254,1.21,54.63
Belize,3,0,1.16,66.67
Benin,2,0,0.94,43.52
Bhutan,3,0,0.86,77.78
Bolivia,3,0.166,0.82,84.26
Bosnia and Herzegovina,2,0,1.17,40.74
Botswana,3,0,0.74,63.89
Brazil,1,0,1,57.87
Brunei,2,0,0,35.19
Bulgaria,2,0.217,1.52,39.35
Burkina Faso,4,0,0.99,22.22
Burundi,4,0,0.78,14.81
Cambodia,2,0,0.85,34.26
Cameroon,2,0,0.9,45.37
Canada,1,0.044,1.15,60.65
Cape Verde,3,0.149,1.06,71.3
Central African Republic,4,0,0.58,24.07
Chad,3,0,0.97,74.07
Chile,3,0.044,0.96,81.94
China,3,0,1.2,81.94
Colombia,3,0,1.06,65.74
Comoros,0,0,0.63,0
Congo,1,0,0.58,47.22
Costa Rica,1,0,0.99,58.33
Cote d'Ivoire,2,0.025,0.96,30.56
Croatia,2,0.247,1.52,31.48
Cuba,3,0.007,1.12,64.81
Cyprus,3,0.039,1.34,63.89
Czechia,3,0.32,1.16,73.15
Democratic Republic of Congo,4,0.119,1.1,22.22
Denmark,2,0.015,1.2,39.81
Djibouti,2,0,1.05,43.52
Dominica,2,0,0,31.48
Dominican Republic,3,0.114,1.01,67.59
Ecuador,1,0,1.04,52.78
Egypt,3,0,1.12,75.93
El Salvador,1,0.047,1.12,52.78
Equatorial Guinea,0,0,0.49,0
Eritrea,3,0,0.4,77.78
Estonia,4,0.025,1.44,25.93
Eswatini,1,0,0.94,48.15
Ethiopia,1,0.083,0.85,57.41
Fiji,1,0,0,49.07
Finland,2,0.013,1.11,40.74
France,1,0.156,1.25,49.54
Gabon,3,0,1.09,72.22
Gambia,1,0,0.71,56.48
Georgia,1,0,1.29,59.26
Germany,1,0,1.44,60.65
Ghana,2,0.023,1.15,44.44
Greece,1,0.054,1.4,59.72
Grenada,0,0,0,0
Guatemala,1,0.15,1,49.54
Guinea,2,0,1.09,35.65
Guinea-Bissau,0,0,0.39,0
Guyana,3,0,0.99,72.22
Haiti,1,0,0.85,47.22
Honduras,3,0,1.01,87.04
Hong Kong,1,0,0,51.85
Hungary,2,0.16,1.39,40.74
Iceland,2,0.039,0.92,45.37
India,1,0.04,0.9,61.57
Indonesia,1,0.143,0.93,50.46
International,0,0,0,0
Iran,3,0.195,1.29,70.83
Iraq,1,0.2,0.99,51.85
Ireland,3,0.057,0.91,81.48
Israel,2,0.025,0.6,40.74
Italy,3,0.118,1.55,66.67
Jamaica,3,0.113,0.91,71.3
Japan,2,0.032,1.17,38.89
Jordan,3,0,1.36,78.7
Kazakhstan,3,0.013,1.48,68.06
Kenya,3,0.142,1.3,68.52
Kosovo,1,0,1.63,52.78
Kuwait,1,0.114,1.01,62.96
Kyrgyzstan,1,0,1.15,57.87
Laos,2,0,0,36.11
Latvia,2,0.039,1.35,42.59
Lebanon,1,0,1.11,57.41
Lesotho,1,0,0.8,47.22
Liberia,1,0,1.01,57.41
Libya,3,0,1.04,78.7
Liechtenstein,0,0,1.46,0
Lithuania,1,0.066,1.54,59.72
Luxembourg,1,0.062,1.61,52.78
Madagascar,2,0.081,0.27,37.04
Malawi,1,0.017,0.9,50.93
Malaysia,3,0.052,1.18,64.81
Maldives,0,0.025,0.96,0
Mali,2,0,1.13,37.96
Malta,0,0.035,1,0
Marshall Islands,0,0,0,0
Mauritania,4,0.026,1.16,17.59
Mauritius,4,0,0.8,16.67
Mexico,3,0.371,1.02,71.76
Moldova,1,0,1.06,48.15
Monaco,0,0,1.5,0
Mongolia,2,0,0.74,35.19
Montenegro,0,0,1.28,0
Morocco,3,0.162,1.12,65.74
Mozambique,1,0.076,1.07,62.96
Myanmar,3,0,1.05,78.24
Namibia,2,0.065,0.95,44.44
Nepal,3,0.235,0.94,63.89
Netherlands,1,0,1.09,62.04
New Zealand,4,0.001,0.85,22.22
Nicaragua,0,0,0.5,8.33
Niger,4,0,1.18,14.81
Nigeria,1,0.031,1.03,50.93
North Macedonia,0,0.274,1.38,0
Norway,2,0.019,1.45,43.52
Oman,2,0,1.04,44.44
Pakistan,1,0.028,1.21,53.24
Palestine,2,0.118,1.1,40.74
Panama,1,0.104,1.06,58.33
Papua New Guinea,2,0,0.7,45.37
Paraguay,3,0.236,0.99,64.81
Peru,3,0,0.94,74.07
Philippines,3,0.059,0.92,68.98
Poland,3,0.249,1.49,71.3
Portugal,3,0.105,1.35,66.2
Qatar,3,0.029,1,64.81
Romania,1,0.152,1.25,54.63
Russia,2,0.032,1.1,44.91
Rwanda,3,0.009,1.2,63.89
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,2,0,1.19,35.19
Sao Tome and Principe,0,0,0.82,0
Saudi Arabia,1,0.007,0.97,57.41
Senegal,2,0.016,0.75,37.96
Serbia,1,0.098,1.91,51.85
Seychelles,2,0,0.17,31.48
Sierra Leone,2,0,0.94,31.48
Singapore,1,0,0.95,52.78
Slovakia,3,0.183,1.23,73.15
Slovenia,3,0.28,1.41,64.81
Solomon Islands,2,0,0,43.52
Somalia,2,0,0.71,36.11
South Africa,2,0.078,1.01,38.89
South Korea,2,0.01,1.24,44.44
South Sudan,2,0.007,1.06,35.19
Spain,3,0.113,1.2,71.3
Sri Lanka,2,0.049,1.3,34.26
Sudan,2,0,1.31,34.26
Suriname,1,0,0.79,57.41
Sweden,1,0.059,1.52,55.56
Switzerland,2,0.215,1.63,35.65
Syria,1,0,1.06,47.69
Taiwan,4,0.004,1.19,23.15
Tajikistan,2,0,0.99,36.11
Tanzania,4,0,0,13.89
Thailand,1,0.001,1.02,47.22
Timor,2,0,0,29.63
Togo,1,0.02,1.05,56.48
Trinidad and Tobago,3,0.238,0.88,65.74
Tunisia,3,0,1.17,75
Turkey,3,0.018,1.14,69.91
Uganda,1,0.054,1.17,61.11
Ukraine,1,0.197,1.16,58.8
United Arab Emirates,1,0.013,1,50.93
United Kingdom,3,0.077,1.18,75
United States,1,0,1.2,62.5
Uruguay,2,0.015,1.18,43.52
Uzbekistan,2,0,0.89,39.81
Vanuatu,4,0,0,22.22
Vatican,0,0,0,0
Venezuela,3,0,0.88,87.96
Vietnam,1,0,1.16,55.56
Yemen,2,0,0.7,29.63
Zambia,2,0.011,0.9,45.37
Zimbabwe,3,0.019,1.1,71.3
