country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,6,0,0.154,1.439
Albania,1,0,1.39,58.03
Algeria,6,0,0.182,5.519
Andorra,0,0,0,1216.592
Angola,6,0,0.061,1.552
Antigua and Barbuda,6,0,0,0
Argentina,4,0.509,6.97,219.246
Armenia,1,0,1.012,36.109
Australia,6,1.214,0,1.843
Austria,1,1.037,0.111,42.414
Azerbaijan,6,0,0.197,7.496
Bahamas,4,0,2.543,203.434
Bahrain,3,0,0.588,386.699
Bangladesh,5,0.086,0.158,11.003
Barbados,6,0,0,6.96
Belarus,5,0.774,0.635,19.79
Belgium,2,2.529,0.173,73.428
Belize,1,0,0,52.814
Benin,6,0,0,0
Bhutan,6,0,0,0
Bolivia,2,0.13,4.283,70.933
Bosnia and Herzegovina,1,0,2.743,51.816
Botswana,2,0,0.425,89.725
Brazil,2,0,1.792,71.298
Brunei,6,0,0,0
Bulgaria,5,0,1.295,20.58
Burkina Faso,6,0,0,0.478
Burundi,6,0,0,0
Cambodia,6,0,0,0
Cameroon,6,0,0,2.298
Canada,1,2.146,0.238,38.631
Cape Verde,1,0.54,1.799,46.764
Central African Republic,6,0,0,4.762
Chad,6,0,0.061,0.061
Chile,2,1.704,3.348,88.145
China,6,0,0.001,0.015
Colombia,2,0.44,3.911,109.526
Comoros,6,0,0,1.15
Congo,6,0,0,1.087
Costa Rica,3,0.695,6.085,374.354
Cote d'Ivoire,6,0.054,0,2.009
Croatia,5,0.775,0.731,15.833
Cuba,6,0.685,0,3.708
Cyprus,6,2.238,0,9.133
Czechia,2,1.636,0.84,96.554
Democratic Republic of Congo,6,0.002,0,0
Denmark,1,9.622,0.345,59.908
Djibouti,6,0,0,1.012
Dominica,6,0,0,0
Dominican Republic,1,0.316,1.475,41.483
Ecuador,5,0.059,1.077,17.967
Egypt,6,0,0.127,1.642
El Salvador,5,0.383,0.463,12.488
Equatorial Guinea,6,0,0,2.851
Eritrea,6,0,0,0
Estonia,5,2.306,0,16.585
Eswatini,5,0,2.586,24.996
Ethiopia,6,0.081,0.078,4.219
Fiji,6,0.026,0,0
Finland,6,1.658,0,8.483
France,3,4.22,0.843,352.011
Gabon,6,0,0,4.942
Gambia,6,0,0,0
Georgia,1,0,0,41.362
Germany,5,0,0.024,17.724
Ghana,6,0.236,0.257,5.374
Greece,5,0.685,0.48,17.269
Grenada,6,0,0,0
Guatemala,5,0.127,0.837,14.68
Guinea,6,0,0,1.218
Guinea-Bissau,6,0,0,0
Guyana,1,0,0,39.412
Haiti,6,0,0,0.526
Honduras,2,0,0.808,83.9
Hong Kong,6,0,0,0
Hungary,2,1.171,0.518,87.367
Iceland,6,1.404,0,8.791
India,1,0.709,0.764,60.731
Indonesia,5,0.096,0.431,11.483
International,6,0,0,0
Iran,5,0.325,1.857,31.181
Iraq,2,0.596,1.79,103.648
Ireland,1,2.003,0,41.922
Israel,0,5.493,2.311,555.136
Italy,5,0.749,0.232,16.672
Jamaica,1,0.175,0.675,54.708
Japan,6,0.201,0.055,2.119
Jordan,5,0,0.196,20.974
Kazakhstan,6,0.618,0.373,6.87
Kenya,6,0,0.037,0.893
Kosovo,5,0,2.07,28.457
Kuwait,4,0.92,0.702,165.786
Kyrgyzstan,6,0,0,7.204
Laos,6,0,0,0
Latvia,6,0.769,0,1.59
Lebanon,4,0,0.733,159.843
Lesotho,6,0,0,0
Liberia,6,0,0,0.395
Libya,2,0.457,0.873,106.821
Liechtenstein,6,0,0,0
Lithuania,5,1.224,0,18.734
Luxembourg,4,12.373,0,135.788
Madagascar,6,0.018,0.072,0.433
Malawi,6,0,0.052,0.366
Malaysia,6,0.359,0,0.958
Maldives,4,2.344,1.85,129.5
Mali,6,0,0,0.543
Malta,2,3.771,2.265,120.035
Marshall Islands,6,0,0,0
Mauritania,6,0.049,0,4.086
Mauritius,6,0,0,0
Mexico,5,0.116,1.768,25.866
Moldova,1,0,1.487,56.768
Monaco,4,0,0,152.89
Mongolia,6,0,0,0
Montenegro,3,0,1.592,299.334
Morocco,1,0.588,0.975,41.099
Mozambique,6,0.04,0,6.815
Myanmar,6,0.066,0.147,3.308
Namibia,1,0.376,0.787,38.962
Nepal,1,0.373,0.515,40.155
Netherlands,2,0,0.233,76.919
New Zealand,6,0.815,0,0.622
Nicaragua,6,0,0,0
Niger,6,0,0,0
Nigeria,6,0.009,0.005,0.64
North Macedonia,5,0.674,1.92,17.28
Norway,5,3.974,0,22.504
Oman,2,0,1.958,93.212
Pakistan,6,0.13,0.027,1.829
Palestine,4,1.372,0.98,154.467
Panama,2,0.666,1.622,106.379
Papua New Guinea,6,0,0,0.112
Paraguay,2,0.354,1.963,77.111
Peru,4,0.293,5.581,205.842
Philippines,1,0.264,2.364,42.635
Poland,6,0.32,0.396,9.961
Portugal,1,1.903,0.392,60.117
Qatar,2,1.526,0.694,81.567
Romania,1,0.381,1.144,35.971
Russia,1,1.499,0.384,37.099
Rwanda,6,0.13,0,0.849
Saint Kitts and Nevis,6,0,0,0
Saint Lucia,6,0,0,0
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,6,0,0,0
Sao Tome and Principe,6,0,0,0
Saudi Arabia,5,1.569,1.063,17.436
Senegal,6,0.051,0,1.553
Serbia,6,0.871,0,4.262
Seychelles,6,0,0,10.169
Sierra Leone,6,0,0,0.251
Singapore,6,0,0,8.205
Slovakia,6,0.792,0,8.792
Slovenia,5,1.081,0,22.608
Solomon Islands,6,0,0,0
Somalia,6,0,0,0
South Africa,5,0.171,0.877,16.119
South Korea,6,0.155,0.078,2.068
South Sudan,6,0,0,0.804
Spain,0,0,2.16,586.122
Sri Lanka,6,0.067,0.047,1.308
Sudan,6,0,0.023,0.433
Suriname,1,0,3.409,49.435
Sweden,6,1.973,0,0
Switzerland,5,1.485,0.462,29.695
Syria,6,0,0.114,2.057
Taiwan,6,0.006,0,0.042
Tajikistan,6,0,0,4.089
Tanzania,6,0,0,0
Thailand,6,0.063,0,0
Timor,6,0,0,0
Togo,6,0.065,0.362,0.725
Trinidad and Tobago,2,0.202,1.429,70.74
Tunisia,1,0.329,0.846,63.205
