country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0,0.026
Albania,1,0,0,1.737
Algeria,0,0,0.046,0.296
Andorra,2,0,0,181.195
Angola,0,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,0,0.003,0.022,0.398
Armenia,5,0,0,10.462
Australia,1,0,0,4.431
Austria,3,0.194,0.222,40.749
Azerbaijan,1,0,0,1.578
Bahamas,5,0,0,5.086
Bahrain,6,0,0,12.929
Bangladesh,0,0,0,0.018
Barbados,5,0,0,10.439
Belarus,0,0,0,0
Belgium,3,0.293,0.604,26.662
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,0,0.003,0,0
Bosnia and Herzegovina,5,0,0,7.62
Botswana,0,0,0,0
Brazil,0,0,0.014,1.171
Brunei,6,0,0,16.001
Bulgaria,0,0,0.144,0.288
Burkina Faso,0,0,0,0.622
Burundi,0,0,0,0
Cambodia,0,0,0,0.12
Cameroon,0,0,0,0.113
Canada,1,0.326,0.026,3.789
Cape Verde,0,0,0,0
Central African Republic,0,0,0,0
Chad,0,0,0,0.061
Chile,0,0,0,0
China,0,0,0.006,0.038
Colombia,0,0.013,0,0.118
Comoros,0,0,0,0
Congo,0,0,0,0.362
Costa Rica,1,0.023,0.196,3.73
Cote d'Ivoire,0,0,0,0.114
Croatia,5,0.02,0.244,5.846
Cuba,0,0,0,0.353
Cyprus,6,0,0,20.55
Czechia,6,0.211,0,21.477
Democratic Republic of Congo,0,0,0,0.112
Denmark,6,0.319,0.345,18.818
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,0,0,0.092,1.198
Ecuador,5,0.011,0.057,4.988
Egypt,0,0,0,0.586
El Salvador,0,0,0,0.154
Equatorial Guinea,0,0,0,1.426
Eritrea,0,0,0,0
Estonia,5,0.285,0,6.785
Eswatini,0,0,0,0
Ethiopia,0,0,0,0
Fiji,0,0.009,0,1.116
Finland,6,0.14,0,11.551
France,3,0,1.455,28.281
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,0,0,0,0.501
Germany,3,0,0.191,35.723
Ghana,0,0,0,0.129
Greece,0,0,0.096,0
Grenada,0,0,0,0
Guatemala,0,0.002,0,0.167
Guinea,0,0,0,0
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,0
Haiti,0,0,0,0
Honduras,0,0,0,0.303
Hungary,1,0.054,0,1.553
Iceland,2,3.842,0,234.432
India,0,0,0.001,0.028
Indonesia,0,0,0.022,0.307
International,0,0,0,0
Iran,6,0,1.774,12.453
Iraq,0,0,0.025,0.696
Ireland,3,0.192,0.203,53.668
Israel,1,0.24,0,1.733
Italy,4,0.285,7.062,88.022
Jamaica,0,0,0.338,0.675
Japan,0,0.028,0.008,0.316
Jordan,1,0,0,1.666
Kazakhstan,0,0.056,0,0.479
Kenya,0,0.001,0,0.074
Kosovo,0,0,0,0.517
Kuwait,0,0,0,1.405
Kyrgyzstan,0,0,0,0
Laos,0,0,0,0
Latvia,5,0.382,0,7.952
Lebanon,1,0,0.147,3.516
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,0,0,0,0
Liechtenstein,0,0,0,0
Lithuania,1,0,0,3.306
Luxembourg,2,1.439,3.195,210.871
Madagascar,0,0,0,0
Malawi,0,0,0,0
Malaysia,1,0,0,3.399
Maldives,0,0.104,0,0
Mali,0,0,0,0
Malta,3,0.625,0,33.972
Marshall Islands,0,0,0,0
Mauritania,0,0,0,0.215
Mauritius,0,0,0,0
Mexico,0,0.007,0.008,0.357
Moldova,1,0,0,4.71
Monaco,0,0,0,0
Mongolia,0,0,0,0
Montenegro,1,0,0,1.592
Morocco,0,0.001,0,0.379
Mozambique,0,0,0,0
Myanmar,0,0,0,0
Namibia,0,0,0,0.394
Nepal,0,0.001,0,0
Netherlands,6,0,1.109,23.869
New Zealand,1,0.287,0,1.659
