country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,4,0,0.051,0.385
Albania,2,0,1.39,44.131
Algeria,1,0,0.16,3.535
Andorra,4,0,0,0
Angola,1,0,0.091,3.286
Antigua and Barbuda,4,0,0,0
Argentina,6,0.613,8.983,298.192
Armenia,0,0,0.337,110.352
Australia,4,1.02,0.157,0.902
Austria,0,1.842,0.666,67.619
Azerbaijan,1,0,0.197,5.72
Bahamas,3,0,5.086,165.29
Bahrain,6,6.204,0.588,337.333
Bangladesh,1,0.078,0.158,9.035
Barbados,4,0,0,0
Belarus,2,0,0.635,33.23
Belgium,3,4.168,1.208,152.033
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,1.296
Bolivia,2,0.101,2.656,35.809
Bosnia and Herzegovina,0,0,4.267,68.581
Botswana,4,0,0,0
Brazil,3,0,4.06,150.819
Brunei,4,0,0,0
Bulgaria,2,0.475,0.864,39.721
Burkina Faso,4,0,0.048,0.191
Burundi,4,0,0,0.336
Cambodia,4,0,0,0
Cameroon,4,0,0,0
Canada,2,1.985,0.318,46.95
Cape Verde,3,0.98,0,149.284
Central African Republic,4,0,0,0
Chad,4,0,0,0.487
Chile,0,1.513,1.412,85.216
China,4,0,0,0.016
Colombia,0,0.426,3.675,114.754
Comoros,4,0,0,1.15
Congo,4,0,0,0
Costa Rica,3,0.325,3.73,174.711
Cote d'Ivoire,4,0.026,0,1.061
Croatia,5,1.095,0.731,32.885
Cuba,1,0.667,0,4.238
Cyprus,2,3.065,0,34.251
Czechia,3,1.71,1.681,183.024
Democratic Republic of Congo,4,0.002,0.011,0.078
Denmark,0,8.753,0.173,68.195
Djibouti,1,0,0,6.073
Dominica,4,0,0,0
Dominican Republic,5,0,0.277,21.571
Ecuador,2,0.192,1.814,44.437
Egypt,4,0,0.127,1.212
El Salvador,5,0.378,1.233,26.518
Equatorial Guinea,4,0,0,1.426
Eritrea,4,0,0,0
Estonia,2,2.878,0,36.184
Eswatini,1,0,0,8.619
Ethiopia,1,0.046,0.122,5.567
Fiji,4,0.176,0,0
Finland,5,2.124,0,26.892
France,3,3.001,2.513,184.47
Gabon,1,0,0,10.783
Gambia,1,0,0.414,4.138
Georgia,0,0,1.003,78.713
Germany,5,0,0.179,21.961
Ghana,4,0.065,0.064,1.223
Greece,2,1.161,0.48,39.912
Grenada,4,0,0,0
Guatemala,2,0.266,0.223,39.351
Guinea,4,0,0,2.741
Guinea-Bissau,4,0,0,0
Guyana,0,0,0,75.01
Haiti,4,0,0,0
Honduras,2,0,2.221,56.64
Hong Kong,4,0,0,0
Hungary,0,0.728,0.828,88.092
Iceland,0,4.99,0,93.773
India,2,0.828,0.854,58.313
Indonesia,5,0.102,0.468,14.631
International,4,0,0,0
Iran,2,0.321,2.464,43.777
Iraq,0,0.576,1.74,117.447
Ireland,0,2.567,0.203,73.515
Israel,6,3.999,4.044,576.625
Italy,5,1.492,0.397,27.24
Jamaica,0,0.12,2.702,80.374
Japan,1,0.82,0.055,4.254
Jordan,0,0,0.588,80.661
Kazakhstan,1,0.295,0.053,3.622
Kenya,1,0.067,0.13,3.905
Kosovo,5,0,0,27.939
Kuwait,3,0.94,0.468,137.453
Kyrgyzstan,5,0,0,25.597
Laos,4,0,0,0
Latvia,5,1.865,0.53,16.965
Lebanon,3,0,1.465,161.894
Lesotho,1,0,0,5.135
Liberia,4,0,0,0.198
Libya,0,0,1.892,116.572
Liechtenstein,5,0,0,26.221
Lithuania,2,2.322,0,35.632
Luxembourg,0,11.358,0,87.863
Madagascar,4,0.011,0,1.047
Malawi,4,0,0,0.105
Malaysia,1,0.428,0,3.121
Maldives,0,2.64,0,68.45
Mali,4,0,0.049,0.543
Malta,2,5.007,4.53,65.679
Marshall Islands,4,0,0,0
Mauritania,1,0,0,3.011
Mauritius,4,0,0,0
Mexico,2,0.118,4.343,34.483
Moldova,3,0,2.231,206.992
Monaco,2,0,0,50.963
Mongolia,4,0,0,0
Montenegro,3,0,1.592,213.355
Morocco,2,0.618,1.057,56.244
Mozambique,1,0.041,0,8.575
Myanmar,5,0.097,0.515,14.593
Namibia,1,0.381,0,7.478
Nepal,2,0.374,0.343,51.927
Netherlands,3,0,0.817,181.56
New Zealand,4,1.036,0,0.207
Nicaragua,5,0,0.302,14.642
