country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,1,0,0.077,5.574
Albania,1,0,0,2.78
Algeria,1,0,0.114,4.264
Andorra,0,0,0,0
Angola,0,0,0,0.213
Antigua and Barbuda,0,0,0,0
Argentina,1,0.067,0.243,5.31
Armenia,4,0,0.337,48.933
Australia,0,1.361,0,0.196
Austria,1,0.686,0.555,2.443
Azerbaijan,5,0,0,7.397
Bahamas,0,0,0,0
Bahrain,6,3.397,0,143.984
Bangladesh,1,0.036,0.043,4.305
Barbados,1,0,0,3.48
Belarus,3,1.13,0.529,98.737
Belgium,4,2.233,9.146,50.994
Belize,0,0,0,0
Benin,5,0,0,8.414
Bhutan,0,0,0,0
Bolivia,2,0.047,0.343,15.848
Bosnia and Herzegovina,5,0,2.438,13.106
Botswana,0,0,0,0
Brazil,4,0,3.891,52.319
Brunei,0,0,0,0
Bulgaria,5,0.201,0.288,6.188
Burkina Faso,0,0,0,0.383
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,4,0.785,4.133,39.028
Cape Verde,2,0.228,0,21.583
Central African Republic,5,0,0,10.145
Chad,0,0,0.061,0.426
Chile,3,0.614,0.471,72.765
China,0,0,0,0.001
Colombia,5,0.086,0.413,11.694
Comoros,0,0,0,0
Congo,1,0,0,1.812
Costa Rica,0,0.089,0,1.57
Cote d'Ivoire,0,0.017,0,1.175
Croatia,5,0.351,0,8.769
Cuba,0,0.172,0.088,1.059
Cyprus,1,2.234,0,2.283
Czechia,1,0.421,0.28,4.295
Democratic Republic of Congo,0,0.001,0.033,0.826
Denmark,2,1.446,1.381,23.307
Djibouti,1,0,0,2.024
Dominica,0,0,0,0
Dominican Republic,2,0.189,0.645,25.904
Ecuador,0,-0.212,2.834,-83.886
Egypt,1,0,0.205,4.837
El Salvador,5,0.273,0.154,7.246
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,1,0.908,0,3.769
Eswatini,1,0,0,5.172
Ethiopia,0,0.016,0,0.026
Fiji,0,0.058,0,0
Finland,5,0.6,0.902,11.731
France,2,0,3.723,19.671
Gabon,4,0,0,52.118
Gambia,0,0,0,0.828
Georgia,1,0,0.251,2.005
Germany,2,0,1.408,13.821
Ghana,4,0.169,0,29.64
Greece,0,0.408,0.192,1.247
Grenada,0,0,0,0
Guatemala,1,0.023,0.056,3.796
Guinea,5,0,0,6.244
Guinea-Bissau,2,0,0,15.244
Guyana,0,0,0,1.271
Haiti,0,0,0,1.491
Honduras,5,0,0.202,8.683
Hungary,1,0.52,0.932,2.898
Iceland,0,1.509,0,0
India,1,0.058,0.07,2.423
Indonesia,0,0.024,0.048,1.228
International,0,0,0,0
Iran,2,0.168,0.655,18.525
Iraq,0,0.058,0.05,1.492
Ireland,4,1.007,5.266,31.593
Israel,1,0.942,0.693,3.813
Italy,2,1.055,4.019,21.948
Jamaica,0,0,0,0.675
