country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,4,0,0,0
Albania,4,0,0,0
Algeria,4,0,0,0
Andorra,4,0,0,0
Angola,4,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,4,0,0,0
Armenia,4,0,0,0
Australia,4,0,0,0
Austria,2,0.035,0,0
Azerbaijan,4,0,0,0
Bahamas,4,0,0,0
Bahrain,0,0,0,1.763
Bangladesh,4,0,0,0
Barbados,4,0,0,0
Belarus,3,0,0,0.106
Belgium,4,0,0,0
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,4,0,0,0
Bosnia and Herzegovina,4,0,0,0
Botswana,4,0,0,0
Brazil,4,0,0,0
Brunei,4,0,0,0
Bulgaria,4,0,0,0
Burkina Faso,4,0,0,0
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0,0
Canada,4,0,0,0.026
Cape Verde,4,0,0,0
Central African Republic,4,0,0,0
Chad,4,0,0,0
Chile,4,0,0,0
China,3,0,0.031,0.228
Colombia,4,0,0,0
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,4,0,0,0
Cote d'Ivoire,4,0,0,0
Croatia,1,0,0,0.487
Cuba,4,0,0,0
Cyprus,4,0,0,0
Czechia,4,0.002,0,0
Democratic Republic of Congo,4,0,0,0
Denmark,4,0.011,0,0
Djibouti,4,0,0,0
Dominica,4,0,0,0
Dominican Republic,4,0,0,0
Ecuador,4,0,0,0
Egypt,4,0,0,0
El Salvador,4,0,0,0
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,4,0.01,0,0
Eswatini,4,0,0,0
Ethiopia,4,0,0,0
Fiji,4,0,0,0
Finland,2,0.065,0,0
France,1,0,0,0.291
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,4,0,0,0
Germany,4,0,0,0.024
Ghana,4,0,0,0
Greece,3,0,0,0.096
Grenada,4,0,0,0
Guatemala,4,0,0,0
Guinea,4,0,0,0
Guinea-Bissau,4,0,0,0
Guyana,4,0,0,0
Haiti,4,0,0,0
Honduras,4,0,0,0
Hungary,4,0,0,0
Iceland,6,0.038,0,2.93
India,4,0,0,0
Indonesia,4,0,0,0
International,4,0,0,0
Iran,0,0,0.095,1.703
Iraq,4,0,0,0
Ireland,4,0,0,0
Israel,1,0.014,0,0.347
Italy,6,0.061,0.066,3.854
Jamaica,4,0,0,0
Japan,3,0.001,0.008,0.142
Jordan,4,0,0,0
Kazakhstan,4,0,0,0
Kenya,4,0,0,0
Kosovo,4,0,0,0
Kuwait,1,0,0,0.468
Kyrgyzstan,4,0,0,0
Laos,4,0,0,0
Latvia,4,0,0,0
Lebanon,4,0,0,0
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,4,0,0,0
Liechtenstein,4,0,0,0
Lithuania,1,0,0,0.367
Luxembourg,4,0.006,0,0
Madagascar,4,0,0,0
Malawi,4,0,0,0
Malaysia,4,0,0,0
Maldives,4,0,0,0
Mali,4,0,0,0
Malta,4,0.023,0,0
Marshall Islands,4,0,0,0
Mauritania,4,0,0,0
Mauritius,4,0,0,0
Mexico,4,0.002,0,0.008
Moldova,4,0,0,0
Monaco,4,0,0,0
Mongolia,4,0,0,0
Montenegro,4,0,0,0
Morocco,4,0,0,0
Mozambique,4,0,0,0
Myanmar,4,0,0,0
Namibia,4,0,0,0
Nepal,4,0,0,0
Netherlands,4,0,0,0
New Zealand,3,0,0,0.207
Nicaragua,4,0,0,0
Niger,4,0,0,0
Nigeria,4,0,0,0.005
North Macedonia,4,0,0,0
Norway,0,0.053,0,0.922
Oman,4,0,0,0
Pakistan,4,0,0,0.009
Palestine,4,0,0,0
Panama,4,0,0,0
Papua New Guinea,4,0,0,0
Paraguay,4,0,0,0
Peru,4,0,0,0
Philippines,4,0,0,0
Poland,4,0,0,0
Portugal,4,0,0,0
Qatar,4,0,0,0
Romania,3,0,0,0.104
Russia,4,0,0,0
Rwanda,4,0,0,0
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,4,0,0,0
Senegal,4,0,0,0
Serbia,4,0.001,0,0
Seychelles,4,0,0,0
Sierra Leone,4,0,0,0
Singapore,4,0,0,0
Slovakia,4,0,0,0
Slovenia,4,0,0,0
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,4,0,0,0
South Korea,6,0.253,0,11.137
South Sudan,4,0,0,0
Spain,1,0,0,0.364
Sri Lanka,4,0,0,0
Sudan,4,0,0,0
Suriname,4,0,0,0
Sweden,0,0,0,0.792
Switzerland,2,0.052,0,0
Syria,4,0,0,0
Taiwan,3,0.016,0,0.084
Tajikistan,4,0,0,0
Tanzania,4,0,0,0
Thailand,4,0.017,0,0.014
Timor,4,0,0,0
Togo,4,0,0,0
Trinidad and Tobago,4,0,0,0
Tunisia,4,0,0,0
Turkey,4,0,0,0
Uganda,4,0,0,0
Ukraine,4,0,0,0
United Arab Emirates,0,0.87,0,0.607
United Kingdom,3,0,0,0.177
United States,4,0,0,0
Uruguay,4,0,0,0
Uzbekistan,4,0,0,0
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,4,0,0,0
Vietnam,4,0,0,0
Yemen,4,0,0,0
Zambia,4,0,0,0
Zimbabwe,4,0,0,0
