country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,1,0,0,0.745
Albania,2,0,1.39,6.95
Algeria,6,0,0.205,3.01
Andorra,4,0,51.77,77.655
Angola,1,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,2,0.013,0.089,5.177
Armenia,0,0,0,16.873
Australia,2,0,0.039,7.765
Austria,4,0.321,2.221,62.4
Azerbaijan,6,0,0.099,2.466
Bahamas,1,0,0,0
Bahrain,3,0,0,30.56
Bangladesh,1,0.001,0,0.012
Barbados,6,0,0,3.48
Belarus,1,0.106,0.106,0
Belgium,4,0.555,16.567,75.585
Belize,1,0,0,0
Benin,1,0,0,0.247
Bhutan,1,0,0,0
Bolivia,1,0.007,0.171,0.857
Bosnia and Herzegovina,0,0,0.914,15.85
Botswana,1,0,0.425,0.425
Brazil,2,0,0.198,5.354
Brunei,2,0,0,4.572
Bulgaria,2,0,0,5.757
Burkina Faso,1,0,0.096,0.718
Burundi,1,0,0,0.168
Cambodia,1,0,0,0.12
Cameroon,6,0,0,2.034
Canada,3,0.409,0.556,29.913
Cape Verde,1,0,0,0
Central African Republic,1,0,0,0
Chad,1,0,0,0.122
Chile,0,0.159,0.209,15.118
China,1,0,0.001,0.056
Colombia,6,0.08,0.079,2.123
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,6,0.03,0,3.337
Cote d'Ivoire,1,0,0,0.417
Croatia,0,0.149,0,18.756
Cuba,6,0.039,0.177,1.413
Cyprus,3,0.628,1.142,36.534
Czechia,3,0.622,0.747,28.668
Democratic Republic of Congo,1,0,0,0.19
Denmark,3,0.554,2.244,49.031
Djibouti,0,0,0,12.146
Dominica,0,0,0,13.891
Dominican Republic,0,0.041,0.83,19.174
Ecuador,0,0.035,0.85,15.757
Egypt,1,0,0.049,0.528
El Salvador,1,0,0.154,0.308
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0.846
Estonia,0,1.526,0.754,22.615
Eswatini,1,0,0,0
Ethiopia,1,0.001,0,0.026
Fiji,1,0.012,0,0
Finland,0,0.204,0.722,11.912
France,4,0,7.691,117.306
Gabon,6,0,0,4.044
Gambia,1,0,0,0
Georgia,6,0,0,1.755
Germany,4,0,1.552,58.758
Ghana,1,0,0,0.29
Greece,2,0.074,0.576,9.786
Grenada,1,0,0,0
Guatemala,1,0.002,0,0.112
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,2,0,1.271,5.085
Haiti,1,0,0,0
Honduras,1,0,0,0.202
Hong Kong,1,0,0,0
Hungary,2,0.087,0.104,4.658
Iceland,5,4.724,0,143.59
India,1,0,0.002,0.106
Indonesia,1,0,0.051,0.417
International,1,0,0,0
Iran,3,0,1.679,37.027
Iraq,6,0,0.099,1.591
Ireland,4,0.39,3.443,65.819
Israel,4,0.923,0.462,85.263
Italy,4,0.49,13.843,67.034
Jamaica,1,0,0,0
Japan,6,0.015,0.016,2.008
Jordan,1,0,0,0.588
Kazakhstan,6,0.527,0.053,2.184
Kenya,1,0.004,0,0.167
Kosovo,2,0,0,6.209
Kuwait,2,0,0,5.386
Kyrgyzstan,6,0,0,1.993
Laos,1,0,0,0.137
Latvia,0,0.265,0,11.664
Lebanon,6,0,0.147,3.516
Lesotho,1,0,0,0
Liberia,1,0,0,0
Libya,1,0,0,0.291
Liechtenstein,5,0,0,157.328
Lithuania,0,0.542,0.367,16.898
Luxembourg,5,1.495,1.598,303.526
Madagascar,1,0,0,0.506
Malawi,1,0,0,0
Malaysia,6,0.033,0.185,4.326
Maldives,6,0,0,1.85
Mali,1,0,0,0.148
Malta,3,1.416,0,29.442
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0.215
Mauritius,0,0,1.573,11.795
Mexico,1,0.012,0.008,0.938
Moldova,0,0,0.496,13.634
Monaco,4,0,0,76.445
Mongolia,1,0,0,0
Montenegro,3,0,1.592,28.66
Morocco,6,0.004,0.081,1.653
Mozambique,1,0.001,0,0
Myanmar,1,0,0.018,0.018
Namibia,1,0,0,0
Nepal,1,0.002,0,0
Netherlands,3,0,10.213,49.606
New Zealand,0,0.422,0,12.028
Nicaragua,1,0,0,0.151
Niger,1,0,0,0
Nigeria,1,0,0,0.019
North Macedonia,0,0.188,0.96,21.12
Norway,3,0.636,1.291,36.154
Oman,6,0,0.196,2.546
Pakistan,1,0.001,0.005,0.815
Palestine,1,0,0,0.588
Panama,3,0.084,1.391,44.498
Papua New Guinea,1,0,0,0
Paraguay,1,0.013,0,0.14
Peru,6,0.039,0.182,3.488
Philippines,2,0,0.091,4.91
Poland,2,0,0.053,6.764
Portugal,4,0.779,1.961,101.503
Qatar,3,0.795,0.347,30.544
Romania,2,0.081,0.884,7.069
Russia,6,0,0.055,3.433
Rwanda,1,0,0,0.386
Saint Kitts and Nevis,0,0,0,18.8
Saint Lucia,0,0,0,21.783
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,5,0,29.465,176.793
Sao Tome and Principe,1,0,0,0
Saudi Arabia,6,0.211,0.057,3.16
Senegal,1,0.006,0,0.776
Serbia,0,0.07,0,16.9
Seychelles,0,0,0,20.338
Sierra Leone,1,0,0,0.125
Singapore,2,0,0,8.034
Slovakia,2,0.161,0,4.945
Slovenia,0,0.62,1.924,22.127
Solomon Islands,1,0,0,0
Somalia,1,0,0,0.126
South Africa,1,0.045,0.034,0.455
South Korea,6,0.234,0.078,2.438
South Sudan,1,0,0,0
Spain,5,0,15.998,170.4
Sri Lanka,1,0.01,0,0.981
Sudan,1,0,0,0.023
Suriname,6,0,0,1.705
Sweden,3,0,5.248,47.033
Switzerland,4,0.823,8.55,78.917
