country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,0.103,0.026,0
Albania,0,4.517,0,0
Algeria,2,1.414,0.046,2.14
Andorra,0,323.562,12.942,0
Angola,2,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,0,2.39,0,1.83
Armenia,2,11.474,0,1.42
Australia,2,18.745,0,2.34
Austria,0,85.273,0.888,2.25
Azerbaijan,2,1.184,0,0
Bahamas,2,0,0,0
Bahrain,1,17.043,0.588,1.3
Bangladesh,0,0.012,0,0
Barbados,2,27.839,0,0
Belarus,1,0,0,0
Belgium,0,50.563,0.69,2.2
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,0,0.428,0,0
Bosnia and Herzegovina,0,10.058,0,0
Botswana,2,0,0,0
Brazil,2,2.47,0.047,2.35
Brunei,2,11.429,0,0
Bulgaria,0,3.454,0,1.18
Burkina Faso,2,0.526,0.096,0
Burundi,2,0,0,0
Cambodia,2,1.854,0,0
Cameroon,2,0.49,0,0
Canada,0,5.087,0.053,2.48
Cape Verde,2,0,0,0
Central African Republic,2,0,0,0
Chad,2,0,0,0
Chile,2,4.97,0.052,2.3
China,0,0.09,0.01,0.77
Colombia,2,0.688,0.039,1.87
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,2,3.337,0,1.08
Cote d'Ivoire,2,0,0,0
Croatia,0,11.692,0,2.29
Cuba,2,1.236,0,0
Cyprus,2,12.559,1.142,0
Czechia,0,11.672,0.093,1.97
Democratic Republic of Congo,2,0.078,0,0
Denmark,0,16.229,0,1.37
Djibouti,2,0,0,0
Dominica,2,13.891,0,0
Dominican Republic,0,8.297,0.092,2.25
Ecuador,0,16.04,0.397,2.7
Egypt,2,0.322,0.039,1.47
El Salvador,0,0,0,0
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,15.077,0,1.35
Eswatini,2,2.586,0,0
Ethiopia,2,0.017,0,0
Fiji,0,1.116,0,0
Finland,0,18.59,0,1.49
France,0,27.27,1.731,2.04
Gabon,2,0.449,0,0
Gambia,2,0,0,0
Georgia,0,1.253,0,0
Germany,0,31.748,0.119,2.12
Ghana,2,0.129,0,0
Greece,0,9.018,0.192,1.3
Grenada,2,8.887,0,0
Guatemala,0,0.112,0,0
Guinea,2,0,0,0
Guinea-Bissau,2,0,0,0
Guyana,2,15.256,0,0
Haiti,0,0,0,0
Honduras,0,0.202,0,0
Hungary,0,2.898,0.207,1.71
Iceland,0,278.388,0,1.63
India,0,0.048,0.002,2.04
Indonesia,2,0.234,0.037,1.88
International,2,0,0,0
Iran,2,12.239,1.536,1.09
Iraq,0,0.472,0.075,1.48
Ireland,0,24.505,0.203,2.22
Israel,0,27.381,0,2.36
Italy,0,91.959,10.767,1.53
Jamaica,0,1.013,0,0
Japan,2,0.356,0.032,1.35
Jordan,0,2.646,0,0
Kazakhstan,1,0.426,0,0
Kenya,2,0.149,0,0
Kosovo,0,3.622,0,0
Kuwait,0,2.81,0,0.85
Kyrgyzstan,2,0,0,0
Laos,2,0,0,0
Latvia,0,7.952,0,1.12
Lebanon,0,8.937,0,1.14
Lesotho,0,0,0,0
Liberia,2,0,0,0
Libya,0,0,0,0
Liechtenstein,2,0,0,0
Lithuania,0,22.04,0,0
Luxembourg,0,204.481,0,2.1
Madagascar,0,0,0,0
Malawi,2,0,0,0
Malaysia,0,3.8,0.185,1.71
Maldives,2,0,0,0
Mali,2,0,0,0
Malta,2,38.502,0,0
Marshall Islands,2,0,0,0
Mauritania,2,0,0,0
Mauritius,2,11.008,0.786,0
Mexico,2,0.504,0.008,1.88
Moldova,2,3.471,0,0
Monaco,0,305.779,0,0
Mongolia,2,0,0,0
Montenegro,2,11.145,0,0
Morocco,0,0.515,0.027,0
Mozambique,2,0.032,0,0
Myanmar,2,0,0,0
Namibia,2,0,0,0
Nepal,0,0,0,0
Netherlands,0,33.674,2.51,2.07
New Zealand,0,10.369,0,0
Nicaragua,2,0,0,0
Niger,2,0.041,0,0
Nigeria,2,0.039,0,0
North Macedonia,2,14.4,0.48,0
Norway,0,49.251,0,1.58
Oman,0,0.587,0,0
Pakistan,2,0.448,0.005,1.94
Palestine,0,0.784,0,0
Panama,0,26.189,0.464,2.13
Papua New Guinea,2,0,0,0
Paraguay,0,0.561,0,0
Peru,0,1.365,0,1.9
Philippines,0,0.666,0.055,2.09
Poland,2,2.589,0.053,2.16
Portugal,0,31.383,0.196,2.65
Qatar,0,4.512,0,0.56
Romania,0,3.431,0.156,2.13
Russia,1,0.418,0,2.23
Rwanda,0,0.154,0,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,0,913.43,0,0.99
Sao Tome and Principe,2,0,0,0
Saudi Arabia,0,3.418,0,2.01
Senegal,2,1.194,0,0
Serbia,0,7.495,0.147,2.05
Seychelles,2,0,0,0
Sierra Leone,2,0,0,0
Singapore,2,3.931,0,1.69
Slovakia,0,1.282,-0.183,1.19
Slovenia,0,14.912,0.481,1.25
Solomon Islands,2,0,0,0
Somalia,2,0,0,0
South Africa,2,0.573,0,2.44
South Korea,0,3.16,0.176,0.79
South Sudan,2,0,0,0
Spain,0,72.592,8.491,1.97
Sri Lanka,0,0.234,0,0
Sudan,2,0,0,0
Suriname,2,1.705,0,0
Sweden,2,11.684,1.089,1.46
Switzerland,0,103.875,2.658,2.03
Syria,2,0.057,0,0
Taiwan,2,0.672,0,0.76
Tajikistan,2,0,0,0
Tanzania,2,0.1,0,0
Thailand,2,2.693,0,1.57
Timor,2,0.758,0,0
Togo,2,0,0,0
Trinidad and Tobago,2,0.715,0,0
Tunisia,0,1.269,0.169,0
Turkey,2,6.711,0.249,5.46
Uganda,2,0,0,0
Ukraine,0,0.595,0,0
United Arab Emirates,1,0,0,1.65
United Kingdom,2,20.461,0.53,2.06
United States,0,26.677,0.332,3.1
Uruguay,2,6.621,0,1.02
Uzbekistan,2,0,0,0
Vanuatu,2,0,0,0
Vatican,2,0,0,0
Venezuela,0,0,0,0
Vietnam,1,0.195,0,0
Yemen,2,0,0,0
Zambia,2,0.054,0,0
Zimbabwe,2,0,0,0
