country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,1,4.084,0.822,0.79
Albania,1,19.112,1.042,1.05
Algeria,1,13.523,0.114,1.21
Andorra,1,38.827,0,0.78
Angola,1,0.943,0.03,1.15
Antigua and Barbuda,1,20.423,0,0
Argentina,1,99.965,1.46,1.2
Armenia,0,149.161,4.387,0.88
Australia,1,8.157,0.078,1.44
Austria,1,18.764,0,1.23
Azerbaijan,1,46.453,0.69,0.91
Bahamas,1,12.715,0,2.83
Bahrain,0,228.611,1.763,1
Bangladesh,1,18.423,0.31,0.93
Barbados,1,0,0,0.35
Belarus,1,16.827,0.635,0.76
Belgium,1,22.52,0.431,1.45
Belize,1,0,0,0
Benin,1,11.466,0.247,0.96
Bhutan,1,1.296,0,0
Bolivia,0,166.709,5.568,1.1
Bosnia and Herzegovina,1,69.19,1.524,1.17
Botswana,1,0,0,0.87
Brazil,0,160.788,5.471,1.05
Brunei,1,0,0,0
Bulgaria,1,42.887,0.576,1.15
Burkina Faso,1,0.335,0,0.98
Burundi,1,0.589,0,0.66
Cambodia,1,0,0,0.36
Cameroon,1,0,0,1
Canada,1,10.996,0.238,1.1
Cape Verde,1,80.937,0,1.09
Central African Republic,1,3.313,0,0.7
Chad,1,0.061,0,0.8
Chile,0,143.386,55.293,0.85
China,1,0.052,0.001,1.65
Colombia,0,175.58,5.09,1.26
Comoros,1,0,0,0.69
Congo,1,49.836,0.181,0.72
Costa Rica,1,83.037,0.982,1.3
Cote d'Ivoire,1,5.383,0,0.96
Croatia,1,23.872,0,1.14
Cuba,2,0.353,0,0.85
Cyprus,2,2.283,0,1.36
Czechia,1,12.139,0.28,1.16
Democratic Republic of Congo,1,0.558,0,1.06
Denmark,2,8.46,0.173,1.23
Djibouti,1,10.121,0,0.66
Dominica,1,0,0,0
Dominican Republic,0,126.292,0.092,1.15
Ecuador,1,61.157,2.437,1.08
Egypt,1,6.87,0.664,0.77
El Salvador,1,38.543,1.696,1.11
Equatorial Guinea,1,0,0,0.25
Eritrea,1,0,0,0.29
Estonia,2,3.015,0,1.03
Eswatini,1,57.75,0,1.24
Ethiopia,1,2.853,0.017,1.51
Fiji,1,0,0,0
Finland,2,1.444,0,1.17
France,1,12.884,0.214,1.21
Gabon,1,87.162,0,1.08
Gambia,1,0,0,0
Georgia,1,1.003,0,1.26
Germany,1,7.102,0.012,1.12
Ghana,1,14.386,0.161,1.1
Greece,1,2.399,0.096,1.17
Grenada,1,0,0,0
Guatemala,1,48.561,2.177,1.15
Guinea,1,5.406,0,1.09
Guinea-Bissau,1,12.703,0,0.73
Guyana,1,6.357,0,1.12
Haiti,1,2.368,0.088,0.91
Honduras,1,88.646,2.221,1.1
Hungary,1,1.449,0,1.39
Iceland,1,0,0,1.21
India,1,25.545,0.486,1.23
Indonesia,1,5.345,0.307,1.06
International,1,0,0,0
