country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,0.848,0.026,0
Albania,0,7.992,0,1.21
Algeria,0,0.867,0.046,1.63
Andorra,2,310.619,0,0.99
Angola,1,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,0,0,0.044,1.73
Armenia,1,5.4,0,1.39
Australia,0,12.549,0,1.95
Austria,0,33.865,0.222,1.81
Azerbaijan,0,0.592,0.099,0
Bahamas,1,0,0,0
Bahrain,0,15.868,0.588,1.31
Bangladesh,0,0,0.006,0
Barbados,1,0,0,0
Belarus,0,0.529,0,0
Belgium,0,57.638,4.832,2.07
Belize,0,2.515,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,0,0.257,0,0
Bosnia and Herzegovina,0,3.048,0,1.17
Botswana,0,0,0,0
Brazil,0,1.444,0.061,2.18
Brunei,1,11.429,0,0.25
Bulgaria,0,3.454,0,1.16
Burkina Faso,0,1.531,0,0.96
Burundi,1,0,0,0
Cambodia,1,0.299,0,0
Cameroon,0,0.339,0.038,0
Canada,0,12.214,0.106,2.32
Cape Verde,1,1.799,0,0
Central African Republic,1,0,0,0
Chad,1,0,0,0
Chile,0,11.509,0.052,2.14
China,0,0.049,0.003,0.87
Colombia,0,1.808,0.02,1.82
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,0,4.711,0,1.08
Cote d'Ivoire,0,0.265,0,0
Croatia,0,14.615,0,1.85
Cuba,0,0.795,0,0
Cyprus,0,9.133,0,1.12
Czechia,0,24.279,0.28,1.86
Democratic Republic of Congo,0,0.033,0,0
Denmark,0,24.861,0.345,1.36
Djibouti,0,8.097,0,0
Dominica,1,69.453,0,0
Dominican Republic,0,7.375,0.369,2.1
Ecuador,0,5.158,0.057,2.25
Egypt,0,0.528,0.01,1.48
El Salvador,0,0.617,0,0
Equatorial Guinea,1,0,0,0
Eritrea,0,0.846,0,0
Estonia,0,26.384,0.754,1.45
Eswatini,0,0,0,0
Ethiopia,0,0,0,0
Fiji,0,1.116,0,0
Finland,0,15.882,0.361,1.44
France,0,45.623,3.539,1.92
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,0,1.253,0,0
Germany,0,51.764,0.585,1.89
Ghana,0,1.287,0.064,0
Greece,0,7.483,0.192,1.26
Grenada,1,0,0,0
Guatemala,0,0.167,0,0
Guinea,1,0,0,0
Guinea-Bissau,1,1.016,0,0
Guyana,1,0,0,0
Haiti,0,0.088,0,0
Honduras,0,0.606,0,0
Hungary,0,4.037,0.104,1.65
Iceland,2,260.806,0,1.45
India,0,0.088,0.001,2.03
Indonesia,1,0.38,0.011,1.78
International,1,0,0,0
Iran,0,26.264,1.703,1.78
Iraq,0,0.746,0.05,1.67
Ireland,0,47.592,0.405,2.03
Israel,0,129.05,0.116,1.93
Italy,2,86.17,11.296,1.31
Jamaica,0,1.689,0,0
Japan,1,0.767,0.024,1.74
Jordan,0,1.764,0,1.08
Kazakhstan,0,0.479,0,0
Kenya,0,0.056,0,0
Kosovo,0,1.035,0,0
Kuwait,0,0.937,0,0.95
Kyrgyzstan,0,0.307,0,0
Laos,1,0.137,0,0
Latvia,0,12.724,0,1.11
Lebanon,0,2.198,0.293,1.1
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,0,0,0,0
Liechtenstein,1,0,0,0
Lithuania,0,23.877,0.735,1.36
Luxembourg,2,373.816,0,1.81
Madagascar,0,0.072,0,0
Malawi,1,0,0,0
Malaysia,0,5.314,0.124,1.53
Maldives,1,0,0,0
Mali,0,0.099,0,0
Malta,1,43.031,0,0.76
Marshall Islands,1,0,0,0
Mauritania,0,0,0,0
Mauritius,0,4.718,0,0
Mexico,0,0.543,0.008,1.86
Moldova,0,5.949,0,1.6
Monaco,2,203.853,0,0
Mongolia,0,0,0,0
Montenegro,1,7.961,0,0
Morocco,0,1.49,0.027,1.82
Mozambique,1,0.064,0,0
Myanmar,1,0,0,0
