country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,1,0.899,0.026,0.81
Albania,1,41.699,1.39,1.11
Algeria,1,12.679,0.296,0.95
Andorra,1,0,0,1.13
Angola,1,0.487,0.061,1.14
Antigua and Barbuda,1,0,0,0
Argentina,2,115.962,1.173,1.15
Armenia,2,98.204,3.712,0.8
Australia,2,24.118,0.275,1.16
Austria,2,9.105,0,0.99
Azerbaijan,1,27.517,0.592,0.75
Bahamas,1,63.573,0,1.43
Bahrain,2,122.239,0,0.99
Bangladesh,1,13.352,0.128,0.86
Barbados,1,41.758,0,0.58
Belarus,2,14.604,0.423,0.87
Belgium,2,56.171,0.345,1.38
Belize,1,20.12,0,0
Benin,1,0,0,0.95
Bhutan,1,1.296,0,0.65
Bolivia,2,171.678,7.453,1.02
Bosnia and Herzegovina,1,0,0,1.17
Botswana,1,0,0,0.82
Brazil,2,213.55,5.119,1.04
Brunei,1,0,0,0
Bulgaria,1,21.012,0.288,0.98
Burkina Faso,1,1.77,0,0.99
Burundi,1,0.673,0,0.68
Cambodia,1,0.06,0,0.38
Cameroon,1,0,0,1
Canada,2,6.412,0.159,0.99
Cape Verde,1,52.159,1.799,1.08
Central African Republic,1,1.242,0,0.6
Chad,1,0,0,0.85
Chile,2,104.152,3.976,0.91
China,1,0.12,0.004,1.14
Colombia,2,209.756,4.422,1.16
Comoros,1,9.2,0,0.67
Congo,1,0,0,0.65
Costa Rica,1,72.044,0.785,1.15
Cote d'Ivoire,1,2.35,0,0.88
Croatia,1,20.705,0,0.89
Cuba,2,2.207,0,1.64
Cyprus,2,11.417,0,1.73
Czechia,1,11.672,0.093,1.09
Democratic Republic of Congo,1,0.156,0,1.05
Denmark,2,0,0,1.35
Djibouti,1,0,0,0.92
Dominica,1,0,0,0
Dominican Republic,2,162.796,0.922,1
Ecuador,1,49.708,1.927,1.02
Egypt,1,2.326,0.283,0.58
El Salvador,1,64.445,1.696,1.08
Equatorial Guinea,1,0,0,0.29
Eritrea,1,0,0,0.28
Estonia,2,6.031,0,1.69
Eswatini,1,49.993,1.724,1.07
Ethiopia,1,4.08,0.087,1.12
Fiji,1,0,0,0
Finland,0,1.985,0,1.26
France,2,0.015,0,1.31
Gabon,2,80.423,0.449,1.06
Gambia,1,0,0,1.48
Georgia,1,0.752,0,0.77
Germany,1,7.233,0.084,1.22
Ghana,1,48.692,0,1.04
Greece,2,10.554,0,1.44
Grenada,1,0,0,0
Guatemala,1,66.423,1.954,1.05
Guinea,1,0,0,1.09
Guinea-Bissau,1,0,0.508,0.68
Guyana,1,21.613,0,1.32
Haiti,1,3.859,0.351,0.91
Honduras,1,67.746,3.13,1.05
Hungary,2,2.174,0.104,1.17
