country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,0.411,0,0.9
Albania,0,54.208,1.042,0.96
Algeria,0,9.053,0.228,0.91
Andorra,0,0,0,1.44
Angola,0,2.525,0.061,1.13
Antigua and Barbuda,0,0,0,0
Argentina,2,223.561,4.669,1.14
Armenia,0,68.506,1.012,0.93
Australia,0,4.941,0.431,0.62
Austria,0,36.419,0,1.17
Azerbaijan,0,13.512,0.197,1
Bahamas,2,246.664,0,1.08
Bahrain,2,213.331,1.175,1.03
Bangladesh,0,14.791,0.273,0.93
Barbados,0,0,0,0.81
Belarus,0,20.213,0.529,1.14
Belgium,0,40.554,0.431,1
Belize,2,145.868,2.515,1.17
Benin,0,0,0,0.94
Bhutan,0,14.256,0,0.77
Bolivia,2,88.666,5.568,0.88
Bosnia and Herzegovina,2,94.794,3.353,1.16
Botswana,0,0,0,0.77
Brazil,2,208.107,4.629,0.97
Brunei,0,0,0,0
Bulgaria,0,22.595,1.151,0.96
Burkina Faso,0,0,0,1
Burundi,0,0.084,0,0.72
Cambodia,0,0,0,0.25
Cameroon,0,6.366,0.038,1.01
Canada,0,12.082,0.185,1.13
Cape Verde,2,124.103,0,1.08
Central African Republic,0,0,0,0.61
Chad,0,0.365,0,0.99
Chile,2,90.865,4.29,0.98
China,0,0.021,0.001,0.6
Colombia,2,191.656,5.562,0.95
Comoros,0,5.75,0,0.66
Congo,0,0,0,0.57
Costa Rica,2,193.36,2.159,1.14
Cote d'Ivoire,0,3.753,0.038,0.95
Croatia,0,74.051,0.487,1.33
Cuba,0,4.15,0,1.03
Cyprus,0,-19.409,0,0.87
Czechia,0,20.357,0,1.27
Democratic Republic of Congo,0,0.033,0.011,1.06
Denmark,0,15.538,0.173,1.17
Djibouti,0,0,0,0.39
Dominica,0,0,0,0
Dominican Republic,0,37.519,1.567,0.86
Ecuador,0,37.975,3.457,0.98
Egypt,0,2.316,0.244,1.05
El Salvador,0,22.201,1.079,1.02
Equatorial Guinea,0,0,0,0.43
Eritrea,0,0.564,0,0.25
Estonia,0,10.554,0,1.32
Eswatini,0,39.65,0.862,0.86
Ethiopia,0,10.316,0.174,1.05
Fiji,0,0,1.116,0
Finland,0,3.068,0,1.18
France,2,93.621,0.49,1.26
