country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,6.962,0.308,0.85
Albania,2,22.239,1.042,1.15
Algeria,2,6.796,0.182,1.6
Andorra,2,0,0,0.39
Angola,2,0.274,0,1.14
Antigua and Barbuda,2,0,0,0
Argentina,2,51.664,1.062,1.24
Armenia,2,162.66,2.362,1.02
Australia,0,2.745,0,1.94
Austria,2,7.661,0.111,1.47
Azerbaijan,2,53.653,0.789,1.15
Bahamas,2,0,0,0.13
Bahrain,2,313.825,0.588,1.06
Bangladesh,2,24.373,0.273,1.05
Barbados,2,0,0,0
Belarus,2,33.336,0.423,0.72
Belgium,2,5.695,0,0.99
Belize,2,0,0,0
Benin,2,3.134,0.247,0.97
Bhutan,2,1.296,0,0
Bolivia,2,51.486,4.883,1.16
Bosnia and Herzegovina,2,118.873,1.829,1.18
Botswana,2,35.295,0,0
Brazil,2,113.154,3.256,1.1
Brunei,2,0,0,0
Bulgaria,2,20.148,0.576,1.28
Burkina Faso,2,0,0,0.97
Burundi,2,0,0,0.64
Cambodia,2,0,0,0.19
Cameroon,2,0,0,1.02
Canada,2,16.878,1.219,0.9
Cape Verde,2,17.986,0,1.1
Central African Republic,2,38.097,0.414,0.85
Chad,2,0,0,0.76
Chile,2,210.136,3.453,0.86
China,2,0.016,0,0.92
Colombia,2,64.344,1.887,1.24
Comoros,2,0,0,0.71
Congo,2,0,0,0.72
Costa Rica,2,27.286,0,1.49
Cote d'Ivoire,2,4.284,0,1.08
Croatia,2,8.282,0,1.89
Cuba,0,0.706,0,0.86
Cyprus,1,2.283,0,1.07
Czechia,2,18.863,0,1.41
Democratic Republic of Congo,2,1.251,0.112,1.08
Denmark,0,13.121,0.173,0.98
Djibouti,2,13.158,1.012,0.81
Dominica,2,0,0,0
Dominican Republic,2,40.837,0.645,1.19
Ecuador,2,23.239,4.138,1.2
Egypt,2,15.303,0.811,0.96
El Salvador,2,36.847,1.85,1.15
Equatorial Guinea,2,0,0,0.25
Eritrea,2,0,0,0.41
Estonia,0,0,0,0.67
Eswatini,2,12.067,0,1.26
Ethiopia,2,1.366,0.043,0.58
Fiji,2,0,0,0
Finland,0,1.985,0,0.86
France,2,31.345,0.536,1.09
Gabon,2,83.119,0.899,1.08
Gambia,2,0.828,0,0
Georgia,2,0.501,0,0.79
Germany,2,4.165,0.095,0.97
Ghana,2,19.599,0,1.17
Greece,0,1.343,0,1.17
Grenada,2,0,0,0
Guatemala,2,26.737,1.061,1.21
Guinea,2,0.685,0,1.1
Guinea-Bissau,2,20.325,1.016,0.77
Guyana,2,6.357,0,0.92
Haiti,2,13.681,0.438,0.97
Honduras,2,74.309,0.606,1.19
Hungary,0,0.311,0.414,0.93
Iceland,0,2.93,0,1.15
India,2,13.422,0.303,1.22
Indonesia,2,3.956,0.186,1.13
International,2,0,0,0
Iran,2,30.193,1.929,1
Iraq,2,43.483,2.064,1.17
Ireland,0,4.658,0,0.93
Israel,2,87.458,0,1.66
Italy,0,2.084,0.099,0.79
Jamaica,2,0.675,0,1.09
Japan,2,0.87,0,1.58
Jordan,2,0.686,0,0.76
Kazakhstan,2,26.203,0.533,1.03
Kenya,2,2.232,0.019,1.25
Kosovo,2,45.013,0.517,1.33
Kuwait,2,136.282,0.468,1.03
Kyrgyzstan,2,42.764,1.073,1.48
Laos,2,0,0,0
Latvia,1,0.53,0,1.11
Lebanon,2,0.733,0,1.21
Lesotho,2,0,0,0
Liberia,2,0.395,0.395,1
Libya,2,5.821,0.291,1.26
Liechtenstein,2,0,0,0
Lithuania,1,0.367,0,0.94
Luxembourg,0,22.365,0,1.76
Madagascar,2,2.167,0.072,1.4
Malawi,2,0.314,0,1.25
Malaysia,1,0.093,0,0.62
Maldives,2,24.05,0,1.07
Mali,2,1.284,0.049,1.03
Malta,1,0,0,0.43
Marshall Islands,2,0,0,0
Mauritania,2,18.926,0.43,0.97
Mauritius,2,0,0,0.08
Mexico,2,29.512,3.669,1.09
Moldova,2,26.525,1.487,0.95
Monaco,2,0,0,0.15
Mongolia,2,0,0,0.52
Montenegro,2,31.844,0,2.04
Morocco,2,6.448,0.108,1.27
Mozambique,2,0.768,0.032,1.11
Myanmar,1,0,0,0.82
Namibia,2,5.116,0,1.48
Nepal,2,16.337,0.034,1
Netherlands,2,4.552,0.117,0.76
New Zealand,1,0,0,1.12
Nicaragua,2,0,0,0.25
Niger,2,0.041,0,0.73
Nigeria,2,2.746,0.039,1.06
North Macedonia,2,61.919,5.76,1.03
Norway,0,1.291,0,0.94
Oman,2,178.2,1.175,1.11
Pakistan,2,12.789,0.62,0.89
Palestine,2,38.225,0.196,1.84
Panama,2,254.707,3.708,1.15
Papua New Guinea,2,0,0,0
Paraguay,2,8.973,0.14,1.43
Peru,2,89.349,5.672,1.02
Philippines,2,8.971,0.1,1.27
Poland,2,6.526,0.159,0.9
Portugal,2,26.087,0.392,1.01
Qatar,2,240.536,1.041,0.76
Romania,2,13.983,1.144,1.16
Russia,2,45.795,0.63,0.91
Rwanda,2,7.798,0,1.27
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,0.24
Sao Tome and Principe,2,0,0,0.49
Saudi Arabia,2,113.259,1.379,1.01
Senegal,2,6.689,0.179,1.03
Serbia,2,35.564,0.588,1.54
Seychelles,2,71.182,0,0
Sierra Leone,2,2.883,0,0.97
Singapore,2,34.528,0,0.9
Slovakia,2,0.183,0,1.41
Slovenia,2,1.924,0,1.66
Solomon Islands,2,0,0,0
Somalia,2,0.629,0,0.78
South Africa,2,103.358,1.231,1.33
South Korea,0,0.839,0,1.02
South Sudan,2,0,0,0.77
Spain,2,4.278,0.064,1.15
Sri Lanka,2,0.093,0,0.91
Sudan,2,0,0,1.04
