country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,1,2.672,0.103,1.2
Albania,1,100.076,1.042,1.13
Algeria,1,6.294,0.182,1.23
Andorra,0,3714.489,38.827,1.21
Angola,1,8.002,0.061,1.09
Antigua and Barbuda,1,0,0,0.31
Argentina,2,259.139,8.961,0.96
Armenia,2,328.357,5.4,1.29
Australia,1,0.549,0,0.85
Austria,2,272.695,1.443,1.52
Azerbaijan,1,51.977,0.789,1.38
Bahamas,1,0,0,0.77
Bahrain,1,163.377,2.351,0.88
Bangladesh,1,8.719,0.091,1
Barbados,1,20.879,0,0.8
Belarus,1,93.552,0.423,1.22
Belgium,0,1094.687,7.679,1.28
Belize,1,0,0,1.15
Benin,1,0,0,0.94
Bhutan,1,0,0,0.85
Bolivia,1,8.481,1.114,0.81
Bosnia and Herzegovina,2,214.276,5.486,1.17
Botswana,1,153.086,0,0.74
Brazil,1,73.984,1.237,1
Brunei,1,0,0,0
Bulgaria,2,322.806,6.045,1.53
Burkina Faso,1,0.383,0.096,0.99
Burundi,1,0,0,0.78
Cambodia,1,0.06,0,0.84
Cameroon,1,8.401,0.038,0.9
Canada,1,108.605,0.821,1.15
Cape Verde,1,48.562,0,1.06
Central African Republic,1,0.207,0,0.58
Chad,1,0.244,0,0.97
Chile,1,80.298,3.086,0.97
China,1,0.017,0,1.16
Colombia,1,180.159,3.813,1.06
Comoros,1,0,0,0.63
Congo,1,0,0,0.58
Costa Rica,2,269.33,5.889,0.99
Cote d'Ivoire,1,0.607,0,0.95
Croatia,2,201.692,3.654,1.51
Cuba,1,2.56,0,1.12
Cyprus,1,103.893,0,1.38
Czechia,2,959.288,15.314,1.21
Democratic Republic of Congo,1,0.346,0,1.1
Denmark,1,182.314,1.036,1.21
Djibouti,1,5.061,0,1.11
Dominica,1,0,0,0
Dominican Republic,1,29.13,0.184,1.01
Ecuador,1,30.777,1.134,1.06
Egypt,1,1.632,0.117,1.12
El Salvador,1,52.419,0.617,1.12
Equatorial Guinea,1,0,0,0.49
Eritrea,1,0,0,0.4
Estonia,1,12.815,0,1.34
Eswatini,1,7.758,0,0.92
Ethiopia,1,3.166,0.096,0.79
Fiji,1,0,0,0
Finland,1,22.019,0.18,1.1
France,0,1913.563,7.905,1.29
Gabon,1,8.087,0,1.09
Gambia,1,2.069,0,0.71
Georgia,2,469.27,3.509,1.41
Germany,1,149.909,0.346,1.45
Ghana,1,2.735,0,1.14
Greece,1,68.502,0.672,1.38
Grenada,1,0,0,0
Guatemala,1,5.972,0.391,1
Guinea,1,0,0,1.09
Guinea-Bissau,1,0,0,0.39
Guyana,1,3.814,0,0.99
Haiti,1,0,0,0.86
Honduras,1,75.924,1.01,1.01
Hong Kong,1,0,0,0
Hungary,2,239.743,4.865,1.4
Iceland,1,164.103,0,0.93
India,1,26.427,0.354,0.89
Indonesia,1,11.78,0.409,0.94
International,1,0,0,0
