Nation,Similarity Score
Argentina,161
Bahrain,119
Bangladesh,112
Barbados,60
Bhutan,122
Bolivia,124
Botswana,84
Brunei,57
China,95
Colombia,157
Fiji,77
Gabon,60
Iceland,66
Indonesia,83
Kuwait,138
Malaysia,70
Mongolia,22
Nepal,170
New Zealand,43
Nigeria,128
Oman,175
Panama,175
Paraguay,117
Poland,49
Rwanda,63
Singapore,64
Taiwan,11
Tajikistan,26
United Kingdom,72
Uzbekistan,82
Czechia,56
France,75
Germany,61
Moldova,93
Monaco,38
Philippines,174
Australia,45
Ecuador,149
India,164
Portugal,95
Croatia,62
Finland,52
Guinea,61
Papua New Guinea,42
Zimbabwe,120
Belgium,78
Cuba,30
Georgia,97
Guatemala,185
Kyrgyzstan,158
Sri Lanka,65
Sudan,85
Brazil,116
Kazakhstan,95
Liberia,94
Seychelles,46
Uganda,138
Italy,75
Qatar,158
Russia,85
Saudi Arabia,46
Timor,20
Trinidad and Tobago,72
Hong Kong,15
Vietnam,35
South Korea,8
Israel,55
Bosnia and Herzegovina,61
Costa Rica,91
Norway,37
Spain,69
Jamaica,81
Japan,48
Turkey,67
Angola,120
Burundi,5
Cape Verde,83
Gambia,66
Guyana,110
Ireland,65
Libya,132
Mauritania,41
Romania,75
Solomon Islands,20
United States,64
Bulgaria,66
Malawi,27
Mozambique,96
Pakistan,86
Albania,60
Eswatini,120
Belize,57
Iraq,200
Zambia,40
Iran,38
Austria,37
Greece,53
Kenya,150
San Marino,28
Serbia,79
Azerbaijan,147
Lebanon,73
Switzerland,54
Benin,10
Hungary,28
Latvia,47
Lithuania,45
Nicaragua,3
Venezuela,117
Afghanistan,65
Dominican Republic,125
Honduras,139
Haiti,65
Ukraine,89
Denmark,12
Slovakia,30
Cambodia,11
Slovenia,38
Chad,29
Luxembourg,52
Algeria,79
Cyprus,30
Myanmar,31
Netherlands,42
Peru,126
Syria,61
Tunisia,39
Kosovo,60
Sweden,53
Estonia,19
Morocco,80
Senegal,24
Suriname,142
Jordan,39
Uruguay,19
Chile,97
Ghana,48
Namibia,27
Lesotho,57
Palestine,130
Cameroon,17
Cote d'Ivoire,24
Democratic Republic of Congo,54
Mauritius,14
Niger,1
South Sudan,83
Togo,26
Madagascar,60
Djibouti,35
Burkina Faso,14
Egypt,54
Vanuatu,17
Congo,61
Laos,18
Eritrea,128
Dominica,11
Mali,7
Mexico,43
Sierra Leone,9
Ethiopia,120
Maldives,1
Malta,4
Thailand,3
United Arab Emirates,25
South Africa,111
Canada,64
Central African Republic,17
Andorra,28
Somalia,4
Yemen,4
Belarus,4
