country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,4,3.956,0.719,0.8
Albania,2,40.656,0.695,1.17
Algeria,4,11.265,0.16,1.2
Andorra,4,38.827,0,0.66
Angola,4,0.578,0,1.16
Antigua and Barbuda,0,0,0,0
Argentina,2,68.568,1.283,1.2
Armenia,5,61.419,2.7,0.89
Australia,3,10.628,0,1.54
Austria,3,5.663,0,1.15
Azerbaijan,2,52.174,0.69,0.98
Bahamas,0,5.086,0,2.19
Bahrain,1,314.413,0.588,1.02
Bangladesh,4,18.817,0.237,0.94
Barbados,4,0,0,0.34
Belarus,0,19.261,0.423,0.73
Belgium,3,0,0,1.3
Belize,4,0,0,0
Benin,0,0,0,0.96
Bhutan,4,0,0,0
Bolivia,2,91.065,5.054,1.12
Bosnia and Herzegovina,4,31.699,1.524,1.18
Botswana,4,0,0,0.87
Brazil,2,95.437,3.448,1.04
Brunei,4,0,0,0
Bulgaria,0,22.883,1.151,1.18
Burkina Faso,4,0,0,0.98
Burundi,0,6.56,0,0.65
Cambodia,0,0.538,0,0.37
Cameroon,4,0,0,0.99
Canada,3,16.851,0.185,1.08
Cape Verde,1,134.895,0,1.09
Central African Republic,4,6.833,0,0.72
Chad,4,0,0,0.8
Chile,1,136.847,2.354,0.84
China,4,0,0,1.58
Colombia,2,75.31,2.909,1.24
Comoros,0,0,0,0.69
Congo,4,0,0,0.73
Costa Rica,2,86.374,0.785,1.35
Cote d'Ivoire,4,4.018,0,0.99
Croatia,4,12.91,0,1.12
Cuba,6,0.177,0,0.86
Cyprus,6,1.142,0,1.39
Czechia,0,5.976,0.093,0.98
Democratic Republic of Congo,4,0.469,0.011,1.06
Denmark,6,15.711,0.173,1.19
Djibouti,4,5.061,0,0.7
Dominica,4,0,0,0
Dominican Republic,2,89.787,0.553,1.17
Ecuador,4,33.384,0.907,1.11
Egypt,4,9.098,0.752,0.8
El Salvador,2,46.869,1.079,1.12
Equatorial Guinea,0,0,0,0.25
Eritrea,4,0,0,0.3
Estonia,3,0,0,0.88
Eswatini,4,32.754,0,1.25
Ethiopia,4,1.792,0.009,1.12
